id,meldungsNummern,bezirk,betreff,erstellungsDatum,status,sachverhalt
4275850,['qznapt'],Tempelhof-Schöneberg,Abfall - Sonstiges,07.02.2023 - 11:04:48,Erledigt,Einkaufswagen 
4272645,['acbnr5'],Lichtenberg,Abfall - Elektroschrott,07.02.2023 - 11:08:15,Erledigt,Autoreifen 
4272647,['wjf6dd'],Lichtenberg,Abfall - Weihnachtsbäume,07.02.2023 - 11:09:59,Erledigt,1x
4272666,"['43ksn5', 'erbi9']",Neukölln,Müllablagerung,07.02.2023 - 11:25:30,Erledigt,Hausmüll
4275853,['cp87i9'],Tempelhof-Schöneberg,Hauseingänge ist nicht gefegt und gestreut,07.02.2023 - 11:36:34,Erledigt,Hauseingänge
4275858,['11p9fl'],Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",07.02.2023 - 11:42:57,Erledigt,Nummer an6i9t schon mal gemeldet. Hinweis nicht gefunden?
4272663,['hp0we9'],Neukölln,Elektroschrott abgelagert,07.02.2023 - 11:52:46,Erledigt,Gr.rundes GERÄT
4275878,['u09vr5'],Tempelhof-Schöneberg,Parken Fläche für die Feuerwehr ,07.02.2023 - 12:03:00,Erledigt,"Parken Fläche für die Feuerwehr z.283
"
4275886,['lgx6p'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",07.02.2023 - 12:05:25,In Bearbeitung,Lightboys umgefahren
4273898,['sccbgh'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 12:10:49,Erledigt,Pappe
4272734,['ws5tkx'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:13:04,Erledigt,"Couchgarnitur
"
4273921,"['974c1t', 'fwdddt']",Friedrichshain-Kreuzberg,Abfall - Elektroschrott,07.02.2023 - 12:15:58,Erledigt,Kühlschrank
4273899,['5v97gh'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 12:20:20,Erledigt,Tisch
4272740,['lemgw1'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:21:38,Erledigt,"Karl-Marx-Str. 189 
Sperrmüll"
4273887,['835yip'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 12:21:44,Erledigt,Heizkörper
4272745,['yq2z9d'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:22:59,Erledigt,"Karl-Marx-Str. 195
Sperrmüll"
4272754,['vy71fl'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:24:11,Erledigt,"Grenzallee 97
Sperrmüll"
4272755,['bz09vl'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:25:08,Erledigt,"Grenzallee 71
Sperrmüll"
4273900,"['6f8e81', 'rb25tt', 'yirls1']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 12:26:58,Erledigt,Bettgestell
4273868,['47bn5t'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 12:27:02,Erledigt,Karton mit Kinderschuhe
4273888,['his5j5'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 12:30:01,Erledigt,Einkaufswagen mit Müll
4273889,['dhy1hd'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 12:32:34,Erledigt,Kindersachen und Stuhl
4273890,['5q9erl'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 12:35:29,Erledigt,Auslegware und Teppich
4273938,['ppg6bl'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,07.02.2023 - 12:37:45,Erledigt,2 Tannenbäume
4273920,['bu0h6p'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,07.02.2023 - 12:40:06,Erledigt,Tannenbaum
4273901,['1uf3ep'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 12:41:34,Erledigt,Mülltüten
4273876,['shc45d'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 12:42:27,Erledigt,Karton mit Kindersachen
4273902,['o1im0x'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 12:44:26,Erledigt,Brett
4273877,['42bugx'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 12:44:32,Erledigt,Es wird heute wiederholt darauf hingewiesen das am Zaun Müll lagert 
4276084,['drxmv5'],Tempelhof-Schöneberg,Verkehrsbehinderung allgemein,07.02.2023 - 12:51:37,Erledigt,Fahrzeug wurde nicht ordnungsgemäß geparkt - weder Feuerwehr noch Müllabfuhr kommen hier durch
4272852,['kfnw1t'],Pankow,Abfall - Weihnachtsbäume,07.02.2023 - 12:51:58,Erledigt,1 Weihnachtsbaum auf der Baumscheibe 
4273384,['1kfi0x'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:52:28,Erledigt,Teppiche etc
4272855,"['igbgn5', '1qnx5s', 'ror75t', 'ye4g75']",Neukölln,Müllablagerung,07.02.2023 - 12:55:44,In Bearbeitung,"die Müllablagerung befindet sich in der Bruno-Bauer Straße 24. Ich habe sie bereits mehrfach gemeldet und immer wieder die Statusmeldung erledigt erhalten. Leider vergrößert sich der Müllberg immer weiter und wird nicht beseitigt. Bereits einmal wurde der Müll im November in Brand gesteckt und die Feuerwehr musste löschen. 
Dringender Handlungsbedarf ist hier angezeigt!
"
4273017,['n3snmo'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 12:57:26,Erledigt,Ein Kinderwagen wurde illegal abgestellt
4273020,['8z3q8'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 13:05:43,In Bearbeitung,Schrank  wurde illegal abgetsellt
4272908,['uxls'],Reinickendorf,Abfall - Sperrmüll,07.02.2023 - 13:08:37,Erledigt,Der Müll türmt sich seit Wochen und Müllbeutel sind teilweise aufgerissen
4273022,['a5g42o'],Neukölln,Bauabfälle abgelagert,07.02.2023 - 13:11:57,In Bearbeitung,Bauschutt
4273189,"['beem0x', 'n3gc8x', 'ravu9t']",Neukölln,Sperrmüll abgelagert,07.02.2023 - 13:18:46,In Bearbeitung,Möbelablagerung
4276132,"['tubo5d', 'xym3gh']",Tempelhof-Schöneberg,Anhänger (14 Tage),07.02.2023 - 13:20:47,In Bearbeitung,Hänger steht ohne Bewegung seit 4 Wochen und beeinflusst Anwohner Parkraum
4273186,"['gi9dz5', 'm0lam9', 'oszhtt']",Neukölln,Sperrmüll abgelagert,07.02.2023 - 13:34:58,Erledigt,"Spiegel, Bretter"
4273010,['wih50g'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,07.02.2023 - 13:43:39,In Bearbeitung,Mehrere Schlaglöcher auf Fahrbahn
4273724,['7loo3l'],Friedrichshain-Kreuzberg,Sonstiges - allgemeine Anfrage und Auskunft,07.02.2023 - 13:44:04,Erledigt,"
Ein Kind spielt Musik und kriegt Geld dafür jetzt um 13.40 Uhr geht nach Hause mit Vater jeden Tag zwischen 11.00 Uhr und 13.40 Uhr kann nicht sein Kinderarbeit verboten 

"
4273891,"['2gw6ip', 'a533ep']",Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 13:54:15,Erledigt,Wäscheständer
4273892,['bcj6rl'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 13:55:22,Erledigt,Holzpalette
4273893,['1cxszl'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 13:56:51,Erledigt,Matratze
4273894,"['3kuk1t', 'omrg8x']",Friedrichshain-Kreuzberg,Abfall - Sonstiges,07.02.2023 - 13:58:18,Erledigt,Einkaufswagen
4273185,['4ysiyp'],Neukölln,Müllablagerung,07.02.2023 - 14:05:54,Erledigt,Verpackungen etc.
4273179,['s9uf41'],Neukölln,Müllablagerung,07.02.2023 - 14:11:28,Erledigt,Müllablagerung
4276194,['m63cox'],Tempelhof-Schöneberg,Abfall - Sperrmüll,07.02.2023 - 14:25:43,Erledigt,Schrank/regal
4273182,['hq9ukh'],Neukölln,Müllablagerung,07.02.2023 - 14:28:17,Erledigt,blaue Säcke mit Kartons Silvestermüll
4276218,['k020w1'],Tempelhof-Schöneberg,Baustellen - Sonstiges,07.02.2023 - 14:31:00,In Bearbeitung,"Seit ca 2 Wochen lagern diese Paletten mit Steinplatten auf dem Gehwegrand. Des weiteren sind mehrere Gehwegplatten durch das Befahren mit Radlader und sonstiges Gerät beschädigt, bzw abgesackt."
4273710,['nlwqv5'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Campieren, Zelten",07.02.2023 - 14:59:55,Erledigt,"
Seit kurzem sind die ""Boote"" mit einer Vertrags-Nr gekennzeichnet,  die suggerieren, dass es Verträge mit dem BA Friedrichshain-Kreuzberg dazu gibt.

Ist dem so ? 

Ist  Wohnen auf den Booten erlaubt?

Wie ist die Müllentsorgung geregelt?

"
4273880,['n1xk3l'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 15:01:54,Erledigt,Hier wurde diverser Müll abgeladen
4273922,['ge7awx'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,07.02.2023 - 15:05:24,Erledigt,dort eine Spülmaschine oder Waschmaschine
4273906,['8mio75'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 15:12:39,Erledigt,"Sperrmüll
"
4274409,['mcykn5'],Treptow-Köpenick,Abfall - Sperrmüll,07.02.2023 - 15:17:05,Erledigt,Eine alte Holzpalette
4276256,"['t0ottt', 'y20av5']",Tempelhof-Schöneberg,Abfall - Sonstiges,07.02.2023 - 15:20:45,Erledigt,Erhebliche Verunreinigungen durch unterschiedliche Abfallarten.
4276262,['x6iqkh'],Tempelhof-Schöneberg,Elektroroller,07.02.2023 - 15:53:10,Erledigt,"7 E-Roller stehen seit einigen Wochen auf dem Gehweg, der sowieso nicht sehr breit ist vor dem bezeichneten Grundstück. Rollator und Rollstühle haben dabei ein Problem."
4273881,['p2cm4h'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 16:09:42,Erledigt,"Arbeitet noch die BsR in diesem Bezirk?
Bitte schnellstmöglich weitergegeben 
Gehwege sind Müülldeponie"
4273882,['amxq81'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,07.02.2023 - 16:12:52,Erledigt,Die Verkehrsinsel ist verdreckt und soll von der BSR auch regelmäßig gereinigt werden. Bitte der BSR weitergeben. 
4273565,['851ds1'],Friedrichshain-Kreuzberg,Straßenaufsicht - Defekte Ampel,07.02.2023 - 16:35:22,Erledigt,"Als ich vor etwa 50 Minuten am Strausberger Platz entlang gefahren bin war die gesamte Ampelanlage aus. Eventuell hat sich das Problem mittlerweile schon erledigt.

Freundliche Grüße "
4278946,['rk8ykh'],Tempelhof-Schöneberg,LKW - Parken,07.02.2023 - 16:38:58,In Bearbeitung,"Auch heute wieder wurde der LKW im Wohngebiet geparkt. Dieser parkt jeden Tag ab dem Nachmittag (ca 16 Uhr)hier mitten auf der Straße und ist damit eine Gefahrenstelle. Auch letztes Wochenende hat dieser komplett von Fr bis Mo dort geparkt. Des Weiteren parkt er nicht wie die Verkehrsschilder anweisen.
Vielleicht können Sie mal eine Streife zur Klärung schicken.
Danke."
4273708,['c0vp4x'],Friedrichshain-Kreuzberg,Lärm - Haus- und Nachbarschaftslärm outdoor,07.02.2023 - 16:41:05,Erledigt,"
lautes Konzert 

Seit Stunden lautes Konzert mit verstärkten Gesang und Bässen!


"
4273751,['pcc7i9'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 16:41:56,Erledigt,Illegaler Sperrmüll 
4276270,['so7c3l'],Tempelhof-Schöneberg,Straßenaufsicht - Straßen- und Gehwegschäden,07.02.2023 - 16:42:48,Erledigt,Gehwegabsackung im Bereich eines Abwasserschachts. Der betroffene Bereich hat sich in den letzten Tagen vergrößert.
4273755,"['4972f5', 'jnrk01']",Neukölln,Sperrmüll abgelagert,07.02.2023 - 16:43:09,Erledigt,Möbel etc.
4273756,['4972f5'],Neukölln,Müllablagerung,07.02.2023 - 16:43:09,Erledigt,Müllablagerung
4273753,['wf1url'],Neukölln,Müllablagerung,07.02.2023 - 16:50:28,Erledigt,Immer wieder Müllablagerungen um den Baum herum
4273754,"['4by3gh', '8bj9c1', 'sc54x']",Neukölln,Sperrmüll abgelagert,07.02.2023 - 16:52:28,Erledigt,Viel Sperrmüll und Müllablagerungen vor der Baustelle des ehemaligen Hoffmanns
4276287,['lvha81'],Tempelhof-Schöneberg,Sondernutzung - Altkleidercontainer,07.02.2023 - 16:57:41,In Bearbeitung,Altkleidercontainer 
4273910,"['ctbp4x', 's97y0x']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,07.02.2023 - 17:02:09,Erledigt,Matratze breit
4278951,['xwqo75'],Tempelhof-Schöneberg,Verkehrsbehinderung allgemein,07.02.2023 - 17:25:14,Erledigt,Verkehrsbehinderung/ Parken auf Behindertenparkplatz
4274469,['4rxb0h'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 17:40:10,Erledigt,Jemand hat seine Küche entsorgt
4273802,['j7c6wx'],Friedrichshain-Kreuzberg,Drogenutensilien (z.B. Spritze) - Sonstiges,07.02.2023 - 17:43:16,Erledigt,"
Hier sitzen mehrere Menschen und setzen sich recht ungeniert einsehbar n Schuss, während Kinder vorbei laufen. 

Ubahn Eingang Finanzamt. 

Heute morgens und auch abends der Fall!



"
4276277,['4wx3pd'],Tempelhof-Schöneberg,Abfall - Müllablagerung,07.02.2023 - 19:04:11,Erledigt,"Mehrere schwarze Säcke, die auf dem Gehweg liegen"
4274479,['ufvqwx'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 19:31:46,Erledigt,Holztisch 
4276275,['rvhi4h'],Tempelhof-Schöneberg,"Ein-, Ausfahrt zugeparkt",07.02.2023 - 20:07:22,Erledigt,Dauerparker seit 2Wochen in Hauseinfahrt / Parkverbot
4274503,['8g9xc1'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 21:00:00,Erledigt,Matratze 
4274506,['9u7w8x'],Neukölln,Elektroschrott abgelagert,07.02.2023 - 21:19:51,Erledigt,Ein Kopierer und viel alte Kleidung 
4276276,['spga9t'],Tempelhof-Schöneberg,Parken im absoluten Halteverbot ,07.02.2023 - 21:33:04,Erledigt,"Fahrzeug parkt am 7.2 um 15.48 Uhr erneut im absoluten Halteverbot, behindert damit auch den verkehr, da das breite Auto sehr nah an der Kreuzung steht "
4274273,"['uyaqyp', 'qhjj7l']",Friedrichshain-Kreuzberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",07.02.2023 - 21:39:35,Erledigt,"Auf dem Radweg liegen Verkehrschilder, Beschwerungsklötze, in der Grünfläche liegen Baustellenabsperrungen. Die Fahrradständer können nicht benutzt werden."
4274548,['e51loh'],Neukölln,Sperrmüll abgelagert,07.02.2023 - 22:43:16,Erledigt,"Berge
ggü Matratze"
4274268,['31hudd'],Friedrichshain-Kreuzberg,Baumschutz - Sonstiges,07.02.2023 - 22:43:33,Erledigt,Die 2 anliegenden Restaurants schädigen die Baumscheibe mit Blumenkübeln und großen Steinplatten (für einen Sonnenschirm). Der Baum hat so noch weniger Platz zum überleben.
4274267,['9f8i69'],Friedrichshain-Kreuzberg,Straßenaufsicht - Defekte Straßenbeleuchtung,07.02.2023 - 23:20:02,Erledigt,Die Laterne an besagter Ecke am Moritzplatz - auf Seiten von Modulor - isT defekt 
4274264,"['vgjfgh', 'sug2yp']",Friedrichshain-Kreuzberg,Lärm - Haus- und Nachbarschaftslärm outdoor,08.02.2023 - 01:55:11,Erledigt,"Eine große Gruppe von Männern, die am Spaeti-Tisch lachend und streitend auf dem Bürgersteig herumhängt"
4274568,['qxgmwx'],Neukölln,Weihnachtsbäume,08.02.2023 - 05:56:09,Erledigt,Da liegt noch immer ein Weihnachtsbaum. Die ganze Gegend da wird gefühlt selbst von der BSR seit Wochen gemieden. Sind die im Streik? 
4274370,['mwmiv5'],Pankow,Abfall - Sperrmüll,08.02.2023 - 06:59:31,Erledigt,Waschmaschine 
4274576,['n6m48x'],Neukölln,Bauabfälle abgelagert,08.02.2023 - 07:24:31,In Bearbeitung,Siehe Fotos 
4274671,['qpyxvl'],Neukölln,Müllablagerung,08.02.2023 - 07:41:07,Erledigt,Alte Reifen   Pflanzen Kübel ohne Pflanzen dafür reichlich Mühl 
4274672,['qpyxvl'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 07:41:07,Erledigt,Alte Reifen   Pflanzen Kübel ohne Pflanzen dafür reichlich Mühl 
4279971,"['2wdtz5', 'n13wh']",Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",08.02.2023 - 07:49:31,In Bearbeitung,"Fahrbahnmarkierungen für den Radstreifen nicht mehr erkennbar bei Regen oder Dunkelheit, Parkzeichen im besagten Bereich  müssen wieder überhangen werden . Vermehrt Verstöße durch parkende Fahrzeuge auf dem Radstreifen"
4280059,['66szk1'],Tempelhof-Schöneberg,Gehweg/Radweg zugeparkt,08.02.2023 - 07:56:24,Erledigt,Auf dem Bürgersteig parkendes Auto 
4280081,['2ky9kx'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",08.02.2023 - 07:59:53,In Bearbeitung,"Markierung des Sonderstreifens für Fahrräder nicht mehr ausreichend erkennbar. Fahrzeuge schneiden hier die Spur. Bitte dringend reagieren, da erhöhte Unfallgefahr , insbesonderer bei Dunkelheit/Regen"
4274667,['yrn5z5'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 08:01:25,Erledigt,In der Silbersteinstr. 128 und 138 liegt Sperrmüll und Elektroschrott 
4274669,['yrn5z5'],Neukölln,Elektroschrott abgelagert,08.02.2023 - 08:01:25,Erledigt,In der Silbersteinstr. 128 und 138 liegt Sperrmüll und Elektroschrott 
4274681,['5rtlhd'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 08:12:26,Erledigt,Matratze
4274655,['gvdcsh'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 08:15:40,Erledigt,diverses Plastik
4274640,['s0wld'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 08:17:38,Erledigt,"1 Lattenrost, diverses Holz"
4274658,['e3heyp'],Friedrichshain-Kreuzberg,Abfall - Schrottfahrräder,08.02.2023 - 08:19:48,Erledigt,1 Fahrrad
4274683,"['7fr5s1', 'ldju9t']",Neukölln,Müllablagerung,08.02.2023 - 08:21:35,Erledigt,"Müllhaufen, liegt dort schon seit über einer Woche"
4274646,['y2o6ip'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 08:22:09,Erledigt,1 Lattenrost
4274647,['jn9am9'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 08:24:47,Erledigt,1 Schirm
4280108,['wypszl'],Tempelhof-Schöneberg,Hund - Hundekot (Beseitigungspflicht),08.02.2023 - 08:25:26,Erledigt,"Guten Morgen, im Welterpfad wird der Hundekot nicht mehr vom Hundebesitzer entfernt, können Sie bitte den Bürgersteig säubern bzw. mal kontrollieren, vielen Dank"
4274632,['lv61oh'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 08:26:46,Erledigt,1 Müllsack
4274648,['g1ekn5'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,08.02.2023 - 08:29:34,Erledigt,"1 Weihnachtsbaum, 4 Müllsäcke"
4280142,['7thloh'],Tempelhof-Schöneberg,"Straßenaufsicht - Verkehrszeichen (beschädigt, defekt, etc.)",08.02.2023 - 08:49:14,In Bearbeitung,"Vor der Schule existiert momentan ein Haltverbot mit Zeichen 283 ab 07-14-00 Uhr. Da die Deutsche Post hier nicht mehr gibt wäre es schön die Beschilderung auf Zeichen 286 zu ändern, damit die Eltern in Ruhe ihre Kinder in die Schule bringen können."
4280161,['kkyxa9'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 08:52:10,Erledigt,"(Schreibtisch-) Platte, schon seit einiger Zeit an den Baum angelehnt.  Siehe Foto."
4274803,['uakpoh'],Pankow,Abfall - Sperrmüll,08.02.2023 - 09:07:59,Erledigt,"1x Matratze

"
4280182,['qeqebl'],Tempelhof-Schöneberg,Dauerbeleuchtung auf Balkon/Dachgeschoss ,08.02.2023 - 09:16:09,In Bearbeitung,"Den 4. Tag hintereinander (Tag und Nacht) leuchten zwei starke Halogen Scheinwerfer. Vermutlich haben die Handwerker vergessen sie auszustellen. Die Lichtbelästigung ist enorm, besonders nachts! Es soll eine Eigentumswohnung sein aber die Bewohner sind seit Wochen nicht mehr gesehen worden. Eine Telefonnummer des Besitzers haben wir nicht herausbekommen. Die Scheinwerfer sind extrem störend. Wir wohnen gegenüber."
4280199,['mdwa9t'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 09:19:30,Erledigt,"Um den und hinter dem Altkleidercontainer sind Bretter, etc. hingeschmissen (siehe angehängtes Bild). Vielen Dank!"
4274932,['t1mjgh'],Pankow,Abfall - Müllablagerung,08.02.2023 - 09:19:37,Erledigt,"1 Sofa, Bretter,Kissen,Pappe"
4275119,['nru96p'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 09:44:56,Erledigt,Holzplatte
4275111,['ufkidd'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 09:45:29,Erledigt,Sperrmüll 
4275107,['m3wow1'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 09:53:43,Erledigt,2 Holzteile
4275026,['jjig3l'],Pankow,Abfall - Sperrmüll,08.02.2023 - 10:04:34,Erledigt,Couchteile
4280211,['wuyygx'],Tempelhof-Schöneberg,"Grünanlage/Park - KFZ, Auto",08.02.2023 - 10:05:25,Erledigt,Anhänger parkt auf der Grünanlage 
4275099,"['eagox', '5ykg1']",Neukölln,Elektroschrott abgelagert,08.02.2023 - 10:06:30,Erledigt,Kühlschrank
4275102,['eagox'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 10:06:30,Erledigt,Holzteile
4275032,['r17hfl'],Pankow,Abfall - Müllablagerung,08.02.2023 - 10:06:48,Erledigt,Alte Matratze und Reifen mit Stahlfelge
4280216,['m1esjl'],Tempelhof-Schöneberg,Abfall - Müllablagerung,08.02.2023 - 10:22:06,Erledigt,Auf dem Mittelstreifen an BSR weiterleiten bitte 
4280220,['a8w1s1'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 10:30:55,Erledigt,Schrank 
4280227,['f8oqo1'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,08.02.2023 - 10:44:02,Erledigt,PKW parkt in unserer gekennzeichneten!!! Einfahrt 
4275156,"['1l66td', 'r67a4h']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 10:46:40,Erledigt,Schrankregal.
4280241,['oyaj29'],Tempelhof-Schöneberg,Abfall - Sonstiges,08.02.2023 - 10:49:20,Erledigt,kfz KW 0490  gültig bis 06.02.23 Peugeot schwarz
4280344,['wpz5s1'],Tempelhof-Schöneberg,Abfall - Papierkörbe,08.02.2023 - 10:53:00,Erledigt,Tonne
4280345,['ui2ept'],Tempelhof-Schöneberg,Abfall - Sonstiges,08.02.2023 - 10:54:10,Erledigt,Tonne / Einkaufswagen 
4275212,['7qzpc1'],Pankow,Abfall - Elektroschrott,08.02.2023 - 10:57:14,Erledigt,Kühlschrank auf Gehweg
4275221,['ydwq2p'],Pankow,Abfall - Sperrmüll,08.02.2023 - 10:58:08,Erledigt,Regal und Kleidung
4275451,"['dmmlmp', 'yp5ywx']",Neukölln,Weihnachtsbäume,08.02.2023 - 11:17:56,Erledigt,Ein zu spät auf die Strasse geschmissener Weihnachtsbaum liegt seit Wochen am Strassenrand und blockierte dann gestern auch noch meine Einfahrt! Ich habe das Teil da nicht hingeworfen. Bitte entfernen lassen
4275455,"['1f4gsh', 'c7e9z5', 'iqw4jl']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:19:15,In Bearbeitung,Sofa 
4275523,['wtnkps'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:40:56,Erledigt,Sperrmüll wurde am dortigen baum abgelagert
4275524,['wy9pc'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:42:26,Erledigt,Sessel und Matratze wurden illegal abgelagert
4275413,['xgtkht'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 11:42:30,Erledigt,Sperrmüll 
4275457,"['nh86pt', 'nuj6dd']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:45:19,Erledigt,"Böhmische Str. 31
Speermüll"
4275463,"['3i1f5t', '2kb37l']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:46:27,Erledigt,"Hertzbergstr. 2
Sperrmüll"
4275474,"['7xuxa9', 'imn0n5', 'j86e4h']",Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:48:20,Erledigt,"Niemetzstr. 15
Sperrmüll"
4275406,['ykry0x'],Pankow,Abfall - Sperrmüll,08.02.2023 - 11:48:26,Erledigt,Sofa/ Schrankteile 
4275408,['2y28e9'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 11:51:39,Erledigt,Paletten
4275767,['7dvqip'],Neukölln,Sperrmüll abgelagert,08.02.2023 - 11:52:44,Erledigt,"Thiemannstr. 16
Sperrmüll"
4275414,['y0sr9d'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 11:55:05,Erledigt,Kinderwagen
4275492,['bjpn9d'],Neukölln,Müllablagerung,08.02.2023 - 12:01:48,Erledigt,"Kleintiliger Müll wie Becher und Flaschen auf dem Gehweg, kleine Müllsäcke unter den meisten Bäumen, Papertüten mit kleinteiligem Müll vor Hauseingängen auf dem Gehwegabschnitt 70-120."
4275448,"['3s10jl', 'qyxb7l']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 12:06:21,Erledigt,"2 Balken, 1 Brett"
4275449,['cno0sh'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 12:09:21,Erledigt,Teppich
4275445,['5fyku9'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,08.02.2023 - 12:14:29,Erledigt,Einkaufswagen
4280348,['jvdgqp'],Tempelhof-Schöneberg,Abfall - Müllablagerung,08.02.2023 - 12:16:07,Erledigt,Müllablagerung am Baum und neben dem Fahrradweg siehe Foto Pappkarton Klamotten und sonstiger Müll 
4275653,['ffjym9'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,08.02.2023 - 12:17:25,Erledigt,Kleidung
4280351,['br7cap'],Tempelhof-Schöneberg,Abfall - Müllablagerung,08.02.2023 - 12:28:46,Erledigt,Müllablagerung am Baum neben dem Gehweg siehe Foto Plastikkorb und ein Müllsack mit Hausmüll siehe Foto 
4280355,['umfqbl'],Tempelhof-Schöneberg,Abfall - Müllablagerung,08.02.2023 - 12:31:41,Erledigt,Am Baum steht ein Eimer mit Hausmüll siehe Foto 
4280360,['kwtxxd'],Tempelhof-Schöneberg,Abfall - Sperrmüll,08.02.2023 - 12:37:26,Erledigt,An der Hausmauer steht eine Palette siehe Foto 
4280364,['gh0fsx'],Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,08.02.2023 - 12:39:31,In Bearbeitung,"Absperrungen beiseite geräumt, Radweg durch Abfallcontainer blockiert."
4280372,['qvl7nl'],Tempelhof-Schöneberg,Abfall - Müllablagerung,08.02.2023 - 12:41:53,Erledigt,Am Stromkasten steht ein Müllsack mit Hausmüll siehe Foto 
