item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
furniture,2,79,26101,1141,216,1533
kitchen_utensils,4,10,24061,1726,189,1534
furniture,2,3,11481,969,58,1535
furniture,3,63,1625,375,67,1536
clothes,4,79,10921,64,5,1537
kids,2,38,28404,1995,59,1538
kids,3,4,2046,1683,235,1539
other,1,66,25056,350,24,1540
kids,4,72,16476,944,151,1541
furniture,2,56,29946,1911,19,1542
other,1,38,26151,572,34,1543
clothes,4,67,18203,763,38,1544
other,2,13,10173,769,115,1545
furniture,4,58,16682,365,51,1546
clothes,2,12,26232,682,122,1547
other,4,34,17141,1834,256,1548
clothes,1,65,11060,1031,164,1549
furniture,1,44,20915,432,69,1550
clothes,1,60,17685,1929,154,1551
furniture,4,12,27977,1898,227,1552
kids,1,8,25358,188,0,1553
clothes,1,81,11526,981,176,1554
kitchen_utensils,4,9,31849,1611,16,1555
other,3,57,23888,719,71,1556
kitchen_utensils,2,61,14994,716,114,1557
furniture,3,95,30023,1763,229,1558
furniture,2,29,25279,953,181,1559
clothes,3,94,22878,216,15,1560
other,4,2,344,1665,183,1561
clothes,1,45,27111,1421,142,1562
furniture,3,22,20627,1201,96,1563
kitchen_utensils,2,51,30660,1682,235,1564
furniture,3,79,2957,91,10,1565
other,4,97,8682,716,57,1566
clothes,2,57,31360,833,8,1567
clothes,3,91,1126,1948,214,1568
furniture,1,55,13147,1120,190,1569
clothes,4,89,1986,210,35,1570
kids,2,99,18080,1975,296,1571
kids,2,20,17690,36,1,1572
other,3,94,31055,1677,100,1573
other,3,23,26679,838,25,1574
other,3,92,27949,1095,208,1575
other,4,6,29294,897,89,1576
kids,4,98,15499,427,34,1577
kitchen_utensils,4,91,5984,1018,10,1578
kitchen_utensils,3,15,12443,629,106,1579
other,2,62,16463,1376,151,1580
furniture,4,31,10046,1654,198,1581
other,1,8,16834,1574,110,1582
kitchen_utensils,3,46,4628,1622,129,1583
kids,2,11,28509,102,7,1584
other,2,14,21123,70,1,1585
clothes,1,40,20937,1928,289,1586
clothes,4,40,3592,1170,222,1587
kitchen_utensils,2,3,2730,672,114,1588
other,1,83,21433,1729,207,1589
furniture,4,42,2489,1518,242,1590
kids,4,17,20314,388,31,1591
clothes,2,24,25705,734,124,1592
clothes,4,13,22062,1329,239,1593
furniture,1,41,9199,1175,94,1594
kitchen_utensils,2,94,20057,245,9,1595
kids,1,30,1630,559,78,1596
furniture,3,41,19677,777,31,1597
kids,3,13,11074,417,12,1598
other,2,84,25534,519,62,1599
kitchen_utensils,3,84,14237,988,138,1600
kids,4,5,1482,1930,154,1601
furniture,4,11,14019,1892,359,1602
clothes,4,81,11917,1770,300,1603
kitchen_utensils,3,69,5286,1909,57,1604
kitchen_utensils,4,71,18210,1168,46,1605
clothes,1,47,24302,341,3,1606
clothes,2,86,30511,1500,0,1607
clothes,2,26,3090,276,38,1608
kids,4,91,16521,575,109,1609
other,4,53,13689,1014,141,1610
other,3,74,9793,22,2,1611
kitchen_utensils,2,64,29716,858,145,1612
kids,1,10,21675,1476,280,1613
other,4,27,13284,1283,25,1614
other,2,40,19652,361,64,1615
kids,4,49,8667,719,64,1616
other,1,3,13761,1768,194,1617
kitchen_utensils,2,74,25670,688,27,1618
furniture,2,48,26715,994,69,1619
kitchen_utensils,3,70,82,1632,97,1620
kids,2,74,9145,1695,84,1621
kitchen_utensils,2,54,17815,441,17,1622
clothes,1,64,8754,1616,80,1623
furniture,2,2,25614,907,108,1624
kids,3,76,20691,837,8,1625
clothes,1,96,11216,1823,182,1626
clothes,2,52,25,312,12,1627
other,2,96,4779,53,3,1628
furniture,4,2,25831,387,7,1629
furniture,2,87,17819,793,118,1630
kids,3,83,26527,1601,176,1631
kitchen_utensils,3,78,4223,1353,162,1632
furniture,3,44,18981,307,55,1633
kitchen_utensils,2,40,12203,1271,228,1634
furniture,3,40,13144,347,52,1635
kitchen_utensils,2,60,6239,1559,187,1636
other,4,99,1628,934,37,1637
furniture,4,71,23419,1578,31,1638
clothes,4,69,4507,1032,185,1639
kitchen_utensils,4,92,24484,749,22,1640
clothes,1,54,12156,1859,130,1641
furniture,4,38,29018,753,97,1642
kids,1,69,28230,1498,254,1643
furniture,1,55,21767,959,47,1644
kitchen_utensils,3,78,26678,1355,0,1645
furniture,1,98,19319,1677,184,1646
clothes,1,55,27686,1444,57,1647
kids,3,38,15891,1700,34,1648
clothes,2,57,22531,1223,232,1649
furniture,1,19,30391,1752,175,1650
kids,1,80,25117,1762,35,1651
other,3,85,20744,1719,0,1652
furniture,3,26,30159,609,6,1653
other,1,28,596,1875,206,1654
kitchen_utensils,2,19,13544,1359,231,1655
clothes,4,42,17670,1699,322,1656
furniture,2,66,24469,1454,159,1657
other,1,81,13243,1624,178,1658
clothes,3,65,23235,628,12,1659
kitchen_utensils,4,60,15077,586,93,1660
kitchen_utensils,3,30,31477,1010,101,1661
kitchen_utensils,3,99,843,1766,158,1662
other,4,93,22243,977,156,1663
kids,1,65,3179,43,1,1664
clothes,3,32,18280,1956,58,1665
kids,2,90,2741,671,73,1666
furniture,4,41,23610,1246,99,1667
kitchen_utensils,4,99,24361,866,69,1668
clothes,4,90,10300,1096,87,1669
kitchen_utensils,2,82,20461,1926,134,1670
kids,2,11,9085,299,8,1671
kids,4,89,30139,385,57,1672
furniture,4,32,6313,505,10,1673
kitchen_utensils,4,29,24891,411,57,1674
furniture,4,58,8880,1432,57,1675
kitchen_utensils,3,10,29273,881,132,1676
furniture,3,60,21349,70,5,1677
other,3,1,1012,821,98,1678
kitchen_utensils,3,85,25924,1956,39,1679
clothes,3,98,25648,1525,259,1680
furniture,1,45,17863,1960,98,1681
furniture,4,58,4350,1873,206,1682
kids,1,57,18738,1336,66,1683
kitchen_utensils,4,89,7367,1669,267,1684
other,1,49,26433,402,56,1685
kitchen_utensils,3,80,3997,207,26,1686
kitchen_utensils,2,19,12388,1736,104,1687
kitchen_utensils,3,65,31399,976,165,1688
other,3,64,17518,1312,196,1689
other,4,24,27540,694,48,1690
kids,3,71,20837,1969,275,1691
other,1,81,19166,1017,101,1692
kitchen_utensils,4,16,12009,217,30,1693
clothes,2,44,8487,84,2,1694
other,3,44,25144,1549,61,1695
furniture,3,77,14180,1111,33,1696
furniture,3,8,2454,946,141,1697
clothes,2,78,2552,156,6,1698
furniture,3,50,10110,1655,281,1699
other,1,24,25641,229,20,1700
furniture,4,61,2567,484,29,1701
kitchen_utensils,3,68,9664,688,123,1702
kitchen_utensils,4,56,8587,1251,62,1703
clothes,2,58,21241,174,29,1704
kitchen_utensils,4,22,3275,912,145,1705
clothes,4,48,19651,716,93,1706
kids,1,7,293,1017,40,1707
kids,2,11,13184,1031,72,1708
clothes,3,13,5882,998,149,1709
other,4,92,20578,1915,306,1710
kids,3,23,14127,1296,220,1711
other,4,71,598,1306,26,1712
kitchen_utensils,3,72,23527,488,68,1713
kitchen_utensils,1,20,7338,1494,29,1714
furniture,3,81,1744,1941,155,1715
clothes,4,94,29569,1499,149,1716
clothes,2,27,24565,381,19,1717
kids,2,35,23213,1879,131,1718
clothes,1,50,439,1443,245,1719
furniture,3,25,398,1887,150,1720
kitchen_utensils,1,64,18117,1690,185,1721
other,2,1,18384,1071,128,1722
clothes,3,50,14676,1913,57,1723
clothes,2,19,10952,113,16,1724
other,2,42,29692,298,53,1725
clothes,1,97,2561,117,7,1726
kitchen_utensils,4,43,23173,482,86,1727
kitchen_utensils,4,69,798,805,24,1728
furniture,3,13,10308,1111,211,1729
furniture,1,5,3994,84,11,1730
clothes,1,81,7365,545,32,1731
other,4,78,16182,1731,138,1732
furniture,4,4,6456,1060,116,1733
other,1,15,613,1706,187,1734
furniture,1,26,6649,447,4,1735
furniture,3,88,9981,1664,33,1736
other,3,74,11923,1526,122,1737
other,4,5,20643,1093,10,1738
other,3,97,27828,1765,264,1739
kids,3,38,29417,1026,153,1740
furniture,3,60,30898,854,68,1741
kids,3,20,9049,368,7,1742
kids,1,77,4916,447,17,1743
clothes,4,87,22833,271,10,1744
kids,2,88,15742,1981,99,1745
kitchen_utensils,4,78,4587,759,53,1746
clothes,3,91,48,1210,84,1747
kids,1,56,30590,759,75,1748
furniture,2,94,17029,1959,39,1749
kitchen_utensils,3,42,21417,660,26,1750
clothes,4,7,15607,345,62,1751
furniture,3,93,4854,1812,199,1752
clothes,2,66,15464,931,0,1753
other,4,49,6658,783,148,1754
kitchen_utensils,2,81,15947,1812,54,1755
furniture,1,22,4684,733,36,1756
other,1,54,22976,122,1,1757
other,3,90,2070,1953,234,1758
clothes,4,51,14010,6,0,1759
kids,2,10,26870,1054,137,1760
other,4,37,10995,114,21,1761
other,1,78,29675,773,115,1762
other,4,15,25702,702,98,1763
kids,2,48,26791,1469,264,1764
clothes,2,74,31040,1860,241,1765
furniture,2,39,23539,1499,119,1766
kids,4,22,31299,755,98,1767
clothes,4,8,1024,1435,258,1768
kids,4,67,26082,1729,0,1769
kids,2,17,25190,1842,55,1770
clothes,1,26,28824,1097,120,1771
other,3,58,17087,668,93,1772
other,1,28,17775,565,28,1773
other,4,4,12021,179,30,1774
other,4,82,28351,728,87,1775
kitchen_utensils,4,57,17603,659,72,1776
clothes,2,24,14374,1354,27,1777
clothes,2,91,10385,690,6,1778
other,2,45,11844,1245,224,1779
clothes,2,19,25771,542,0,1780
furniture,1,12,28480,1126,213,1781
kids,2,5,24780,1273,203,1782
kids,1,68,3879,1049,199,1783
clothes,4,9,1670,762,15,1784
furniture,2,10,27036,1178,11,1785
furniture,2,36,30966,181,7,1786
kitchen_utensils,4,12,3955,1367,27,1787
furniture,3,69,14370,1398,111,1788
clothes,3,77,31033,914,45,1789
kitchen_utensils,4,42,13296,603,114,1790
kitchen_utensils,1,54,9395,342,61,1791
furniture,1,10,26326,434,73,1792
kitchen_utensils,1,61,6696,1199,0,1793
clothes,4,58,20809,10,0,1794
clothes,2,23,30992,510,40,1795
other,1,2,6789,652,117,1796
kitchen_utensils,4,21,27842,1640,295,1797
clothes,1,98,16253,408,28,1798
kids,3,92,2936,1174,164,1799
kids,2,35,625,1202,204,1800
clothes,1,98,11157,1429,57,1801
kids,1,58,14174,1632,81,1802
other,1,1,23186,1338,214,1803
kids,3,36,15827,534,90,1804
other,2,19,19884,919,91,1805
kids,4,1,1695,819,98,1806
kids,1,34,2900,1237,24,1807
furniture,4,35,20487,996,119,1808
kitchen_utensils,1,61,544,62,3,1809
other,4,26,20183,871,78,1810
clothes,1,80,6842,401,24,1811
kids,4,14,10042,317,3,1812
kitchen_utensils,3,23,23711,1041,166,1813
kitchen_utensils,4,3,4851,1897,170,1814
kitchen_utensils,2,42,4609,243,19,1815
clothes,4,48,665,913,9,1816
other,2,2,5630,1474,14,1817
furniture,1,91,10999,826,140,1818
kitchen_utensils,2,10,19083,1081,86,1819
other,2,33,11001,77,12,1820
other,2,4,2615,1821,54,1821
clothes,2,34,16720,675,87,1822
kids,3,0,4846,1580,142,1823
furniture,2,81,16328,892,142,1824
kids,3,15,30152,276,44,1825
clothes,2,73,24665,1287,167,1826
other,4,61,12146,98,8,1827
furniture,2,88,22051,116,15,1828
kitchen_utensils,1,1,12646,1393,27,1829
furniture,1,80,6733,1318,65,1830
furniture,1,98,12738,715,28,1831
kids,1,39,28990,1960,39,1832
kitchen_utensils,4,43,4478,1311,117,1833
kids,3,78,21889,637,101,1834
kitchen_utensils,4,19,27284,1374,178,1835
other,2,92,2223,1790,250,1836
kitchen_utensils,2,60,2916,1215,230,1837
clothes,2,21,9556,254,45,1838
other,1,46,1528,395,27,1839
other,3,12,11094,1447,115,1840
other,2,69,19311,1534,260,1841
other,1,58,13590,580,92,1842
clothes,4,73,9803,943,84,1843
furniture,3,46,27265,1565,172,1844
kitchen_utensils,3,76,7766,1693,50,1845
other,2,8,6381,878,17,1846
furniture,2,68,9176,233,16,1847
furniture,4,38,5951,259,33,1848
other,4,49,20011,282,14,1849
kids,4,83,442,942,37,1850
kitchen_utensils,1,70,14438,1736,208,1851
furniture,4,49,14662,706,70,1852
other,3,45,5217,1615,209,1853
kitchen_utensils,4,84,13422,955,95,1854
kids,2,8,4986,515,10,1855
kids,1,32,5261,583,104,1856
kitchen_utensils,2,34,4640,94,4,1857
kitchen_utensils,2,95,9048,1343,40,1858
furniture,3,72,1736,691,62,1859
clothes,4,0,21794,1346,80,1860
kitchen_utensils,2,81,25924,1893,75,1861
kitchen_utensils,2,52,4004,955,95,1862
kitchen_utensils,4,6,8976,1698,152,1863
kitchen_utensils,3,73,19489,537,91,1864
clothes,2,2,17265,624,68,1865
other,1,93,6500,1508,135,1866
furniture,4,21,14795,992,79,1867
kitchen_utensils,1,47,22069,926,157,1868
kids,1,79,25061,1850,129,1869
other,4,76,13006,1541,200,1870
clothes,1,78,14279,465,41,1871
clothes,2,19,22144,1260,214,1872
kids,3,42,20461,1423,42,1873
kids,3,50,22086,1629,162,1874
kids,4,53,9331,289,17,1875
other,1,75,23498,852,153,1876
clothes,3,84,8237,951,66,1877
furniture,1,8,978,1181,35,1878
furniture,2,31,22149,573,68,1879
kitchen_utensils,3,50,20498,701,35,1880
kitchen_utensils,1,45,21540,1887,113,1881
furniture,3,17,7012,1709,187,1882
kids,3,68,3922,1561,93,1883
kids,2,66,11174,79,14,1884
furniture,1,22,5086,740,140,1885
kids,3,82,2533,68,12,1886
clothes,2,81,19155,1922,96,1887
kids,4,13,12773,671,33,1888
furniture,3,22,6934,890,160,1889
furniture,1,67,15957,1450,145,1890
furniture,3,86,5527,1001,70,1891
clothes,3,87,178,873,165,1892
other,2,50,30685,1130,203,1893
other,3,89,7118,1683,302,1894
kitchen_utensils,2,36,10809,694,117,1895
furniture,1,70,2502,288,37,1896
other,2,12,31328,1811,144,1897
furniture,4,13,4058,309,3,1898
kids,3,86,8444,1248,112,1899
kitchen_utensils,2,24,3908,1276,51,1900
clothes,1,59,24900,421,12,1901
kids,2,72,24802,321,3,1902
kitchen_utensils,1,55,10769,208,24,1903
other,4,37,30080,1933,193,1904
kitchen_utensils,4,74,5545,1246,161,1905
other,4,43,161,1295,116,1906
kids,2,99,18975,606,42,1907
other,2,43,8362,1314,236,1908
clothes,2,83,1679,1380,248,1909
other,2,3,30382,1001,0,1910
kitchen_utensils,2,89,169,264,23,1911
furniture,4,58,10915,539,97,1912
kitchen_utensils,3,27,18563,872,78,1913
kids,4,39,1255,901,63,1914
furniture,1,26,3388,187,7,1915
other,3,68,26243,1325,238,1916
kids,4,7,25487,694,76,1917
kitchen_utensils,2,99,10285,185,18,1918
other,4,64,5066,636,76,1919
clothes,3,53,28253,139,8,1920
kitchen_utensils,3,34,15279,1695,101,1921
kitchen_utensils,4,3,22658,1426,185,1922
kids,4,59,21843,1,0,1923
kitchen_utensils,4,77,25026,853,34,1924
kitchen_utensils,2,16,31118,471,75,1925
clothes,1,25,26342,515,92,1926
other,4,15,5204,1965,275,1927
kitchen_utensils,4,17,25043,862,120,1928
furniture,3,95,23366,119,19,1929
kitchen_utensils,1,81,5962,336,53,1930
furniture,3,79,7041,1622,81,1931
furniture,4,61,23569,479,81,1932
other,2,49,22783,1432,257,1933
other,1,46,2792,63,8,1934
furniture,3,73,13268,1153,0,1935
other,3,58,21206,1550,201,1936
kitchen_utensils,1,77,13147,1095,54,1937
kitchen_utensils,4,79,26440,1313,183,1938
other,4,31,23534,354,46,1939
kitchen_utensils,2,6,30026,986,88,1940
clothes,4,52,8666,1255,213,1941
furniture,4,82,1161,1801,90,1942
kitchen_utensils,2,35,29798,1680,235,1943
other,4,86,5041,1133,181,1944
kids,4,62,15756,1699,288,1945
furniture,1,85,788,543,0,1946
kids,1,42,9029,1552,263,1947
kids,2,94,13582,991,178,1948
other,3,35,31733,1965,235,1949
kitchen_utensils,2,53,255,1635,32,1950
other,3,30,5073,1955,58,1951
clothes,3,74,563,1942,58,1952
clothes,1,68,25783,409,44,1953
kids,4,30,4894,1944,38,1954
clothes,3,85,17287,141,25,1955
kids,1,95,8512,503,50,1956
furniture,1,87,28839,484,19,1957
kitchen_utensils,4,9,20110,1638,49,1958
kitchen_utensils,1,18,22595,1332,66,1959
furniture,1,23,14996,17,3,1960
kitchen_utensils,2,80,31138,856,111,1961
other,3,13,25245,771,138,1962
other,4,36,3933,1529,30,1963
kitchen_utensils,2,51,3700,665,59,1964
other,1,15,9003,288,5,1965
furniture,3,78,14470,1450,217,1966
kids,4,21,5653,335,36,1967
kids,3,94,10255,1606,305,1968
kids,3,87,26730,1827,182,1969
kitchen_utensils,1,12,12926,754,143,1970
furniture,1,51,31898,1641,131,1971
kitchen_utensils,2,29,15110,1088,97,1972
kitchen_utensils,4,86,10484,1840,349,1973
clothes,4,56,19863,857,25,1974
kitchen_utensils,1,93,15960,967,164,1975
kids,2,82,16880,320,22,1976
kitchen_utensils,4,23,21744,495,49,1977
clothes,2,61,30400,1409,154,1978
other,3,32,9960,1813,163,1979
kids,4,51,23778,1994,358,1980
kitchen_utensils,1,36,6511,1604,208,1981
clothes,3,99,24242,1285,179,1982
kids,2,87,28252,1499,209,1983
kids,3,56,28827,717,86,1984
kids,3,19,2634,16,0,1985
kitchen_utensils,4,90,3915,1657,198,1986
kitchen_utensils,2,38,3563,196,11,1987
clothes,2,84,22957,936,65,1988
clothes,2,47,16828,778,132,1989
kids,1,6,6707,1331,39,1990
kitchen_utensils,2,17,31232,1139,91,1991
furniture,2,76,12798,319,3,1992
furniture,4,24,22435,1777,337,1993
other,1,13,20621,1131,101,1994
kids,3,88,160,1304,130,1995
other,1,44,26807,1486,267,1996
other,2,40,2740,1958,234,1997
clothes,3,17,25814,1189,214,1998
clothes,1,91,13543,546,76,1999
furniture,2,53,10605,1859,148,2000
furniture,1,77,16122,881,17,2001
furniture,4,89,24761,1081,54,2002
clothes,3,53,31473,679,13,2003
furniture,4,85,31247,359,0,2004
kids,4,43,22694,875,166,2005
furniture,1,53,30295,212,36,2006
clothes,2,43,11768,1608,32,2007
other,3,59,27498,1649,148,2008
kitchen_utensils,4,35,14955,1753,70,2009
clothes,2,36,17566,1613,32,2010
furniture,2,54,25067,1395,111,2011
other,4,60,14641,473,89,2012
other,2,41,9849,581,63,2013
furniture,4,16,19128,1548,278,2014
other,4,44,15805,907,36,2015
furniture,4,2,14260,379,18,2016
furniture,1,40,30357,562,0,2017
other,4,76,20892,1004,120,2018
furniture,2,60,12024,965,96,2019
clothes,1,63,22090,351,0,2020
clothes,2,42,24124,506,65,2021
kitchen_utensils,2,13,6667,154,10,2022
clothes,1,22,5806,1782,106,2023
clothes,1,56,6890,639,121,2024
other,4,16,18647,499,39,2025
kitchen_utensils,3,23,21577,380,34,2026
kitchen_utensils,3,89,25952,174,0,2027
other,1,95,4925,1802,306,2028
furniture,4,15,17780,679,40,2029
other,2,13,17474,1318,26,2030
kids,3,81,7758,70,9,2031
other,2,77,11887,709,113,2032
kids,1,18,857,530,84,2033
other,1,91,26219,1793,268,2034
kitchen_utensils,3,71,30373,202,34,2035
other,1,83,17050,1275,12,2036
clothes,3,35,14262,900,117,2037
clothes,4,64,3659,521,46,2038
clothes,1,16,18444,784,31,2039
kitchen_utensils,4,89,16837,405,40,2040
kids,2,39,30537,97,4,2041
kids,1,53,11324,193,1,2042
kids,1,2,19695,1098,10,2043
clothes,1,58,16477,843,118,2044
furniture,3,15,21925,311,9,2045
kids,2,45,286,297,5,2046
kitchen_utensils,4,66,4022,1856,129,2047
other,3,72,10448,38,4,2048
kitchen_utensils,1,38,18989,945,0,2049
furniture,3,97,5082,1973,355,2050
kitchen_utensils,1,16,1539,503,50,2051
clothes,1,16,16927,958,19,2052
kids,4,86,5547,872,34,2053
clothes,4,40,31853,23,4,2054
clothes,1,59,12775,1916,325,2055
other,3,31,20668,332,33,2056
other,4,91,12887,1413,211,2057
clothes,2,47,9445,1312,196,2058
furniture,4,27,19842,895,44,2059
kitchen_utensils,3,85,4597,1053,115,2060
other,3,85,948,1902,247,2061
other,1,34,14526,345,13,2062
kitchen_utensils,2,4,7113,1958,215,2063
other,3,5,28403,374,44,2064
other,3,51,22408,40,6,2065
kids,4,90,19664,1211,24,2066
other,4,57,1049,249,14,2067
clothes,1,47,21857,386,30,2068
clothes,1,10,1998,891,0,2069
furniture,2,5,9358,383,65,2070
kitchen_utensils,3,85,31301,1286,51,2071
furniture,1,24,22254,1552,186,2072
kids,2,35,1025,1483,133,2073
other,1,66,17833,599,11,2074
clothes,3,87,19350,1885,150,2075
furniture,2,8,28380,278,19,2076
kitchen_utensils,3,92,24339,57,7,2077
kids,4,97,24440,684,34,2078
clothes,2,96,15055,1146,45,2079
furniture,4,61,28917,323,22,2080
furniture,2,21,14154,863,120,2081
kids,1,16,17826,1465,131,2082
other,2,70,4683,1822,291,2083
kitchen_utensils,2,23,29850,1604,32,2084
other,2,68,15191,874,78,2085
kitchen_utensils,3,99,13415,1344,188,2086
clothes,1,91,9838,15,2,2087
furniture,3,42,763,1862,74,2088
kids,2,84,20195,1150,92,2089
furniture,2,57,9510,39,1,2090
furniture,4,79,20730,590,47,2091
clothes,3,84,19950,891,26,2092
furniture,3,64,28686,540,43,2093
kitchen_utensils,3,50,9261,192,36,2094
other,3,19,10155,543,76,2095
furniture,4,37,14873,1021,153,2096
clothes,2,11,11225,716,78,2097
clothes,2,89,15149,756,83,2098
furniture,4,9,4796,1458,218,2099
clothes,1,34,29568,936,65,2100
kids,2,52,22036,128,20,2101
kitchen_utensils,4,53,9434,1800,144,2102
kitchen_utensils,4,1,26567,1168,116,2103
clothes,2,82,6914,872,8,2104
furniture,2,54,30120,1560,124,2105
clothes,2,85,21433,1907,343,2106
other,2,8,16471,1404,210,2107
clothes,2,99,31632,1244,199,2108
other,3,97,2282,323,48,2109
other,1,11,2729,1482,163,2110
furniture,1,20,11832,1787,0,2111
furniture,4,63,15278,942,160,2112
furniture,4,32,8994,76,0,2113
kids,3,73,29738,1429,128,2114
kitchen_utensils,1,82,21959,595,101,2115
furniture,4,65,12036,686,6,2116
other,3,15,9488,770,92,2117
kitchen_utensils,2,23,21070,1767,247,2118
kitchen_utensils,3,77,26718,592,112,2119
other,3,55,474,227,40,2120
furniture,3,57,25639,1503,150,2121
furniture,1,23,9012,833,158,2122
kitchen_utensils,3,28,466,912,63,2123
kids,2,70,11140,67,1,2124
clothes,3,62,25790,976,136,2125
kitchen_utensils,3,30,28677,913,45,2126
furniture,2,52,21428,282,47,2127
other,2,61,26007,572,68,2128
clothes,2,80,26956,1662,216,2129
clothes,4,59,22103,1856,241,2130
other,2,16,25191,1613,48,2131
clothes,1,89,9624,959,163,2132
clothes,4,78,21731,559,33,2133
clothes,4,26,7264,302,18,2134
kids,1,26,1475,99,5,2135
clothes,1,31,25641,501,15,2136
clothes,4,77,5252,360,7,2137
other,2,18,5670,1108,55,2138
kitchen_utensils,2,48,27735,1954,0,2139
other,1,34,4946,1477,147,2140
kitchen_utensils,2,27,7634,1698,118,2141
clothes,2,37,20739,944,47,2142
furniture,3,12,19395,301,24,2143
kids,4,44,31817,1105,132,2144
kids,3,99,20007,173,13,2145
clothes,4,61,17358,914,173,2146
clothes,4,62,6848,147,8,2147
clothes,4,9,18353,1176,129,2148
furniture,2,86,18895,1205,0,2149
kitchen_utensils,1,3,18005,628,106,2150
kitchen_utensils,3,62,9289,166,18,2151
clothes,1,4,24365,698,55,2152
furniture,4,43,29674,703,105,2153
kitchen_utensils,2,71,5561,1008,191,2154
kids,2,59,26795,473,18,2155
furniture,2,96,24824,1228,85,2156
kitchen_utensils,2,25,18357,1156,184,2157
other,1,74,29342,1764,194,2158
other,4,64,29944,1848,258,2159
other,3,1,5235,1134,147,2160
other,4,43,22492,1380,138,2161
clothes,2,38,15591,256,28,2162
kids,3,38,3166,767,0,2163
clothes,1,90,7940,1873,93,2164
furniture,4,2,30426,243,38,2165
kids,3,88,23247,305,0,2166
kids,2,69,6932,871,121,2167
kids,3,71,10923,317,44,2168
other,1,69,29066,1249,224,2169
other,1,37,20477,129,7,2170
kitchen_utensils,2,95,30973,268,5,2171
clothes,4,50,17493,99,16,2172
clothes,1,94,26639,1793,107,2173
other,4,40,356,1323,171,2174
kitchen_utensils,1,87,28037,68,4,2175
kitchen_utensils,2,6,6414,1970,315,2176
kitchen_utensils,3,89,3060,1499,0,2177
kitchen_utensils,4,4,24513,165,1,2178
clothes,2,18,2461,1590,286,2179
kitchen_utensils,4,54,15165,44,2,2180
furniture,3,15,8479,792,126,2181
furniture,4,51,5316,585,105,2182
other,4,73,14582,79,11,2183
furniture,3,77,23282,1714,34,2184
kitchen_utensils,1,91,19412,1642,213,2185
kitchen_utensils,3,20,24315,1504,225,2186
clothes,3,78,21976,334,53,2187
other,1,82,22450,698,97,2188
kids,4,35,14916,392,3,2189
kitchen_utensils,4,39,5431,1133,56,2190
clothes,2,91,10501,813,32,2191
clothes,1,35,12977,730,87,2192
clothes,2,5,20082,1717,326,2193
kitchen_utensils,4,63,18774,1903,19,2194
other,2,73,16513,406,12,2195
furniture,4,62,7895,1372,150,2196
kitchen_utensils,4,98,30820,1706,307,2197
clothes,3,97,16225,1318,26,2198
clothes,2,93,24875,1946,194,2199
kids,1,95,29541,1598,143,2200
furniture,3,28,2015,1549,46,2201
clothes,2,14,10423,323,0,2202
kitchen_utensils,4,78,9555,1283,64,2203
other,4,24,17968,1618,48,2204
clothes,4,79,4858,1676,16,2205
kids,2,79,29496,1517,288,2206
kids,4,60,20316,1280,204,2207
other,2,52,25146,1386,27,2208
kids,2,67,17632,377,49,2209
other,4,21,482,155,10,2210
kids,4,50,23323,93,17,2211
kids,1,45,9195,499,94,2212
kids,4,50,9062,1076,53,2213
clothes,2,69,24702,1989,79,2214
kitchen_utensils,4,94,594,203,14,2215
clothes,2,83,5186,1381,179,2216
furniture,2,15,19076,1083,0,2217
kitchen_utensils,1,5,29672,1345,188,2218
kitchen_utensils,3,80,2941,84,0,2219
furniture,4,22,308,955,85,2220
clothes,2,48,20078,1536,276,2221
other,1,35,18582,1644,16,2222
kitchen_utensils,3,1,9284,615,30,2223
clothes,1,82,7049,1016,172,2224
kitchen_utensils,4,87,7841,329,29,2225
clothes,4,50,22105,1907,209,2226
kitchen_utensils,3,90,9627,538,69,2227
clothes,4,48,29613,1252,162,2228
kitchen_utensils,3,45,27374,88,3,2229
clothes,3,66,15074,239,23,2230
furniture,1,41,10821,1653,132,2231
other,3,66,14228,1043,41,2232
clothes,3,14,5346,353,31,2233
kids,4,74,26497,889,35,2234
clothes,4,26,5330,227,18,2235
kids,1,32,28393,1838,128,2236
furniture,1,91,3571,203,12,2237
clothes,4,59,22281,584,46,2238
clothes,3,32,4255,1446,101,2239
other,4,10,27915,196,19,2240
furniture,4,0,6325,1996,79,2241
kids,1,57,25875,1833,293,2242
kitchen_utensils,1,83,19241,529,100,2243
kitchen_utensils,2,52,11248,1130,90,2244
furniture,1,8,31633,290,43,2245
furniture,3,73,5527,1622,16,2246
other,3,11,14380,698,55,2247
kitchen_utensils,2,97,30195,674,26,2248
clothes,4,92,10036,1072,85,2249
furniture,4,90,13610,53,3,2250
other,1,38,29884,1031,30,2251
furniture,3,38,19707,726,36,2252
kitchen_utensils,2,50,11462,837,0,2253
other,3,51,23295,1015,121,2254
other,3,34,30656,871,43,2255
kitchen_utensils,3,72,24293,639,19,2256
clothes,2,86,29010,505,15,2257
kitchen_utensils,4,96,7341,1274,127,2258
kids,3,49,17854,1921,345,2259
furniture,3,36,2518,24,0,2260
furniture,4,9,12279,1538,123,2261
kids,2,91,11676,1563,0,2262
kids,4,92,6222,1169,11,2263
kitchen_utensils,3,83,26673,1402,56,2264
other,4,31,9721,1943,116,2265
kids,2,93,716,1518,212,2266
clothes,4,88,21130,554,27,2267
kitchen_utensils,3,81,26699,1695,203,2268
clothes,4,29,17765,1495,284,2269
