item_name-item_category,item_condition,item_postcode,item_status,user_lat_lng,userwhochangeditemstatus_id,item_datetime_posted,item_datetimechangeditemstatus,item_id
clothes-man_clothes,medium_conditionbad_condition,12047,not_available,[<shapely.geometry.point.Point object at 0x7fb730791a20>],911,2023-02-21,2023-02-21,379
lighting-lighting,good_condition,10967,not_available,[<shapely.geometry.point.Point object at 0x7fb730791f90>],612,2023-02-19,2023-02-25,380
appliance-blender,medium_conditionbad_condition,10963,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791ff0>],562,2023-02-20,2023-02-25,381
miscelaneaous-books,medium_conditionbad_condition,13509,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792050>],67,2023-02-24,2023-02-26,382
clothes-woman_clothes,medium_conditionbad_condition,13351,not_available,[<shapely.geometry.point.Point object at 0x7fb730791f30>],554,2023-02-25,2023-02-26,383
tech-laptop,good_condition,10119,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792110>],374,2023-02-24,2023-02-26,384
lighting-chandelier,medium_conditionbad_condition,12277,not_available,[<shapely.geometry.point.Point object at 0x7fb730792170>],223,2023-02-20,2023-02-24,385
shoes-manshoes,good_condition,13349,not_available,[<shapely.geometry.point.Point object at 0x7fb730791ed0>],249,2023-02-23,2023-02-24,386
appliance-air_conditioner,good_condition,12524,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792230>],580,2023-02-24,2023-02-25,387
miscelaneaous-plant,good_condition,10629,not_available,[<shapely.geometry.point.Point object at 0x7fb730791f60>],62,2023-02-23,2023-02-24,388
furniture-shoe_rack,medium_conditionbad_condition,12051,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307922f0>],299,2023-02-21,2023-02-25,389
furniture-sofa,good_condition,13435,not_available,[<shapely.geometry.point.Point object at 0x7fb730792350>],706,2023-02-21,2023-02-25,390
furniture-bedside_table,medium_conditionbad_condition,10119,not_available,[<shapely.geometry.point.Point object at 0x7fb730792380>],427,2023-02-24,2023-02-25,391
furniture-table,medium_conditionbad_condition,12435,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792410>],825,2023-02-21,2023-02-22,392
furniture-sofafurniture-armchair,good_condition,13359,not_available,[<shapely.geometry.point.Point object at 0x7fb7307924a0>],608,2023-02-21,2023-02-26,393
appliance-dish_washer,good_condition,13127,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792500>],71,2023-02-19,2023-02-23,394
musical_equipment-contrabass,medium_conditionbad_condition,12623,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792560>],756,2023-02-25,2023-02-26,395
furniture-sofa,medium_conditionbad_condition,14059,not_available,[<shapely.geometry.point.Point object at 0x7fb7307923b0>],282,2023-02-20,2023-02-20,396
clothes-woman_clothes,good_condition,14055,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792620>],841,2023-02-22,2023-02-23,397
furniture-cot,medium_conditionbad_condition,13059,not_available,[<shapely.geometry.point.Point object at 0x7fb730792680>],749,2023-02-25,2023-02-26,398
appliance-sandwich_maker,medium_conditionbad_condition,12681,not_available,[<shapely.geometry.point.Point object at 0x7fb7307926e0>],733,2023-02-23,2023-02-26,399
appliance-clothes_iron,good_condition,13503,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792740>],997,2023-02-20,2023-02-26,400
furniture-table,good_condition,12557,not_available,[<shapely.geometry.point.Point object at 0x7fb7307927a0>],613,2023-02-24,2023-02-24,401
appliance-refrigerator,medium_conditionbad_condition,10405,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791390>],879,2023-02-22,2023-02-25,402
miscelaneaous-bicycle,good_condition,10553,not_available,[<shapely.geometry.point.Point object at 0x7fb7307920e0>],344,2023-02-21,2023-02-23,403
furniture-sofa,good_condition,12685,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307928c0>],987,2023-02-21,2023-02-22,404
tech-laptop,good_condition,10315,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307928f0>],35,2023-02-25,2023-02-26,405
tech-desktop,medium_conditionbad_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb730792980>],300,2023-02-23,2023-02-26,406
tech-laptop,good_condition,12249,not_available,[<shapely.geometry.point.Point object at 0x7fb7307929e0>],369,2023-02-25,2023-02-26,407
musical_equipment-contrabass,good_condition,13587,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307925f0>],118,2023-02-25,2023-02-26,408
tech-laptop,good_condition,13353,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792aa0>],282,2023-02-25,2023-02-26,409
tech-phone,good_condition,13469,not_available,[<shapely.geometry.point.Point object at 0x7fb730791240>],304,2023-02-20,2023-02-25,410
miscelaneaous-books,good_condition,13629,not_available,[<shapely.geometry.point.Point object at 0x7fb730792b60>],80,2023-02-25,2023-02-26,411
appliance-popcorn_maker,good_condition,10407,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792bc0>],757,2023-02-23,2023-02-23,412
miscelaneaous-carpet,medium_conditionbad_condition,12055,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792c20>],52,2023-02-23,2023-02-24,413
tech-phone,good_condition,10119,not_available,[<shapely.geometry.point.Point object at 0x7fb730792c80>],121,2023-02-24,2023-02-25,414
miscelaneaous-bicycle,good_condition,10178,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792ce0>],388,2023-02-23,2023-02-24,415
furniture-sofa,medium_conditionbad_condition,13467,not_available,[<shapely.geometry.point.Point object at 0x7fb730792d40>],194,2023-02-20,2023-02-23,416
clothes-child_jacket,good_condition,14193,not_available,[<shapely.geometry.point.Point object at 0x7fb730792da0>],912,2023-02-20,2023-02-25,417
clothes-woman_jacket,good_condition,12351,not_available,[<shapely.geometry.point.Point object at 0x7fb730792dd0>],189,2023-02-20,2023-02-20,418
clothes-woman_jacket,medium_conditionbad_condition,12207,not_available,[<shapely.geometry.point.Point object at 0x7fb730792e30>],284,2023-02-21,2023-02-22,419
appliance-kettle,medium_conditionbad_condition,12689,not_available,[<shapely.geometry.point.Point object at 0x7fb730792ec0>],716,2023-02-20,2023-02-25,420
appliance-clothes_iron,medium_conditionbad_condition,13509,not_available,[<shapely.geometry.point.Point object at 0x7fb730792f20>],873,2023-02-25,2023-02-26,421
appliance-stove,good_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb730792f80>],312,2023-02-20,2023-02-21,422
furniture-bedside_table,good_condition,10551,not_available,[<shapely.geometry.point.Point object at 0x7fb730792fe0>],326,2023-02-22,2023-02-26,423
tech-laptop,good_condition,13507,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793010>],833,2023-02-22,2023-02-22,424
appliance-sandwich_maker,good_condition,12163,not_available,[<shapely.geometry.point.Point object at 0x7fb7307930a0>],830,2023-02-21,2023-02-26,425
furniture-sofafurniture-armchair,good_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793130>],551,2023-02-20,2023-02-26,426
lighting-lighting,good_condition,12049,not_available,[<shapely.geometry.point.Point object at 0x7fb730792f50>],264,2023-02-20,2023-02-23,427
musical_equipment-piano,good_condition,13407,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307931f0>],193,2023-02-20,2023-02-22,428
tech-keyboard,good_condition,14053,not_available,[<shapely.geometry.point.Point object at 0x7fb730793040>],601,2023-02-21,2023-02-25,429
furniture-shoe_rack,good_condition,12489,not_available,[<shapely.geometry.point.Point object at 0x7fb730791d80>],924,2023-02-22,2023-02-26,430
furniture-rollcontainers,medium_conditionbad_condition,13089,not_available,[<shapely.geometry.point.Point object at 0x7fb730793310>],932,2023-02-20,2023-02-23,431
furniture-cabinet,medium_conditionbad_condition,10777,not_available,[<shapely.geometry.point.Point object at 0x7fb730793070>],789,2023-02-23,2023-02-25,432
appliance-dish_washer,good_condition,12347,not_available,[<shapely.geometry.point.Point object at 0x7fb730793280>],228,2023-02-22,2023-02-24,433
furniture-bed,good_condition,13051,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793430>],946,2023-02-23,2023-02-23,434
miscelaneaous-books,medium_conditionbad_condition,10553,avaliable,[<shapely.geometry.point.Point object at 0x7fb730792530>],347,2023-02-21,2023-02-21,435
appliance-refrigerator,good_condition,12587,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793400>],365,2023-02-23,2023-02-25,436
appliance-vacuum_cleaner,good_condition,13593,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307933d0>],417,2023-02-25,2023-02-25,437
appliance-air_conditioner,medium_conditionbad_condition,10783,not_available,[<shapely.geometry.point.Point object at 0x7fb7307935b0>],755,2023-02-20,2023-02-24,438
miscelaneaous-bicycle,medium_conditionbad_condition,10179,not_available,[<shapely.geometry.point.Point object at 0x7fb730793490>],234,2023-02-21,2023-02-22,439
furniture-bedside_table,medium_conditionbad_condition,10787,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793670>],684,2023-02-23,2023-02-25,440
tech-phone,good_condition,13189,not_available,[<shapely.geometry.point.Point object at 0x7fb7307936d0>],189,2023-02-21,2023-02-23,441
miscelaneaous-ski_skates,medium_conditionbad_condition,14197,not_available,[<shapely.geometry.point.Point object at 0x7fb730793730>],462,2023-02-21,2023-02-23,442
miscelaneaous-ironing_board,medium_conditionbad_condition,12487,not_available,[<shapely.geometry.point.Point object at 0x7fb730793790>],136,2023-02-20,2023-02-24,443
appliance-refrigerator,medium_conditionbad_condition,12305,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793580>],899,2023-02-24,2023-02-24,444
appliance-popcorn_maker,medium_conditionbad_condition,13088,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793850>],188,2023-02-22,2023-02-23,445
tech-keyboard,medium_conditionbad_condition,12555,not_available,[<shapely.geometry.point.Point object at 0x7fb7307938b0>],359,2023-02-20,2023-02-24,446
appliance-pan,medium_conditionbad_condition,10787,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793610>],752,2023-02-20,2023-02-20,447
appliance-blender,medium_conditionbad_condition,13055,not_available,[<shapely.geometry.point.Point object at 0x7fb730793970>],659,2023-02-25,2023-02-26,448
miscelaneaous-plant,good_condition,13435,not_available,[<shapely.geometry.point.Point object at 0x7fb7307939d0>],964,2023-02-22,2023-02-25,449
musical_equipment-guitar,good_condition,12109,not_available,[<shapely.geometry.point.Point object at 0x7fb730793a30>],578,2023-02-22,2023-02-24,450
appliance-stove,medium_conditionbad_condition,10249,not_available,[<shapely.geometry.point.Point object at 0x7fb730793a60>],204,2023-02-22,2023-02-26,451
lighting-lighting,good_condition,10967,not_available,[<shapely.geometry.point.Point object at 0x7fb730793af0>],299,2023-02-24,2023-02-24,452
furniture-table,good_condition,14109,not_available,[<shapely.geometry.point.Point object at 0x7fb730793b50>],922,2023-02-23,2023-02-24,453
furniture-chair,medium_conditionbad_condition,10829,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793bb0>],317,2023-02-21,2023-02-24,454
appliance-extractor_hood,good_condition,13509,not_available,[<shapely.geometry.point.Point object at 0x7fb730793c10>],653,2023-02-22,2023-02-22,455
appliance-blender,medium_conditionbad_condition,10827,not_available,[<shapely.geometry.point.Point object at 0x7fb730793c70>],711,2023-02-21,2023-02-21,456
musical_equipment-contrabass,medium_conditionbad_condition,13409,not_available,[<shapely.geometry.point.Point object at 0x7fb730793cd0>],260,2023-02-21,2023-02-26,457
shoes-woman_shoes,good_condition,13059,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793d30>],96,2023-02-21,2023-02-23,458
tech-keyboard,good_condition,14199,not_available,[<shapely.geometry.point.Point object at 0x7fb730793d60>],705,2023-02-20,2023-02-24,459
shoes-woman_shoes,medium_conditionbad_condition,13435,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793df0>],780,2023-02-21,2023-02-21,460
miscelaneaous-plant,medium_conditionbad_condition,10961,not_available,[<shapely.geometry.point.Point object at 0x7fb730793b20>],612,2023-02-24,2023-02-25,461
miscelaneaous-ski_skates,medium_conditionbad_condition,12351,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793eb0>],926,2023-02-22,2023-02-23,462
furniture-sofa,good_condition,14129,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793e80>],787,2023-02-23,2023-02-25,463
shoes-manshoes,good_condition,10551,avaliable,[<shapely.geometry.point.Point object at 0x7fb730791ae0>],24,2023-02-21,2023-02-22,464
furniture-cabinet,medium_conditionbad_condition,12559,not_available,[<shapely.geometry.point.Point object at 0x7fb730793fa0>],675,2023-02-20,2023-02-22,465
shoes-woman_shoes,good_condition,13089,not_available,[<shapely.geometry.point.Point object at 0x7fb730793fd0>],525,2023-02-21,2023-02-24,466
appliance-air_conditioner,medium_conditionbad_condition,13627,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793a90>],710,2023-02-20,2023-02-25,467
clothes-child_jacket,good_condition,12349,avaliable,[<shapely.geometry.point.Point object at 0x7fb730793f10>],266,2023-02-20,2023-02-23,468
miscelaneaous-plant,medium_conditionbad_condition,12249,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307931c0>],280,2023-02-20,2023-02-26,469
clothes-woman_clothes,good_condition,10827,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307920b0>],686,2023-02-20,2023-02-20,470
clothes-man_clothes,medium_conditionbad_condition,14109,not_available,[<shapely.geometry.point.Point object at 0x7fb730793ee0>],262,2023-02-23,2023-02-25,471
clothes-woman_clothes,good_condition,13439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a42b0>],556,2023-02-20,2023-02-21,472
clothes-woman_jacket,good_condition,13353,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4310>],76,2023-02-20,2023-02-20,473
appliance-air_conditioner,medium_conditionbad_condition,12047,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4370>],875,2023-02-20,2023-02-21,474
tech-desktop,good_condition,13158,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4040>],726,2023-02-21,2023-02-22,475
furniture-bedside_table,good_condition,12169,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4280>],941,2023-02-22,2023-02-23,476
miscelaneaous-ironing_board,good_condition,12309,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4400>],759,2023-02-20,2023-02-22,477
appliance-coffee_machine,good_condition,10623,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a44f0>],145,2023-02-20,2023-02-26,478
furniture-shoe_rack,good_condition,13407,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4550>],827,2023-02-23,2023-02-23,479
furniture-bookcase,good_condition,10319,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a45b0>],413,2023-02-23,2023-02-26,480
miscelaneaous-ski_skates,medium_conditionbad_condition,10715,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4610>],304,2023-02-21,2023-02-24,481
musical_equipment-contrabass,good_condition,12277,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4640>],26,2023-02-22,2023-02-25,482
appliance-kettle,medium_conditionbad_condition,12685,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a46d0>],355,2023-02-22,2023-02-22,483
lighting-lightbulb,medium_conditionbad_condition,10961,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4430>],328,2023-02-22,2023-02-25,484
tech-desktop,good_condition,12489,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4790>],644,2023-02-20,2023-02-21,485
appliance-kettle,good_condition,12347,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4670>],815,2023-02-22,2023-02-22,486
miscelaneaous-roller_skates,medium_conditionbad_condition,13187,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4760>],377,2023-02-25,2023-02-25,487
appliance-air_conditioner,good_condition,12209,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a48b0>],460,2023-02-20,2023-02-22,488
musical_equipment-guitar,good_condition,12205,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4910>],492,2023-02-19,2023-02-22,489
miscelaneaous-ironing_board,good_condition,13089,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4970>],390,2023-02-23,2023-02-23,490
appliance-popcorn_maker,medium_conditionbad_condition,10243,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a49d0>],531,2023-02-20,2023-02-22,491
furniture-sofafurniture-armchair,good_condition,14197,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4a60>],986,2023-02-23,2023-02-23,492
lighting-chandelier,good_condition,14167,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4070>],129,2023-02-20,2023-02-21,493
clothes-woman_clothes,good_condition,12351,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4b20>],941,2023-02-20,2023-02-23,494
appliance-drying_rack,medium_conditionbad_condition,13581,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4b80>],149,2023-02-23,2023-02-26,495
furniture-cot,medium_conditionbad_condition,13407,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4ac0>],44,2023-02-25,2023-02-26,496
appliance-air_conditioner,good_condition,13503,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4c40>],328,2023-02-21,2023-02-24,497
appliance-dish_washer,good_condition,10625,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4ca0>],297,2023-02-22,2023-02-24,498
clothes-woman_clothes,good_condition,10715,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4c10>],493,2023-02-22,2023-02-24,499
furniture-shoe_rack,good_condition,12107,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4d60>],542,2023-02-20,2023-02-23,500
furniture-sofa,medium_conditionbad_condition,12689,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4dc0>],617,2023-02-21,2023-02-26,501
furniture-sofa,good_condition,12526,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4e20>],927,2023-02-21,2023-02-24,502
clothes-woman_jacket,good_condition,12307,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4e80>],571,2023-02-21,2023-02-24,503
appliance-stove,medium_conditionbad_condition,12169,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4ee0>],810,2023-02-23,2023-02-26,504
miscelaneaous-ironing_board,good_condition,10179,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4f40>],230,2023-02-22,2023-02-25,505
musical_equipment-battery,good_condition,13435,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4fa0>],767,2023-02-20,2023-02-26,506
appliance-blender,good_condition,13593,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5000>],985,2023-02-19,2023-02-22,507
furniture-bookcase,good_condition,10625,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5060>],476,2023-02-24,2023-02-25,508
appliance-vacuum_cleaner,medium_conditionbad_condition,12687,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a50c0>],943,2023-02-20,2023-02-26,509
appliance-air_conditioner,good_condition,12207,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4a90>],995,2023-02-22,2023-02-24,510
miscelaneaous-baby_carriage,medium_conditionbad_condition,10717,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5180>],286,2023-02-21,2023-02-24,511
miscelaneaous-baby_carriage,good_condition,13503,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a4d30>],42,2023-02-21,2023-02-22,512
furniture-cot,good_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5240>],10,2023-02-21,2023-02-23,513
appliance-coffee_machine,good_condition,12623,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5120>],636,2023-02-24,2023-02-25,514
shoes-manshoes,medium_conditionbad_condition,13509,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5210>],231,2023-02-23,2023-02-24,515
appliance-drying_rack,good_condition,12047,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5360>],141,2023-02-21,2023-02-21,516
appliance-dish_washer,good_condition,10318,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a53c0>],637,2023-02-21,2023-02-22,517
clothes-woman_jacket,medium_conditionbad_condition,10711,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5420>],137,2023-02-21,2023-02-23,518
clothes-man_jacket,good_condition,12623,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5480>],856,2023-02-20,2023-02-25,519
appliance-coffee_machine,good_condition,10827,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a54e0>],612,2023-02-22,2023-02-23,520
appliance-kettle,medium_conditionbad_condition,13127,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5540>],434,2023-02-22,2023-02-24,521
appliance-dish_washer,good_condition,10439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a55a0>],843,2023-02-19,2023-02-24,522
furniture-table,medium_conditionbad_condition,13129,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5600>],303,2023-02-22,2023-02-25,523
appliance-coffee_machine,medium_conditionbad_condition,10961,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5660>],881,2023-02-20,2023-02-24,524
tech-keyboard,medium_conditionbad_condition,10711,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a56c0>],590,2023-02-23,2023-02-26,525
furniture-cot,medium_conditionbad_condition,12105,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5720>],346,2023-02-20,2023-02-25,526
furniture-cabinet,good_condition,13439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5300>],421,2023-02-21,2023-02-22,527
lighting-lighting,good_condition,10437,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a57e0>],662,2023-02-23,2023-02-25,528
appliance-drying_rack,medium_conditionbad_condition,13353,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5840>],539,2023-02-24,2023-02-26,529
appliance-vacuum_cleaner,good_condition,14197,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a58a0>],364,2023-02-25,2023-02-26,530
tech-desktop,good_condition,12305,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5900>],33,2023-02-21,2023-02-24,531
appliance-washing_machine,medium_conditionbad_condition,12439,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5960>],648,2023-02-22,2023-02-24,532
appliance-drying_rack,good_condition,13589,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a59c0>],462,2023-02-24,2023-02-25,533
appliance-sandwich_maker,medium_conditionbad_condition,12057,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5a20>],981,2023-02-24,2023-02-24,534
appliance-pan,medium_conditionbad_condition,13403,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5a80>],275,2023-02-24,2023-02-25,535
appliance-air_conditioner,good_condition,12357,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5ae0>],219,2023-02-21,2023-02-26,536
tech-laptop,good_condition,12355,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5b10>],89,2023-02-24,2023-02-24,537
miscelaneaous-baby_carriage,good_condition,12163,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5ba0>],433,2023-02-21,2023-02-23,538
appliance-coffee_machine,good_condition,12357,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5c00>],314,2023-02-21,2023-02-23,539
furniture-chair,good_condition,12527,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5c60>],28,2023-02-21,2023-02-21,540
miscelaneaous-ironing_board,medium_conditionbad_condition,12683,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5cc0>],534,2023-02-21,2023-02-25,541
lighting-chandelier,medium_conditionbad_condition,12057,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5d20>],336,2023-02-22,2023-02-23,542
appliance-vacuum_cleaner,good_condition,12161,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5a50>],456,2023-02-24,2023-02-25,543
clothes-child_jacket,medium_conditionbad_condition,12207,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a52d0>],282,2023-02-22,2023-02-22,544
miscelaneaous-roller_skates,medium_conditionbad_condition,13158,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5e40>],395,2023-02-21,2023-02-22,545
miscelaneaous-plant,good_condition,12167,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5ea0>],833,2023-02-19,2023-02-24,546
furniture-mirror,medium_conditionbad_condition,10119,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5f00>],24,2023-02-20,2023-02-24,547
miscelaneaous-plant,medium_conditionbad_condition,10409,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a5f60>],939,2023-02-22,2023-02-26,548
tech-phone,medium_conditionbad_condition,10559,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5fc0>],262,2023-02-23,2023-02-23,549
appliance-sandwich_maker,medium_conditionbad_condition,13627,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5ff0>],667,2023-02-20,2023-02-21,550
appliance-vacuum_cleaner,medium_conditionbad_condition,12205,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6080>],909,2023-02-23,2023-02-25,551
musical_equipment-piano,medium_conditionbad_condition,12107,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5b40>],795,2023-02-21,2023-02-26,552
appliance-coffee_machine,medium_conditionbad_condition,12489,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6050>],751,2023-02-21,2023-02-24,553
furniture-rollcontainers,good_condition,12589,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a61a0>],80,2023-02-25,2023-02-26,554
miscelaneaous-picture_frame,good_condition,10179,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a5150>],730,2023-02-22,2023-02-26,555
furniture-cot,medium_conditionbad_condition,14089,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6260>],691,2023-02-24,2023-02-26,556
miscelaneaous-ironing_board,medium_conditionbad_condition,13597,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a62c0>],814,2023-02-26,2023-02-26,557
furniture-sofa,medium_conditionbad_condition,13159,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a62f0>],487,2023-02-20,2023-02-23,558
appliance-heater,medium_conditionbad_condition,10789,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6110>],936,2023-02-23,2023-02-23,559
appliance-kettle,medium_conditionbad_condition,12679,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a63e0>],385,2023-02-22,2023-02-25,560
clothes-man_clothes,good_condition,10783,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6140>],758,2023-02-21,2023-02-24,561
furniture-bed,medium_conditionbad_condition,12099,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a64a0>],285,2023-02-21,2023-02-24,562
appliance-coffee_machine,medium_conditionbad_condition,12207,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6500>],702,2023-02-22,2023-02-26,563
miscelaneaous-ski_skates,medium_conditionbad_condition,13403,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6350>],65,2023-02-25,2023-02-25,564
tech-phone,medium_conditionbad_condition,10825,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6380>],457,2023-02-22,2023-02-23,565
furniture-sofafurniture-armchair,good_condition,10829,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6650>],978,2023-02-23,2023-02-23,566
miscelaneaous-carpet,good_condition,10317,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a40a0>],569,2023-02-26,2023-02-26,567
tech-desktop,medium_conditionbad_condition,10249,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6680>],132,2023-02-20,2023-02-26,568
furniture-bookcase,medium_conditionbad_condition,12359,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6770>],861,2023-02-22,2023-02-26,569
