item_id,item_condition,item_postcode,item_lat,item_lng,item_status,searched_item_postcode,item_datetime_posted,item_datetimechangeditemstatus,n_stars,user_looker_id,user_looker_lat,user_looker_lng,item_category,item_name,searched_item_name,searched_item_category
470,2,14050,5.252.495.889,1.349.576.341,not_available,12489,2023-03-06,2023-03-17,4,621,5.253.681.993,1.335.146.048,clothes,child_clothes,shoes,child_shoes
1160,2,14053,5.245.805.004,1.326.969.396,not_available,12205,2023-02-19,2023-03-07,4,1062,5.253.203.765,13.294.794,furniture,desk,furniture,shoe_rack
823,3,14167,5.252.754.908,1.337.051.915,avaliable,12165,2023-03-08,2023-03-16,4,1291,5.239.936.591,1.333.022.982,furniture,trolley,appliance,dish_washer
1106,1,10435,5.251.015.685,1.338.428.038,not_available,12167,2023-03-02,2023-03-07,3,1227,5.253.934.242,1.328.241.994,furniture,cabinet,clothes,child_jacket
235,3,14059,5.250.473.896,1.356.613.503,avaliable,12047,2023-03-14,2023-03-18,4,267,525.065.644,1.337.725.714,appliance,coffee_machine,furniture,cot
990,2,12629,5.244.434.839,1.341.464.372,not_available,10969,2023-02-24,2023-02-28,3,1143,5.249.296.487,1.329.737.556,furniture,bed,miscelaneaous,carpet
185,2,12157,5.243.660.352,1.332.831.462,not_available,13585,2023-03-03,2023-03-04,2,789,5.253.583.145,1.357.666.942,miscelaneaous,books,miscelaneaous,frame
769,1,10629,5.252.332.734,1.331.369.125,avaliable,12203,2023-03-17,2023-03-19,2,1406,5.251.138.754,1.356.162.991,furniture,trolley,clothes,man_clothes
352,2,10365,5.249.857.675,1.332.543.546,not_available,12049,2023-02-19,2023-03-06,5,620,5.252.987.353,1.343.316.089,furniture,desk,appliance,pan
262,1,12439,5.249.914.508,1.336.280.782,avaliable,13353,2023-03-01,2023-03-10,3,292,5.258.953.922,135.269.814,appliance,popcorn_maker,shoes,child_shoes
1405,1,10969,5.250.550.926,1.326.638.292,not_available,10405,2023-02-23,2023-03-18,5,400,525.465.472,1.339.713.584,appliance,extractor_hood,miscelaneaous,carpet
436,3,12247,5.246.561.891,1.332.801.343,not_available,12439,2023-02-25,2023-03-17,2,1059,5.259.706.089,1.334.828.776,miscelaneaous,books,tech,laptop
837,3,13159,5.249.841.987,1.342.112.764,avaliable,10243,2023-03-08,2023-03-12,1,181,5.245.721.334,1.337.931.118,shoes,man_shoes,appliance,air_conditioner
304,2,14197,5.250.659.147,1.351.317.761,avaliable,13156,2023-02-26,2023-03-02,2,243,5.240.984.642,133.818.161,furniture,sofa,shoes,child_shoes
97,1,13587,5.247.046.585,1.357.471.463,avaliable,12103,2023-03-01,2023-03-10,1,526,5.245.001.478,1.335.663.799,shoes,child_shoes,appliance,pan
605,1,10785,5.244.674.347,1.340.352.989,not_available,10789,2023-02-28,2023-03-17,5,1005,5.242.988.274,1.351.255.032,tech,phone,appliance,stove
881,2,13359,5.254.017.943,1.346.027.235,avaliable,12099,2023-02-19,2023-03-11,4,35,5.246.572.896,1.334.093.095,musical_equipment,sound_amplifier,furniture,cabinet
1189,2,13127,5.250.879.441,1.340.599.355,avaliable,12249,2023-02-27,2023-03-05,2,612,5.257.869.006,1.342.063.405,furniture,mirror,miscelaneaous,purse
1178,3,14059,52.412.525,1.332.388.811,not_available,10783,2023-02-17,2023-03-10,1,874,5.247.373.815,1.338.740.747,furniture,shelf,appliance,air_conditioner
229,1,12459,5.254.269.007,1.336.068.412,avaliable,12053,2023-03-03,2023-03-16,4,1498,5.243.954.844,1.332.581.411,tech,laptop,appliance,coffee_machine
423,3,12681,5.245.518.653,1.341.826.684,avaliable,12359,2023-03-15,2023-03-17,2,1407,5.250.674.067,1.330.966.292,miscelaneaous,frame,musical_equipment,contrabass
1000,2,13051,5.257.390.007,1.335.074.302,not_available,10967,2023-02-26,2023-03-12,5,622,5.250.093.877,1.340.789.042,musical_equipment,guitar,miscelaneaous,roller_skates
1339,1,13407,5.243.191.556,1.334.772.349,not_available,13437,2023-03-02,2023-03-11,1,131,5.254.231.707,1.343.610.328,furniture,shoe_rack,tech,keyboard
979,3,13465,5.251.095.599,1.355.328.499,not_available,10719,2023-03-04,2023-03-12,3,1232,5.250.584.757,1.342.356.832,appliance,washing_machine,shoes,woman_shoes
544,2,12359,5.251.582.368,1.319.994.462,not_available,12157,2023-03-08,2023-03-14,1,905,5.252.537.866,1.356.996.103,furniture,bookcase,miscelaneaous,purse
1193,3,12689,5.251.140.706,1.332.610.912,avaliable,13059,2023-02-21,2023-03-14,3,127,5.259.990.845,1.342.571.004,clothes,man_clothes,miscelaneaous,bicycle
1202,1,13509,525.131.648,1.327.736.274,avaliable,12623,2023-02-20,2023-03-02,4,1461,5.257.694.811,1.341.365.536,appliance,washing_machine,tech,phone
1074,1,13187,5.250.709.513,1.333.273.013,avaliable,10551,2023-02-21,2023-02-24,5,437,5.252.017.485,1.338.489.915,miscelaneaous,suitcase,appliance,drying_rack
1373,2,12167,5.252.942.861,133.779.797,not_available,10559,2023-03-01,2023-03-12,5,1180,5.250.767.076,1.342.783.261,furniture,bedside_table,furniture,trolley
164,1,12524,5.251.938.855,1.337.752.135,avaliable,10367,2023-02-23,2023-03-13,3,828,5.245.885.405,1.337.752.135,appliance,popcorn_maker,kids,baby_carriage
1268,2,14193,5.243.677.678,1.344.377.305,avaliable,14052,2023-02-28,2023-03-11,3,1311,52.454.468,1.344.817.013,appliance,popcorn_maker,furniture,armchair
880,3,14195,5.258.623.194,1.349.527.723,avaliable,12435,2023-02-28,2023-03-10,1,411,525.296.076,1.349.360.138,musical_equipment,battery,clothes,woman_clothes
1155,1,10969,5.249.596.341,1.334.054.375,not_available,12683,2023-02-21,2023-03-10,2,33,5.261.859.411,1.329.320.931,clothes,child_clothes,miscelaneaous,board
122,2,10785,5.258.798.055,1.328.089.055,not_available,12347,2023-02-27,2023-03-12,3,1380,5.251.156.637,1.352.811.113,appliance,air_conditioner,furniture,wardrobe
80,3,10713,5.250.583.665,1.340.007.279,avaliable,13627,2023-03-05,2023-03-11,4,1047,5.255.108.675,1.317.489.452,miscelaneaous,shopping_venture,lighting,chandelier
430,3,13349,524.996.004,1.330.570.157,avaliable,12205,2023-02-18,2023-03-05,3,379,5.246.493.662,1.334.385.076,miscelaneaous,board,shoes,child_shoes
1144,2,13437,5.245.667.508,1.339.209.606,not_available,10557,2023-02-21,2023-03-11,4,644,5.255.052.077,1.330.218.077,appliance,heater,appliance,clothes_iron
1254,1,10437,5.251.070.032,1.362.888.881,avaliable,12689,2023-03-01,2023-03-15,1,551,5.250.301.969,1.348.292.472,home,mattress,kids,baby_carriage
450,2,12101,5.251.883.251,1.343.804.739,not_available,10319,2023-02-22,2023-02-27,4,38,5.247.046.646,1.347.424.345,appliance,sandwich_maker,appliance,drying_rack
603,3,10557,5.251.583.122,1.341.454.747,not_available,10369,2023-03-07,2023-03-11,2,30,5.251.314.695,134.274.667,miscelaneaous,frame,miscelaneaous,suitcase
1032,2,12163,5.254.079.767,1.347.158.879,not_available,12161,2023-02-27,2023-03-08,2,18,5.251.829.372,1.338.267.712,furniture,shelf,clothes,woman_jacket
111,3,12353,5.253.417.948,1.331.445.041,avaliable,14059,2023-03-11,2023-03-11,2,683,52.432.103,1.332.552.833,miscelaneaous,board,miscelaneaous,books
597,2,10785,5.254.574.272,1.347.704.369,avaliable,12043,2023-03-11,2023-03-15,4,132,5.244.419.849,1.350.543.058,appliance,refrigerator,appliance,sandwich_maker
52,1,13051,525.604.061,1.346.610.578,not_available,10823,2023-02-21,2023-02-23,2,1418,5.259.543.083,1.342.959.067,furniture,shelf,appliance,heater
800,2,12305,5.248.572.175,1.333.183.798,not_available,12103,2023-03-04,2023-03-14,4,493,5.249.787.268,1.348.553.559,kids,baby_carriage,tech,laptop
739,1,10179,5.251.047.603,1.341.788.882,not_available,10967,2023-02-25,2023-03-07,2,121,5.245.736.953,1.327.935.977,furniture,rollcontainers,furniture,chair
1415,3,13355,5.252.367.499,1.347.033.889,avaliable,13055,2023-02-25,2023-03-04,2,1451,5.252.230.911,1.340.028.232,miscelaneaous,carpet,miscelaneaous,purse
322,1,12355,5.249.935.409,1.336.186.011,not_available,13581,2023-02-25,2023-03-15,5,184,5.251.153.121,1.333.144.393,shoes,man_shoes,appliance,stove
373,2,13595,5.250.329.016,1.333.203.601,not_available,10961,2023-02-26,2023-03-14,2,594,525.370.303,1.350.804.272,tech,phone,miscelaneaous,purse
828,1,12487,5.252.459.333,1.348.579.202,avaliable,10245,2023-03-10,2023-03-18,5,1400,5.255.850.703,1.358.308.838,furniture,mirror,kids,baby_carriage
407,1,13353,5.256.491.158,1.357.069.555,avaliable,10779,2023-02-23,2023-03-17,3,49,5.256.799.401,1.334.879.379,clothes,child_clothes,appliance,clothes_iron
1169,3,13593,5.250.455.968,1.343.786.063,not_available,13589,2023-02-23,2023-03-06,2,661,5.248.442.925,1.355.803.233,clothes,woman_clothes,miscelaneaous,shopping_venture
1176,3,14109,5.247.953.977,1.346.484.097,avaliable,10779,2023-03-16,2023-03-18,5,422,5.257.734.081,1.357.782.421,furniture,bed,furniture,desk
540,3,13086,525.534.275,134.065.982,not_available,13055,2023-02-28,2023-03-18,4,563,5.244.961.383,1.340.068.412,appliance,blender,home,mattress
1142,1,13189,5.247.902.882,1.330.792.781,avaliable,12679,2023-02-19,2023-03-17,2,1250,5.254.949.653,1.323.657.117,furniture,table,clothes,man_clothes
884,3,10405,5.239.141.872,1.334.782.349,avaliable,10367,2023-02-27,2023-03-14,4,48,5.244.061.838,1.322.380.733,miscelaneaous,suitcase,miscelaneaous,ironing_board
439,3,12309,524.982.864,1.342.209.391,avaliable,10369,2023-02-19,2023-03-05,1,1258,5.256.461.151,1.326.650.475,tech,desktop,clothes,woman_clothes
131,1,12683,5.252.759.063,1.332.625.312,avaliable,10623,2023-02-23,2023-02-26,1,1432,524.513.178,1.318.726.507,shoes,child_shoes,musical_equipment,piano
1272,1,12353,52.489.569,1.331.516.869,not_available,13589,2023-03-07,2023-03-17,5,1228,525.799.824,1.338.911.875,shoes,man_shoes,appliance,drying_rack
449,3,10553,5.243.028.573,1.338.379.102,avaliable,10629,2023-02-20,2023-02-20,2,669,5.252.776.273,1.337.726.107,miscelaneaous,books,furniture,cot
343,2,13353,5.251.617.866,1.345.372.859,avaliable,10315,2023-02-21,2023-03-05,2,878,525.955.747,1.344.690.395,miscelaneaous,carpet,miscelaneaous,board
740,3,12683,5.243.927.952,1.343.621.004,avaliable,12689,2023-02-20,2023-03-18,2,183,5.253.770.648,1.339.443.787,tech,keyboard,musical_equipment,contrabass
555,2,12169,5.254.718.916,1.346.733.525,not_available,13505,2023-03-07,2023-03-18,2,360,5.252.542.344,1.336.825.168,miscelaneaous,purse,furniture,trolley
521,3,12689,5.248.557.597,133.771.303,avaliable,13357,2023-03-01,2023-03-15,4,305,5.254.425.256,1.351.002.855,musical_equipment,contrabass,shoes,child_shoes
1337,3,10711,5.260.526.102,134.037.139,not_available,13437,2023-02-27,2023-03-11,3,104,5.253.099.467,1.338.443.215,appliance,coffee_machine,appliance,vacuum_cleaner
645,3,12203,5.247.078.981,1.356.102.023,avaliable,13595,2023-02-23,2023-02-23,4,263,5.249.969.897,1.342.202.599,tech,laptop,furniture,bedside_table
1085,2,10997,524.903.956,1.319.867.703,avaliable,13187,2023-02-26,2023-03-04,4,971,5.242.886.546,1.343.288.352,appliance,air_conditioner,appliance,extractor_hood
426,3,10587,5.252.111.679,1.330.191.213,not_available,13435,2023-03-06,2023-03-15,1,126,5.243.697.443,1.346.138.709,appliance,pan,musical_equipment,guitar
973,1,12629,5.258.523.184,1.342.764.091,avaliable,12305,2023-03-09,2023-03-15,3,802,5.252.687.663,1.356.935.802,miscelaneaous,picture_frame,appliance,kettle
1066,3,12205,5.251.387.686,1.330.601.721,avaliable,10318,2023-02-23,2023-03-13,1,1129,5.251.885.234,1.329.535.754,miscelaneaous,ironing_board,shoes,man_shoes
1065,1,14109,5.247.982.411,1.335.348.114,not_available,13599,2023-03-07,2023-03-19,5,385,5.245.261.618,133.819.707,miscelaneaous,books,appliance,blender
763,2,12099,5.251.610.233,1.336.920.456,avaliable,13189,2023-03-11,2023-03-12,4,106,5.250.140.992,1.352.138.458,furniture,sofa,tech,desktop
1054,2,13088,5.249.125.046,1.328.377.263,not_available,12589,2023-02-27,2023-03-08,2,66,5.249.951.724,1.331.402.489,furniture,cabinet,lighting,lighting
834,3,10315,5.257.543.649,1.319.072.951,not_available,14055,2023-02-22,2023-02-24,4,439,5.252.845.391,1.335.901.932,musical_equipment,battery,home,carpet
1295,3,12687,5.260.548.561,1.331.199.389,not_available,12619,2023-03-02,2023-03-11,3,1127,5.251.728.837,1.337.326.068,furniture,armchair,miscelaneaous,board
354,2,12589,5.245.786.408,1.337.657.526,avaliable,12157,2023-02-25,2023-03-10,4,1420,5.251.169.486,133.552.103,appliance,clothes_iron,appliance,blender
934,3,12557,5.257.430.915,1.337.840.534,avaliable,10783,2023-02-26,2023-02-28,2,1377,52.533.799,1.334.302.627,appliance,vacuum_cleaner,lighting,lightbulb
881,1,13189,52.409.766,1.359.186.941,avaliable,12205,2023-03-08,2023-03-09,3,564,5.252.459.333,1.345.419.066,lighting,lightbulb,musical_equipment,guitar
815,1,10709,5.252.017.485,1.328.576.766,not_available,14053,2023-03-04,2023-03-15,5,436,5.256.287.775,1.333.412.148,clothes,child_jacket,appliance,extractor_hood
1444,1,13509,5.254.137.262,1.335.197.458,avaliable,12459,2023-03-02,2023-03-07,1,874,5.242.646.196,1.332.831.681,appliance,refrigerator,appliance,heater
72,3,12359,5.261.404.688,1.356.566.499,avaliable,14197,2023-03-17,2023-03-18,4,1499,5.256.089.852,1.348.543.642,lighting,lightbulb,appliance,washing_machine
1226,1,12203,5.251.512.276,1.332.392.016,avaliable,12043,2023-02-19,2023-03-05,2,1078,5.243.995.086,1.339.519.243,tech,keyboard,miscelaneaous,ski_skates
1140,2,12359,5.248.154.594,1.333.876.205,not_available,12489,2023-03-11,2023-03-17,3,973,5.259.483.732,1.330.732.632,miscelaneaous,books,furniture,shelf
226,1,12526,5.251.356.282,1.332.035.088,avaliable,12209,2023-02-20,2023-03-18,3,851,5.252.879.893,1.330.371.532,appliance,stove,tech,laptop
491,3,12526,5.251.179.079,1.331.403.993,not_available,10827,2023-02-20,2023-03-11,2,246,5.242.429.257,1.334.340.179,shoes,man_shoes,furniture,armchair
602,2,12683,5.249.807.258,1.333.860.987,avaliable,13467,2023-03-02,2023-03-06,2,1002,5.260.875.928,1.341.249.553,tech,desktop,shoes,woman_shoes
1286,2,10407,524.383.264,1.330.293.005,avaliable,10711,2023-03-02,2023-03-13,4,1184,5.250.855.118,1.319.737.786,appliance,sandwich_maker,kids,baby_carriage
251,3,10625,5.246.173.528,1.335.500.986,not_available,12099,2023-02-22,2023-02-28,2,1423,524.515.702,1.348.014.761,musical_equipment,sound_amplifier,tech,phone
1140,2,14059,5.247.746.084,1.335.770.343,avaliable,13189,2023-02-19,2023-03-11,1,539,5.250.359.363,1.322.696.238,miscelaneaous,suitcase,miscelaneaous,frame
1327,3,12165,52.534.764,1.344.865.011,not_available,10435,2023-02-22,2023-03-16,3,1003,5.252.332.734,1.339.009.166,musical_equipment,battery,appliance,blender
1019,2,10967,5.256.409.392,1.332.208.602,avaliable,12589,2023-03-04,2023-03-15,3,617,5.251.472.276,1.352.351.807,miscelaneaous,plant,clothes,child_clothes
1112,2,13127,5.253.969.728,1.342.416.536,not_available,12559,2023-02-18,2023-02-27,5,1240,5.252.898.123,1.314.168.251,miscelaneaous,ski_skates,appliance,popcorn_maker
77,1,14057,5.248.949.106,1.334.620.182,not_available,14052,2023-02-25,2023-03-06,2,706,5.253.303.802,1.347.717.245,appliance,sandwich_maker,furniture,trolley
1276,3,12309,5.255.302.078,1.350.474.158,avaliable,10969,2023-02-24,2023-03-19,2,176,5.247.769.015,1.360.705.006,furniture,chair,furniture,bookcase
306,1,12103,5.247.746.084,1.337.923.161,not_available,12277,2023-02-24,2023-03-05,3,290,5.253.948.708,133.062.012,shoes,man_shoes,furniture,shelf
1118,1,12059,5.248.531.922,1.343.712.554,avaliable,12621,2023-02-20,2023-03-06,5,1174,5.249.324.927,1.331.326.995,furniture,mirror,musical_equipment,contrabass
93,1,10589,5.252.600.785,1.344.434.085,avaliable,10318,2023-03-03,2023-03-07,2,487,5.245.573.062,1.340.907.684,appliance,blender,miscelaneaous,shopping_venture
2,1,10967,5.247.876.309,1.344.225.232,not_available,10961,2023-03-05,2023-03-09,4,1090,5.241.656.171,1.353.860.396,tech,keyboard,home,carpet
316,2,12203,5.246.894.782,1.336.500.498,not_available,12103,2023-02-28,2023-03-05,5,361,525.524.461,1.341.537.892,clothes,child_clothes,appliance,air_conditioner
552,1,10119,5.246.636.423,1.331.127.631,not_available,14053,2023-02-19,2023-02-22,4,1276,5.256.777.517,1.334.759.624,miscelaneaous,picture_frame,furniture,table
1443,1,10623,5.254.127.559,1.333.934.775,avaliable,12109,2023-02-19,2023-02-20,3,845,5.255.714.102,1.331.100.513,appliance,dish_washer,clothes,child_jacket
416,1,12683,5.253.618.964,1.343.886.066,not_available,10435,2023-03-13,2023-03-14,1,268,526.006.161,1.344.994.255,appliance,drying_rack,lighting,lighting
1196,2,12685,525.217.364,1.322.852.285,not_available,14197,2023-02-20,2023-02-28,3,734,5.251.093.307,1.360.369.644,miscelaneaous,board,miscelaneaous,suitcase
1236,1,13583,5.241.365.089,1.339.585.879,avaliable,12105,2023-03-12,2023-03-13,3,199,5.248.669.197,1.335.737.127,miscelaneaous,books,tech,laptop
382,1,12049,5.241.257.227,1.343.766.227,not_available,13587,2023-02-17,2023-03-15,5,1042,5.254.852.005,1.344.522.324,appliance,clothes_iron,furniture,cabinet
44,2,13503,5.253.057.703,1.336.990.544,not_available,10551,2023-02-23,2023-03-12,1,1096,5.251.327.828,1.353.937.873,appliance,kettle,appliance,blender
954,2,12679,5.257.585.475,1.327.345.688,not_available,10829,2023-02-24,2023-03-03,5,457,5.244.563.951,133.594.003,miscelaneaous,frame,tech,keyboard
533,1,13349,5.252.911.777,1.342.832.095,not_available,12057,2023-03-12,2023-03-16,4,565,5.244.842.429,1.358.365.509,furniture,bookcase,appliance,drying_rack
141,1,14195,5.254.962.354,1.328.729.532,avaliable,12165,2023-03-11,2023-03-13,5,146,5.254.682.249,1.332.608.369,appliance,heater,musical_equipment,battery
732,2,10829,5.245.258.487,1.320.644.804,not_available,14089,2023-03-02,2023-03-14,1,1290,5.244.086.134,1.338.877.436,lighting,chandelier,miscelaneaous,suitcase
1154,2,13599,5.243.680.941,1.329.669.328,not_available,12247,2023-02-23,2023-03-02,5,656,5.253.799.017,1.359.892.867,appliance,extractor_hood,miscelaneaous,frame
1265,2,14163,5.242.672.121,1.334.052.705,not_available,10969,2023-03-01,2023-03-17,5,1241,5.253.795.755,1.331.639.644,musical_equipment,piano,furniture,chair
912,2,14167,5.260.455.728,1.335.204.316,avaliable,10709,2023-03-04,2023-03-14,1,110,5.242.550.259,1.341.249.553,appliance,extractor_hood,musical_equipment,piano
148,3,12687,5.254.130.154,1.334.080.368,avaliable,13125,2023-02-26,2023-03-13,5,1010,5.257.985.728,1.331.869.955,lighting,lighting,furniture,cabinet
1051,2,10317,5.247.774.042,1.326.941.275,not_available,12679,2023-03-06,2023-03-14,5,167,5.251.832.536,1.336.193.199,clothes,child_jacket,appliance,kettle
276,1,10318,5.245.431.963,134.118.064,avaliable,13347,2023-02-21,2023-03-14,4,1441,5.257.170.897,1.330.783.577,musical_equipment,battery,shoes,woman_shoes
1006,2,10249,5.250.244.806,1.338.489.915,not_available,13505,2023-03-11,2023-03-15,2,1460,524.992.144,1.336.525.815,kids,stroller,appliance,heater
1181,2,13595,5.254.867.537,1.338.106.565,not_available,12355,2023-03-11,2023-03-14,1,1377,524.715.412,1.335.158.885,shoes,woman_shoes,miscelaneaous,picture_frame
819,2,12681,5.249.931.519,1.338.352.807,not_available,10437,2023-03-01,2023-03-02,3,1118,5.252.725.172,1.331.207.724,miscelaneaous,picture_frame,furniture,cupboard
679,1,12101,5.250.509.928,1.336.198.201,avaliable,10365,2023-02-19,2023-03-17,2,1459,5.251.423.682,1.331.150.682,shoes,woman_shoes,appliance,dish_washer
298,3,12526,525.673.496,1.354.721.907,avaliable,10823,2023-02-17,2023-02-22,4,210,5.241.863.358,1.332.921.833,appliance,air_conditioner,clothes,child_jacket
1239,3,10119,5.256.538.485,1.328.335.256,avaliable,12055,2023-03-02,2023-03-05,3,262,5.248.917.317,1.333.263.831,furniture,shelf,miscelaneaous,bicycle
71,3,10825,5.254.845.094,1.328.226.619,not_available,10557,2023-03-02,2023-03-12,3,1097,5.243.927.952,1.334.316.556,musical_equipment,contrabass,appliance,dish_washer
509,2,12109,5.256.162.779,1.331.728.116,not_available,12459,2023-03-03,2023-03-15,4,1054,5.258.387.114,1.338.549.196,musical_equipment,contrabass,appliance,drying_rack
1033,3,13127,5.256.194.375,1.341.289.934,not_available,13585,2023-02-19,2023-02-19,5,1267,5.242.725.425,1.333.380.974,miscelaneaous,board,shoes,woman_shoes
1104,3,10777,5.247.520.192,1.334.156.532,avaliable,12205,2023-02-25,2023-02-27,2,329,5.255.510.781,1.332.098.283,clothes,man_jacket,lighting,chandelier
963,3,13129,5.254.902.721,1.341.592.992,not_available,10709,2023-03-11,2023-03-18,2,676,5.249.669.234,1.357.666.942,miscelaneaous,books,furniture,table
1465,1,13055,5.248.860.152,133.969.782,not_available,12305,2023-02-23,2023-02-27,4,408,5.242.845.958,1.344.338.258,musical_equipment,piano,appliance,extractor_hood
1125,1,10789,5.250.491.261,1.334.851.902,avaliable,12555,2023-02-19,2023-02-22,3,1470,5.252.395.331,1.338.586.758,miscelaneaous,picture_frame,furniture,cot
905,3,12685,5.254.971.168,1.354.698.437,avaliable,12559,2023-02-24,2023-03-09,2,880,5.246.238.818,1.332.314.189,tech,desktop,appliance,clothes_iron
1209,3,12103,5.259.478.823,1.348.059.043,not_available,10627,2023-02-23,2023-02-28,4,999,5.246.451.464,1.338.934.847,miscelaneaous,carpet,appliance,drying_rack
866,2,10369,5.249.751.598,1.342.612.443,not_available,12683,2023-02-17,2023-02-23,3,236,5.249.912.849,1.317.430.652,appliance,coffee_machine,miscelaneaous,frame
153,1,12627,5.253.491.083,1.338.533.092,not_available,13359,2023-02-21,2023-03-09,4,157,5.253.920.809,1.341.836.779,furniture,table,appliance,washing_machine
28,3,10827,525.056.962,1.346.257.137,not_available,14167,2023-03-09,2023-03-16,4,1126,5.257.006.258,1.343.869.542,furniture,cot,furniture,bookcase
511,1,12101,5.256.777.517,1.349.316.029,not_available,10709,2023-02-22,2023-02-27,1,1031,5.247.231.971,1.334.772.349,lighting,chandelier,clothes,woman_jacket
376,3,12045,5.255.740.316,1.351.920.751,not_available,12159,2023-03-05,2023-03-14,5,1086,5.248.186.428,1.358.739.331,lighting,chandelier,furniture,cot
983,1,14055,5.256.927.169,1.331.079.301,not_available,13585,2023-02-26,2023-03-11,4,842,5.254.948.539,1.343.384.281,miscelaneaous,purse,furniture,chair
1028,1,12679,5.249.298.978,1.337.749.566,not_available,12439,2023-03-04,2023-03-05,3,752,5.252.319.037,1.349.945.292,furniture,desk,miscelaneaous,ski_skates
616,2,12309,5.254.644.554,132.001,not_available,13593,2023-03-05,2023-03-16,2,1087,5.253.301.711,1.332.748.998,appliance,blender,furniture,rollcontainers
917,2,13593,524.441.729,1.341.238.118,not_available,13503,2023-02-23,2023-03-12,5,849,5.256.839.333,133.413.303,miscelaneaous,bicycle,miscelaneaous,ironing_board
1164,1,13057,5.251.508.855,1.349.786.613,avaliable,13469,2023-02-17,2023-03-06,5,1115,5.250.836.553,1.319.682.618,kids,baby_carriage,lighting,chandelier
1452,3,13349,5.254.650.541,1.333.575.273,avaliable,13129,2023-02-24,2023-03-05,2,729,5.252.855.419,1.341.515.451,miscelaneaous,carpet,miscelaneaous,picture_frame
214,3,13465,5.253.928.626,1.339.554.999,avaliable,14167,2023-03-07,2023-03-15,3,914,5.242.460.177,1.344.371.963,clothes,child_clothes,furniture,table
1288,2,10559,5.253.191.272,1.317.656.202,avaliable,12555,2023-02-26,2023-03-13,5,1187,524.670.939,1.346.540.278,appliance,drying_rack,home,mattress
375,1,13158,5.251.555.747,1.332.098.283,avaliable,13053,2023-03-16,2023-03-18,1,272,5.251.632.075,135.262.058,appliance,blender,furniture,shoe_rack
821,1,12247,5.244.489.888,1.340.022.311,avaliable,14129,2023-03-14,2023-03-16,1,437,5.252.910.004,1.346.649.757,appliance,blender,kids,baby_carriage
439,1,12623,5.249.777.612,1.349.522.531,not_available,12679,2023-02-21,2023-03-12,5,654,5.242.428.545,1.339.157.212,appliance,popcorn_maker,musical_equipment,piano
161,3,10789,5.255.549.708,1.335.848.914,avaliable,13351,2023-02-23,2023-03-07,5,119,5.247.115.633,1.330.738.905,musical_equipment,battery,miscelaneaous,ski_skates
1106,1,12055,5.259.914.015,1.335.520.954,avaliable,10779,2023-02-28,2023-03-15,3,1332,5.252.687.663,1.356.427.142,kids,stroller,appliance,dish_washer
220,2,13089,5.253.191.272,1.348.994.727,not_available,13627,2023-02-19,2023-03-14,1,539,5.247.893.431,1.332.532.538,kids,stroller,furniture,wardrobe
324,3,12623,5.248.824.263,1.333.943.139,not_available,12101,2023-02-21,2023-03-06,3,311,5.250.279.215,1.337.680.948,appliance,popcorn_maker,miscelaneaous,ironing_board
377,1,14129,5.243.083.057,1.324.756.604,avaliable,10587,2023-02-25,2023-03-09,2,672,5.245.963.926,1.349.013.221,miscelaneaous,board,shoes,woman_shoes
156,2,13189,5.253.455.078,1.341.963.634,not_available,13509,2023-02-18,2023-02-23,1,1484,5.242.748.152,1.341.867.295,tech,desktop,furniture,desk
1169,3,10963,5.254.311.252,1.359.195.107,not_available,12527,2023-02-25,2023-03-14,2,1272,5.246.409.958,1.328.108.192,musical_equipment,sound_amplifier,appliance,stove
1027,3,10999,5.243.702.357,1.341.459.975,not_available,10711,2023-02-25,2023-03-13,5,618,525.354.009,134.265.308,appliance,pan,home,mattress
82,3,12099,525.465.299,1.350.435.965,not_available,13351,2023-02-26,2023-03-15,1,1108,5.252.615.736,1.348.470.792,furniture,rollcontainers,appliance,dish_washer
22,2,10409,5.248.723.836,132.528.763,not_available,10715,2023-02-27,2023-03-11,3,73,5.248.511.634,1.349.669.624,appliance,coffee_machine,furniture,mirror
952,2,13435,5.243.681.343,1.344.162.321,not_available,10559,2023-02-23,2023-03-19,4,427,5.249.989.017,1.325.306.653,appliance,coffee_machine,home,mattress
860,1,13357,5.254.652.411,1.341.712.346,not_available,10623,2023-02-24,2023-03-18,3,180,5.243.272.084,1.323.301.921,miscelaneaous,ski_skates,furniture,shelf
124,1,12049,5.252.744.117,1.340.798.451,avaliable,10318,2023-02-19,2023-03-17,3,1456,5.250.191.888,1.332.088.756,furniture,bedside_table,tech,desktop
966,2,12205,5.252.453.981,1.336.048.712,not_available,10585,2023-02-23,2023-03-18,4,218,5.248.188.827,1.342.634.795,furniture,desk,furniture,cupboard
707,3,10715,5.253.454.382,1.329.417.528,not_available,10437,2023-03-10,2023-03-17,2,528,5.258.443.029,1.334.056.195,miscelaneaous,ski_skates,appliance,vacuum_cleaner
145,3,10999,524.822.194,1.319.285.484,not_available,12279,2023-02-18,2023-03-11,4,1454,5.260.762.676,1.329.313.271,musical_equipment,battery,furniture,cabinet
34,3,12051,5.258.732.304,1.331.857.699,not_available,13465,2023-02-25,2023-03-16,4,734,5.259.934.415,1.340.370.059,appliance,kettle,miscelaneaous,suitcase
1492,1,12685,525.231.228,1.334.418.768,avaliable,13055,2023-02-27,2023-03-13,5,1269,5.253.230.585,1.338.417.318,miscelaneaous,ironing_board,appliance,air_conditioner
