item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
5,3,28438,29,1725,258,0
5,1,25379,44,1859,130,0
1,2,1582,99,1515,166,1
3,4,22319,58,433,4,1
2,1,6423,21,1217,36,1
1,4,26835,69,741,96,0
2,4,31390,42,1330,53,1
4,1,22071,65,1269,50,1
2,3,31938,18,1300,156,1
5,1,2231,40,418,8,0
5,1,13836,79,1212,193,1
3,2,20500,24,1641,295,0
5,1,9559,81,739,125,0
1,2,20293,94,202,22,1
4,4,10014,88,1292,219,0
2,3,322,46,348,59,1
2,1,5199,86,1569,172,1
4,1,22528,8,81,0,1
5,4,10117,1,1183,0,0
4,2,2499,27,1286,38,0
4,4,29116,44,1438,28,0
1,4,21371,57,873,165,1
3,4,30947,87,1314,118,1
3,2,21866,52,1957,58,1
3,3,24167,68,483,14,0
3,3,20756,13,1769,336,0
1,2,9891,38,925,27,0
3,2,30835,2,1344,241,1
2,1,22798,84,335,56,1
2,2,13808,4,1685,33,0
3,1,10816,81,778,7,0
3,3,16516,66,40,0,0
3,1,21666,0,137,21,1
5,1,10885,27,1801,72,0
3,3,19339,28,811,24,0
2,3,29474,80,1052,31,1
1,2,18410,26,72,4,1
4,1,5047,72,1637,16,1
4,2,17341,32,1788,196,0
3,2,3791,96,1791,107,1
3,3,1753,61,1469,73,0
3,3,13154,49,379,11,1
2,1,29551,4,1582,284,0
3,2,25311,59,1809,144,1
3,4,2769,38,1414,155,1
1,4,7021,62,634,120,0
2,4,28498,18,1498,104,1
4,1,25687,99,1881,18,1
1,3,17773,97,1893,132,0
2,2,29657,7,1466,87,1
5,1,7574,75,1781,249,0
5,1,7110,87,640,70,1
4,1,31726,67,437,43,1
4,2,24053,52,1929,192,0
1,4,13292,75,1408,126,0
5,2,15457,30,478,28,0
3,4,18581,5,1730,173,1
3,1,7352,9,1383,82,1
1,4,16873,7,801,48,1
5,2,337,70,1365,191,0
1,2,23917,44,645,58,0
3,1,15872,58,1270,38,0
4,4,5800,15,950,66,0
2,1,1833,29,1385,235,1
1,3,4821,84,774,54,0
1,1,30340,55,724,43,0
5,2,16568,75,338,47,1
1,1,14205,36,1280,243,0
2,2,18023,28,1841,147,1
1,1,13254,43,190,0,1
3,3,23115,71,1267,202,1
3,1,31819,32,139,2,1
3,1,11103,14,1078,86,1
3,4,9123,98,1782,35,0
4,2,14168,92,687,116,1
4,4,20323,99,1141,205,0
3,3,10426,20,1380,55,0
1,1,13326,41,618,98,0
2,3,4394,90,469,89,1
1,3,2412,16,45,6,0
5,4,15794,76,1884,263,1
4,2,1791,99,1630,146,1
3,3,10238,15,42,3,1
2,3,18352,7,548,49,1
1,4,21646,18,1521,15,1
3,3,23037,64,1824,310,0
4,1,15622,70,737,7,0
2,1,31593,70,1919,153,1
3,3,22354,98,1452,72,0
3,2,31229,19,469,14,0
3,2,3191,65,201,10,1
5,4,11020,77,1295,194,0
2,4,4626,88,1660,199,1
1,3,25546,38,876,70,0
2,1,2367,77,1696,322,0
1,3,21680,63,1312,118,1
3,2,15766,62,608,30,1
2,1,30568,34,1617,210,0
2,4,25667,92,1153,92,1
2,4,5212,66,1962,137,1
2,1,31906,81,1452,72,1
1,1,20875,12,1707,119,0
3,1,19392,12,263,18,0
1,3,1477,27,1907,190,0
1,2,6439,81,1680,84,0
4,4,15010,36,875,70,1
5,3,12850,30,1033,175,0
1,1,20719,54,1367,95,1
1,3,14634,53,1038,103,0
1,1,31606,19,875,78,1
1,3,23657,35,127,16,1
2,4,12631,0,1196,191,1
4,4,15000,37,725,116,0
1,4,21995,73,641,108,1
2,4,12967,79,1038,155,1
2,1,5629,48,1491,89,1
1,1,29142,82,1368,150,1
2,4,11891,65,1964,314,0
3,4,20359,61,1123,0,1
3,1,30252,7,1025,184,1
5,2,3183,18,1008,40,1
2,2,10876,80,1580,47,0
3,2,9139,73,1349,229,1
5,3,1505,40,794,95,1
5,3,29526,72,1055,189,1
3,4,25141,74,1507,105,1
3,2,23361,57,1182,59,1
3,1,9142,14,70,7,1
2,4,16907,64,888,71,0
3,3,31829,60,430,47,1
4,2,28504,89,656,0,1
5,1,8672,10,389,15,1
3,4,20329,25,1517,182,0
2,2,16417,27,893,169,1
3,4,16461,57,104,13,1
3,4,27855,97,456,9,1
3,1,10546,74,611,103,0
3,4,29676,9,483,4,0
1,1,23610,22,1308,143,1
5,2,12851,50,39,5,1
5,4,25381,77,1099,0,1
4,3,4622,75,882,167,1
5,2,14598,68,1373,68,1
1,4,16640,66,1172,46,0
4,1,15609,79,111,5,1
1,3,1450,79,871,0,1
5,4,20706,1,336,43,0
4,1,25860,59,409,32,1
1,1,1567,97,1242,86,0
4,1,15222,50,1808,90,0
3,1,26624,68,1498,74,0
1,3,24862,48,1931,270,0
3,3,22333,16,735,0,1
5,2,10,65,184,25,1
1,1,8863,84,1476,73,1
3,2,11076,90,1421,213,0
3,1,17228,63,1184,142,1
5,3,20489,62,1027,154,0
5,3,28390,17,980,147,0
2,1,25798,18,1792,250,1
5,1,18798,14,1292,155,0
1,1,22562,42,1774,88,0
5,3,23413,8,570,68,0
4,3,4685,86,1065,74,0
4,4,20363,29,609,54,0
4,2,24253,2,1899,170,1
2,4,5415,14,1354,27,0
1,1,21234,3,842,159,0
4,4,7648,70,1510,60,1
2,4,30362,71,499,79,1
4,1,21305,62,764,22,0
3,2,1203,67,1170,58,0
1,4,3351,67,420,75,1
5,3,23273,25,847,0,0
2,4,1360,1,1699,271,0
4,4,30487,21,0,0,0
4,1,2904,3,239,19,1
3,3,24626,33,229,16,0
3,2,14390,72,1770,70,0
1,2,26902,51,1963,196,1
2,4,411,70,1189,154,0
3,1,16268,63,276,22,0
3,3,1326,32,199,27,0
4,1,23289,51,1378,151,0
2,3,29640,80,211,37,0
3,1,30771,76,382,68,1
5,1,7651,88,787,39,0
2,3,17501,66,1467,0,0
4,4,7567,78,1002,80,0
4,4,6037,31,1064,117,0
2,4,8421,99,635,101,1
1,2,29156,81,1301,169,0
5,3,29728,18,646,25,1
3,3,17974,39,528,26,0
5,2,729,42,1617,145,1
1,1,31304,75,992,119,1
1,1,6425,69,391,74,1
4,1,27510,25,888,150,1
1,4,20197,86,197,33,0
2,1,21989,89,1668,216,0
3,4,26807,88,145,24,1
4,4,24090,6,1850,314,0
5,3,31026,69,220,4,1
2,2,9393,5,619,111,1
3,1,9717,79,706,84,1
2,1,15661,47,959,182,1
4,2,27564,77,880,88,0
5,4,5180,90,183,25,0
5,3,3675,72,410,8,0
2,4,17841,74,1003,90,0
4,4,6735,84,368,55,0
2,2,6814,62,351,63,0
1,3,12161,86,491,39,1
4,1,1049,33,129,20,1
3,4,9818,12,620,117,1
2,1,22765,79,764,114,1
5,4,31127,3,1834,256,0
1,1,16313,41,926,138,0
4,2,28290,26,620,117,1
1,3,16720,98,1136,56,0
5,4,28090,90,1684,16,0
1,3,11967,63,1540,277,1
3,4,18854,49,684,47,1
3,1,27035,82,796,87,1
1,3,19417,18,502,15,1
3,3,29064,67,143,1,1
3,3,22941,97,476,4,0
4,3,7629,66,772,23,1
2,2,29459,67,486,34,0
2,2,4353,76,305,15,0
4,4,6442,93,786,15,0
2,1,1022,39,1092,141,1
4,1,25706,90,61,6,1
5,4,6632,56,1432,171,0
1,3,19855,35,233,37,1
4,3,13866,10,1115,0,0
3,1,20965,90,1690,84,1
4,1,7220,99,821,8,0
4,4,7035,49,1955,254,1
1,4,15300,44,712,35,1
4,4,21212,81,1216,170,1
2,3,20820,64,1151,57,1
4,3,28372,98,1913,344,0
2,3,20729,68,472,61,0
3,3,5233,10,131,1,0
4,3,29087,41,1298,246,1
2,3,10356,13,1691,169,1
5,1,10862,60,920,174,0
3,1,25554,4,341,51,1
5,3,28156,59,781,140,1
4,3,31496,64,801,104,0
3,1,10470,51,1575,189,1
1,4,12759,59,106,18,1
4,1,2492,42,41,0,1
5,1,20546,95,252,2,0
1,1,12047,20,1879,75,1
5,1,17763,45,1600,176,1
5,3,4254,14,714,0,1
4,4,22634,12,1286,102,0
4,2,20981,83,1009,171,0
1,1,19494,84,724,130,1
2,4,5062,65,1568,47,0
5,2,26820,73,1807,90,0
4,4,28813,59,87,6,0
5,2,4698,2,133,9,0
1,3,8744,60,1630,48,1
2,3,30039,96,672,26,0
4,3,4288,96,1318,52,1
4,2,8902,28,141,21,0
2,1,10029,12,778,38,1
2,4,30391,91,713,114,0
1,1,9625,66,1230,123,1
2,2,8391,32,1557,233,1
2,1,8,82,1783,249,1
3,4,11984,55,1140,171,1
3,1,18610,48,918,110,1
1,4,26109,18,1491,193,1
1,2,20228,59,1217,194,1
1,1,29330,16,192,26,1
5,4,26504,71,1726,310,0
4,1,1856,56,1578,252,1
1,1,776,57,330,3,0
3,4,3020,28,1845,166,1
3,4,26793,7,970,0,1
4,2,7654,61,1448,188,1
1,2,12999,37,1061,180,0
1,2,27928,22,974,97,1
3,4,31639,24,516,77,1
3,3,18469,64,275,46,0
5,1,10686,3,1124,0,1
3,2,8643,41,261,26,0
2,3,9912,69,1139,0,0
3,1,14687,20,1332,119,0
4,2,11250,62,1084,21,1
2,3,10206,15,1144,148,0
2,1,573,60,1261,113,1
1,4,304,85,1066,106,0
4,1,18136,14,967,164,0
3,3,27580,2,1521,212,0
4,2,9954,61,984,78,1
3,4,20702,96,1000,100,1
1,1,20784,98,1505,15,1
5,1,7548,87,523,78,0
4,1,20329,34,520,41,0
2,2,10689,19,1300,234,1
1,1,22438,14,49,3,1
1,1,23882,97,145,27,0
2,1,4343,75,1966,334,0
1,2,7459,50,1375,110,0
2,1,28830,35,1280,153,0
5,3,31080,78,467,9,0
5,1,26556,20,1307,182,1
3,3,3224,30,8,0,0
3,1,23808,95,1463,277,1
1,2,29860,47,230,32,0
3,1,12045,69,78,4,1
4,4,31591,67,1862,18,1
3,3,9243,25,1789,322,1
5,4,4443,81,1330,159,1
2,2,16182,10,1055,116,1
2,4,3262,30,1631,212,0
2,1,25398,26,1822,145,0
1,3,7087,95,577,92,1
1,3,7355,94,1620,129,0
3,2,14940,57,95,0,0
5,1,14111,10,50,3,1
5,1,7804,45,1257,25,1
4,1,22199,39,177,31,0
4,4,21893,0,1303,234,0
2,2,9899,70,1064,95,0
2,1,15543,37,1889,226,1
3,4,13058,43,450,76,0
2,3,24750,72,803,96,1
2,3,17048,90,500,85,1
4,3,8218,88,1755,70,1
5,1,9928,22,879,131,1
5,4,25912,41,780,7,1
2,2,20144,6,1029,154,0
5,1,3853,62,1309,117,0
3,2,16719,59,1870,336,0
4,2,8414,82,768,30,1
2,4,2927,35,408,48,0
3,1,10842,52,1433,229,1
1,4,20326,33,1971,59,1
5,3,20175,10,1486,104,0
2,3,7534,42,388,3,0
4,1,23615,11,1914,191,1
2,3,25809,72,1775,71,0
1,1,9890,30,677,33,0
2,1,12083,20,103,1,1
4,2,11097,38,658,6,1
1,4,6617,17,751,82,1
1,1,25247,13,1666,99,0
3,3,2609,47,110,16,0
5,2,31652,37,1519,30,0
2,2,14912,71,1651,132,0
5,4,13235,17,249,37,0
3,3,21114,67,1689,202,1
2,2,21331,77,1528,76,0
4,3,7545,35,1815,18,1
2,2,23807,28,14,1,1
4,1,14481,26,1096,32,0
4,3,7249,46,1589,15,1
3,2,18040,8,132,0,1
3,3,31195,23,909,163,0
2,1,26162,55,267,32,1
2,3,14473,31,1099,65,0
4,4,13451,95,1903,342,1
2,4,1132,25,544,10,0
2,3,27348,14,670,87,1
3,4,17960,99,276,16,0
5,2,10444,87,331,29,0
4,1,2771,28,1600,64,1
5,1,31937,34,105,17,1
5,4,17941,83,1916,229,0
3,1,9409,63,1964,314,0
2,1,23507,51,1575,141,1
4,3,404,70,860,0,1
4,1,8498,67,1638,278,1
2,1,20508,97,329,0,0
1,2,15501,76,1599,303,0
3,3,638,19,1960,19,0
2,4,548,25,1658,82,0
1,4,13356,74,733,95,0
1,4,26250,50,184,1,0
1,1,3343,91,899,125,1
5,2,22132,23,1099,131,0
5,2,8118,96,1129,169,0
1,2,27223,13,1445,28,0
1,2,30641,13,1000,180,0
1,1,6425,72,1342,40,1
5,4,31044,12,1865,279,1
3,1,10360,14,1324,185,1
4,3,19370,84,1250,25,0
2,1,27952,48,442,79,1
3,2,1854,72,273,8,1
2,4,16980,84,912,72,1
1,3,22484,91,864,17,0
4,3,4754,21,825,115,1
5,4,15559,11,1486,237,1
3,2,19478,37,81,12,1
1,1,18700,45,1790,107,1
3,2,19187,47,934,37,1
2,4,28135,1,533,15,0
4,4,3416,99,1697,322,0
1,3,8264,93,1426,199,1
1,2,2088,90,1945,136,0
2,4,20596,9,1734,294,0
2,3,5933,55,161,12,0
3,4,7878,95,1267,202,1
1,2,15429,62,1464,161,1
3,3,27934,20,350,52,1
3,3,9283,55,418,75,0
2,3,27935,60,1491,238,1
2,3,16852,97,1878,206,0
1,3,27874,36,1184,130,0
1,2,29006,19,48,4,1
4,4,19114,88,466,41,0
2,2,17618,99,936,37,0
5,3,26367,50,744,66,0
5,4,23970,37,579,40,1
2,3,22526,93,284,39,1
4,2,29597,32,1784,53,1
5,3,12572,39,1841,239,0
2,3,21520,81,1702,136,1
5,3,30714,36,1261,12,1
1,3,11375,98,109,2,0
3,2,4994,70,250,40,0
4,2,7826,19,25,2,1
4,2,14632,88,211,21,1
2,1,23849,22,1904,133,1
4,4,21584,5,794,55,1
4,1,10136,56,1752,297,1
5,4,31387,32,570,79,1
4,4,25499,38,493,69,1
4,2,20167,87,1020,102,1
1,4,29005,29,1029,82,0
1,4,16614,3,1719,171,1
4,1,19001,30,300,45,1
2,2,16235,99,1620,307,1
3,3,30185,16,1642,65,0
4,3,14076,56,409,8,1
2,2,30905,97,1554,0,0
5,2,2977,96,1200,108,1
4,1,27277,56,365,47,1
1,1,25335,53,531,47,0
4,2,16589,26,927,74,0
5,1,14916,59,1910,19,1
5,3,5675,90,518,82,0
2,1,7104,50,811,72,0
4,1,26081,73,1938,310,0
2,4,23325,25,1440,158,0
1,2,16976,79,1924,288,1
1,1,13454,13,1662,182,0
1,3,21819,22,80,1,1
2,2,7282,22,512,81,1
1,4,21392,10,916,18,1
5,1,17580,93,1544,293,1
1,4,1427,58,307,6,0
5,1,10342,76,268,50,0
1,1,31035,84,1933,251,0
1,2,19372,76,1246,37,1
4,2,14936,52,341,3,1
2,2,20731,92,261,23,0
4,1,2368,59,26,4,0
2,4,14306,37,220,17,1
1,1,454,67,1720,275,1
2,4,15261,17,1318,131,0
1,3,19147,23,150,12,1
4,3,21838,23,1747,34,0
4,4,6616,76,1642,82,1
1,4,26942,30,1991,318,1
4,3,24669,45,55,8,1
1,3,4607,63,1537,138,1
1,2,12578,46,1779,53,1
5,4,11932,52,1710,324,1
1,4,15840,81,1455,116,1
5,4,24384,85,36,6,0
3,1,6169,99,1111,66,0
3,1,21385,87,1659,99,1
5,3,16690,70,1081,162,0
3,4,5158,51,483,0,1
1,1,18560,40,481,19,1
5,3,29623,98,1696,118,1
5,3,7080,97,1371,150,0
1,1,16209,54,1790,17,0
5,3,18711,36,1193,202,0
2,2,31200,18,745,29,0
5,2,15065,79,1634,179,1
2,4,1000,3,89,4,1
1,4,10251,73,1559,15,1
5,3,26260,32,841,126,1
3,2,3204,81,1991,19,0
5,1,29091,50,1055,31,0
1,1,24198,41,124,8,0
4,3,17675,78,563,22,1
1,3,28511,62,1173,105,0
1,2,16934,18,1461,116,1
5,4,20336,13,1605,0,0
3,3,20161,26,1741,121,0
1,2,13935,46,1123,134,0
1,4,2770,87,1540,246,0
3,2,22014,0,1919,76,1
4,1,2140,39,1491,283,1
5,3,7851,2,243,24,1
2,3,29141,45,1099,175,0
3,1,21756,4,1413,98,1
1,2,13049,65,1915,306,1
3,1,31556,62,71,5,1
5,2,2909,32,734,110,0
5,4,29726,21,1703,119,1
3,3,30267,77,43,0,1
2,3,16973,9,541,97,0
1,1,2905,28,1472,0,1
4,1,25597,80,1642,279,0
1,4,19462,1,1320,13,1
3,2,14327,40,234,14,0
5,4,20456,66,700,28,0
4,3,12870,42,1833,329,1
2,3,16071,17,1341,67,1
4,1,31332,40,577,80,1
2,2,409,26,849,16,1
5,1,29970,42,347,45,1
2,4,585,17,839,109,1
3,3,24808,0,1834,36,0
4,2,8403,6,283,16,0
4,2,25883,86,30,1,0
1,1,4408,35,957,95,0
5,4,18746,58,724,94,0
4,1,12223,48,289,49,0
3,3,3714,14,234,21,0
2,3,1004,59,1368,109,1
5,4,27848,90,1403,112,0
5,2,24805,61,1439,43,0
5,2,13738,59,1692,236,1
1,3,9501,69,348,0,1
4,1,16142,59,37,5,1
2,1,8853,27,39,6,1
1,2,11098,44,1777,0,0
5,1,3979,78,1398,209,1
1,1,11047,38,584,52,1
5,1,19031,58,1827,164,1
3,3,15452,33,1766,17,0
4,2,19272,6,1266,164,1
3,2,10524,22,502,5,1
5,1,14484,74,1078,118,0
5,3,17199,76,1705,289,1
2,1,28705,73,489,44,0
2,1,1004,70,737,44,0
5,1,3290,20,1008,141,0
2,1,10292,7,1231,221,1
4,2,15559,94,99,8,0
4,3,1849,46,396,31,0
3,1,18352,99,119,3,1
5,4,5227,69,1956,254,0
5,3,16145,38,1122,179,0
4,4,7951,3,271,16,0
4,4,18789,72,1380,165,0
5,2,23116,3,389,58,0
5,3,6561,97,168,20,0
4,1,15210,5,38,6,0
4,4,7980,70,840,58,0
1,4,16973,38,340,40,0
2,2,22573,21,1866,149,1
4,4,19167,9,1533,229,1
1,2,159,27,282,2,1
5,1,12517,24,1925,96,1
4,2,12145,41,1643,246,0
5,2,25726,61,1423,56,1
5,3,19895,17,1168,81,0
2,3,18305,50,374,67,0
3,4,20819,14,1072,96,0
3,4,24821,4,759,45,1
1,2,21716,48,507,25,0
1,2,5434,59,262,41,0
2,3,21273,14,975,9,1
2,4,24059,2,1706,221,1
1,2,21479,79,1780,124,0
1,4,3649,62,1794,304,1
1,4,16178,66,650,65,0
4,2,4991,0,654,26,0
2,4,314,48,1605,48,0
4,4,20068,57,1115,78,1
4,3,9817,99,502,15,0
2,2,4795,32,1442,187,0
5,3,28788,9,1402,140,0
5,2,23367,15,1783,267,0
5,3,2219,10,828,24,0
4,2,23893,49,1972,236,0
3,3,23251,77,165,18,0
4,3,8838,90,680,115,0
1,2,20269,15,1410,155,1
3,4,16689,48,99,13,0
5,3,31250,33,698,13,0
3,3,22676,68,580,0,1
1,1,24682,69,1419,56,0
3,4,12994,4,1398,251,0
4,3,28777,55,172,15,1
5,4,8348,92,825,115,1
1,1,24843,9,727,36,1
5,1,7813,62,550,104,0
2,4,29902,2,1594,15,0
3,2,28150,6,1031,10,0
2,2,8378,74,1874,18,0
5,4,15260,63,1977,375,0
2,1,25702,71,284,42,0
1,3,928,15,289,37,0
2,4,11136,20,991,109,1
4,3,13082,43,1302,78,1
2,4,28119,90,1921,307,0
5,3,1376,63,1372,178,0
4,1,7149,2,1059,116,1
5,2,15862,42,1077,21,1
1,2,15512,90,1438,215,1
4,3,26374,97,707,14,1
1,3,31158,61,383,61,1
4,4,24201,4,840,67,0
2,4,7033,68,1174,93,0
5,4,16227,74,1164,209,1
3,4,19126,11,1169,35,0
3,4,4372,79,409,36,1
4,1,31261,94,1862,18,0
1,1,28339,57,161,27,1
4,2,25007,7,396,67,1
5,2,25055,98,1673,267,1
3,2,156,9,1907,95,0
1,1,27743,35,252,25,0
4,4,1608,33,1703,187,1
5,1,923,37,1099,21,0
3,4,29907,9,815,97,1
2,2,16326,16,508,66,0
1,4,15041,33,433,56,1
3,1,4702,80,460,64,1
1,2,29194,1,613,91,1
2,1,26023,3,1222,61,1
2,3,5003,96,820,57,1
1,2,30427,98,1525,183,0
2,3,22619,23,1493,14,1
4,3,22713,17,863,86,1
4,3,17475,51,1024,30,0
4,1,6821,78,715,42,1
3,1,12827,66,1531,244,0
3,3,5792,42,1481,162,0
1,1,19060,12,887,35,1
1,2,16650,17,1472,191,0
5,4,26087,87,26,0,1
2,4,5550,34,705,91,1
2,3,22994,17,238,23,1
5,1,31531,70,1281,115,0
4,3,8239,4,923,110,1
1,3,853,15,501,10,0
2,3,6404,30,332,29,1
3,2,27129,9,1340,67,1
3,4,31346,41,572,85,0
2,3,13938,20,477,33,0
1,1,4882,97,566,22,1
1,1,946,91,579,5,0
1,2,14052,7,938,140,1
5,2,24317,67,53,9,1
4,3,20835,22,512,46,0
4,3,2696,21,1906,171,0
4,1,13807,74,1532,183,0
4,3,31432,20,843,75,1
4,2,5814,86,1629,97,0
2,1,14693,81,721,43,0
3,4,4047,9,1198,95,1
4,3,7464,70,1399,181,1
5,2,8697,25,1705,272,0
3,3,20348,36,87,13,1
2,3,12430,49,178,7,0
4,2,2410,34,1778,302,1
2,3,22412,9,646,122,0
5,3,9480,4,1366,13,1
1,3,16460,17,455,22,0
5,1,3503,4,181,28,1
3,3,20757,27,1055,31,1
2,3,24700,60,1677,33,1
3,4,5488,15,1877,112,1
5,2,17496,48,253,15,0
1,2,21508,33,1336,253,0
3,3,14991,7,1522,197,1
4,3,15746,52,1902,323,1
1,2,11220,4,120,13,0
4,1,2366,79,1910,324,1
2,3,9050,78,1229,36,0
4,1,24640,10,935,149,0
2,1,12240,2,768,30,0
4,3,19966,56,247,0,0
4,2,14247,23,1194,119,1
4,4,21653,90,1331,239,1
5,1,17865,88,1696,288,0
4,1,1209,84,1273,114,1
2,2,14789,96,680,27,0
1,3,2890,97,1003,70,1
4,1,26005,34,213,21,1
4,3,11395,67,1395,251,1
5,1,21212,82,1130,135,0
2,2,3027,63,1081,43,1
2,3,5606,32,1747,279,1
1,2,30628,89,438,56,0
1,2,22700,51,78,8,1
2,2,28219,40,264,13,0
2,1,28882,2,1849,166,1
5,2,8678,98,1322,211,0
5,4,27502,42,1992,298,1
2,2,13223,2,700,56,0
5,4,246,10,298,8,1
1,2,2169,72,589,11,1
5,3,23428,84,1250,25,1
3,1,17747,80,1190,35,1
4,2,23792,61,1902,0,0
1,4,19729,29,878,61,1
3,2,21419,76,147,20,1
2,2,16724,32,486,72,0
2,2,27367,13,754,22,1
5,4,24970,62,204,22,1
3,4,11380,61,1426,85,1
2,4,19461,74,472,66,1
4,4,22704,11,1892,321,1
1,2,13599,73,1179,82,1
4,2,23153,35,1581,79,0
2,1,454,34,658,59,0
4,3,10138,7,1805,234,1
2,3,10490,18,1369,205,0
5,4,8680,20,765,130,0
2,4,10667,47,346,41,0
2,3,28658,33,1093,32,1
2,1,28045,29,1808,325,0
4,4,19820,47,480,24,1
2,4,16309,9,1395,13,0
3,1,28060,76,1555,108,0
1,1,23316,64,323,48,0
5,3,7520,6,410,32,0
2,4,21546,3,1480,44,1
1,2,11663,2,70,11,1
5,2,23057,23,309,27,0
4,2,23617,8,1988,19,1
4,1,3342,13,154,24,0
5,1,30511,63,470,18,1
4,3,8260,25,1714,68,0
3,2,31250,20,1998,199,0
4,3,26085,5,1242,74,0
4,4,21973,39,399,35,1
2,3,21676,60,1810,54,1
3,4,12050,55,1879,300,1
4,3,18226,45,824,90,1
4,1,7777,17,1208,169,1
5,2,22597,56,439,35,0
3,4,3173,91,279,13,1
2,2,11313,97,706,42,1
1,1,24546,63,315,56,0
3,1,9351,56,629,94,1
3,3,24580,57,1739,0,0
4,1,4329,49,547,10,1
5,4,6989,93,1898,284,1
2,1,11684,20,1800,198,0
2,3,15246,7,130,23,0
1,3,31629,48,1389,97,1
2,1,2551,73,651,117,1
3,4,4060,61,1079,75,1
2,3,26833,84,862,25,0
3,4,15192,98,467,42,0
5,2,27641,48,548,32,1
1,1,6283,32,1867,56,1
3,2,1729,90,170,10,0
4,2,15462,32,396,31,0
4,4,16302,32,1658,49,1
5,3,20950,79,896,53,1
5,4,4540,35,796,63,1
1,4,28016,91,1136,136,1
5,1,19037,79,1940,310,1
1,1,5471,64,1930,173,1
1,4,18064,90,1746,157,0
5,2,1221,78,985,59,1
3,2,17191,79,1704,0,0
2,2,3917,56,874,8,0
4,3,17509,62,1061,84,1
1,2,30833,21,1902,38,0
3,2,12110,7,1934,174,1
3,2,3210,97,20,2,1
5,3,27906,27,1380,165,0
5,2,27058,7,991,99,0
4,1,27598,48,1928,231,0
3,3,13096,31,1354,135,1
4,2,1812,89,1306,13,1
2,1,27567,13,1025,133,0
1,4,7526,58,1429,57,0
3,4,8660,65,888,79,1
1,4,30694,32,1903,304,0
1,4,24982,74,1333,159,0
4,3,2696,12,1564,297,0
5,1,19167,26,786,125,1
5,1,20058,43,125,1,0
4,1,7226,62,1054,31,0
1,1,6925,47,564,11,0
3,2,21379,12,1156,150,1
5,3,12393,88,610,30,1
2,1,26663,41,1485,193,0
2,1,26383,81,1696,67,1
1,4,22048,78,395,75,0
1,2,15939,66,373,3,0
1,2,9096,91,503,35,1
5,4,19745,79,669,80,0
5,3,27731,24,1390,152,0
1,3,10265,86,734,139,0
5,3,9746,34,1221,73,1
1,4,20747,25,926,92,0
4,3,23953,24,1147,103,0
4,1,6053,50,52,3,0
2,2,9802,22,1195,0,1
1,3,4294,86,1062,42,1
2,4,7327,24,105,15,0
2,1,12563,53,681,74,0
2,3,9375,9,437,39,1
3,4,28908,75,1657,198,0
5,2,4741,9,1889,113,1
1,3,22200,62,1305,52,1
4,1,1998,40,1810,108,1
5,1,16647,63,1743,244,1
3,4,23105,85,619,43,0
5,1,19772,18,1265,151,0
4,1,12121,37,1772,124,1
3,4,16069,51,584,17,1
5,4,8595,37,1912,286,0
3,1,31502,96,494,9,0
2,1,693,53,1339,93,1
2,2,10351,22,160,11,0
5,4,1044,68,322,41,0
4,4,23820,54,880,0,1
3,4,2718,30,154,18,1
4,3,9492,54,250,17,1
3,1,4510,92,1833,146,1
3,3,6980,58,507,50,1
2,4,16779,88,1941,368,0
4,2,19048,70,1634,212,0
2,4,29864,35,764,30,1
3,3,5661,99,1506,135,0
2,2,11619,87,1841,55,0
1,4,14406,22,1263,202,1
4,3,30072,27,1553,279,0
1,1,25495,48,884,26,0
3,4,2287,48,1725,293,1
2,1,23869,43,1295,246,1
2,2,28458,76,349,52,0
1,2,24808,75,1228,196,1
5,3,21245,29,267,42,1
2,1,17735,76,1499,134,1
1,1,27813,2,69,6,1
1,2,20186,61,796,95,0
5,4,23609,77,574,57,1
2,3,30319,90,296,23,0
1,3,7287,12,805,72,1
3,2,30685,51,432,56,1
1,4,10881,83,1272,63,1
3,2,8924,72,1045,20,0
5,4,29240,18,1278,63,1
3,1,6800,93,648,97,0
1,4,13167,24,1366,109,1
2,2,22733,26,180,9,0
2,1,4609,16,252,2,1
1,4,17902,8,1551,46,1
1,3,9509,79,611,116,1
5,4,26559,90,1781,0,1
4,1,7097,66,396,71,0
3,2,27118,50,1600,224,0
1,4,13008,89,888,17,0
3,3,18904,63,884,79,0
4,4,7537,0,1835,91,1
1,3,18830,60,14,2,0
4,4,3072,68,1316,171,0
1,2,17902,65,898,80,1
3,4,23118,58,78,9,1
5,3,19291,97,913,36,0
3,1,13163,49,1365,191,1
3,3,6764,73,876,35,0
3,1,21463,46,185,33,1
2,3,11452,1,1150,34,0
2,2,29207,83,1750,175,0
3,3,29280,6,418,29,1
5,3,15464,37,1911,133,1
3,2,28622,97,371,14,0
5,4,31218,30,1643,82,0
5,4,10278,81,857,77,1
4,4,27293,72,1149,22,1
3,4,16151,28,1814,163,1
3,4,3867,43,185,1,1
1,1,3822,91,1071,32,1
3,4,6086,97,1495,59,0
2,4,4625,59,1339,133,1
2,1,25428,38,862,120,1
4,4,7877,48,350,14,0
1,1,11119,12,464,78,0
1,1,25626,36,1583,189,0
5,2,5000,15,831,157,0
3,1,2189,51,1722,189,0
4,1,24914,23,1210,229,1
4,1,31804,71,116,4,1
1,2,6271,66,1468,58,1
5,2,24624,87,1969,236,0
4,1,25620,48,683,6,0
4,1,7808,15,68,2,0
