search_id,item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
1565,4,4,26609,54,86,15,0
1566,1,1,20392,3,1784,107,0
1567,4,4,19565,86,1936,309,0
1568,3,4,20947,19,1920,288,0
1569,5,2,28951,59,1885,320,1
1570,5,1,5985,30,1063,180,0
1571,5,2,13650,98,477,19,0
1572,4,4,25598,82,485,19,1
1573,2,3,1297,80,504,0,0
1574,1,2,4370,78,1307,104,0
1575,2,3,29792,37,483,24,0
1576,5,2,2930,73,1700,153,0
1577,1,2,23009,54,1179,176,1
1578,3,2,27249,50,46,6,1
1579,1,3,11328,0,1080,75,0
1580,5,4,18541,72,340,23,0
1581,5,1,24721,41,1396,111,0
1582,2,3,1416,98,218,39,1
1583,4,2,29972,92,135,24,1
1584,4,3,3322,53,665,93,0
1585,3,3,5368,68,572,0,1
1586,1,2,5020,91,1983,356,1
1587,1,2,30887,49,16,1,0
1588,4,1,16395,49,496,84,0
1589,5,2,25673,35,1847,221,0
1590,3,3,22149,34,95,15,0
1591,5,2,19947,4,214,2,0
1592,5,2,22360,87,39,2,0
1593,2,2,31087,32,671,20,1
1594,2,2,21989,17,1101,187,1
1595,4,3,8798,87,1409,84,1
1596,4,4,17104,35,1360,13,1
1597,2,3,30098,88,1070,42,0
1598,5,3,17677,31,244,21,0
1599,5,4,9952,42,1390,55,1
1600,5,3,19360,64,60,1,0
1601,5,2,4647,70,1709,324,0
1602,3,4,9609,73,1027,195,1
1603,2,1,21369,47,1678,151,1
1604,3,3,1804,50,873,139,1
1605,4,3,31313,75,1092,109,0
1606,5,3,28563,52,1730,103,0
1607,4,1,20653,89,276,2,1
1608,4,1,7701,13,263,13,0
1609,4,3,29271,24,98,13,1
1610,1,4,7499,40,1691,253,0
1611,2,4,3420,44,1271,114,0
1612,5,3,893,53,1325,0,1
1613,2,4,19663,72,1700,204,1
1614,3,1,8185,15,1943,213,0
1615,1,1,11737,39,868,164,0
1616,2,4,29694,15,1647,16,0
1617,1,1,929,6,318,54,1
1618,3,4,24630,88,1197,107,0
1619,4,2,18103,67,1692,169,1
1620,1,4,13249,3,1137,56,1
1621,1,1,27356,63,75,12,0
1622,5,3,28444,46,723,0,1
1623,5,4,18044,74,1112,77,0
1624,5,4,23448,25,340,3,1
1625,5,3,7491,26,71,5,1
1626,5,2,4387,75,672,0,1
1627,3,2,7755,95,1423,14,0
1628,2,2,26192,38,1808,108,1
1629,5,1,8725,58,1433,114,1
1630,5,4,23795,96,701,98,1
1631,3,4,27879,47,112,15,1
1632,3,3,9214,1,602,78,1
1633,4,4,16842,41,1694,135,0
1634,3,1,10885,23,1483,252,1
1635,4,1,27817,56,197,29,1
1636,3,2,30676,42,909,118,0
1637,1,4,23893,70,1305,195,1
1638,3,1,25812,67,270,13,0
1639,4,2,30369,50,1688,33,1
1640,1,4,24728,58,1824,255,0
1641,4,3,26559,11,244,31,1
1642,1,2,18689,36,81,8,0
1643,2,4,24602,52,1345,67,1
1644,3,3,12305,83,1817,145,0
1645,2,3,23823,64,548,71,1
1646,3,2,17444,87,823,0,0
1647,2,2,26337,88,1205,108,1
1648,2,2,11132,84,1808,0,0
1649,5,4,2672,72,1098,109,1
1650,4,1,21350,84,99,0,0
1651,3,2,49,74,1128,67,0
1652,3,4,12483,14,1747,52,0
1653,2,1,4627,10,964,183,1
1654,5,4,3212,43,1601,16,0
1655,4,4,6300,44,1268,240,0
1656,1,1,7581,76,1009,131,1
1657,3,3,12360,97,1833,329,1
1658,4,2,31618,76,398,39,0
1659,1,4,11607,46,314,31,0
1660,2,4,11276,3,35,1,1
1661,5,3,25437,24,339,64,1
1662,1,4,19242,38,1146,68,1
1663,2,4,10892,16,1105,22,0
1664,3,1,1116,15,1220,183,0
1665,4,1,12122,71,943,28,0
1666,4,4,15606,99,762,121,0
1667,5,3,10329,27,361,50,0
1668,4,2,22250,0,192,15,0
1669,4,4,8109,2,723,28,1
1670,2,2,17151,98,1631,81,0
1671,1,2,10944,39,1654,115,1
1672,5,3,22740,30,1768,300,1
1673,5,1,7725,43,966,38,1
1674,4,1,15338,53,730,109,0
1675,1,2,2651,11,784,54,0
1676,4,1,10189,33,1358,230,0
1677,4,1,22119,75,580,34,0
1678,4,2,20431,46,1240,173,0
1679,5,1,16235,21,109,19,0
1680,2,3,2840,86,47,5,1
1681,3,3,9430,64,539,26,1
1682,5,3,10337,33,1902,95,0
1683,5,3,23124,44,981,78,0
1684,2,1,9871,37,1770,265,1
1685,5,4,28649,97,878,70,1
1686,5,2,2066,94,1792,215,1
1687,4,3,13131,75,972,19,0
1688,4,4,6091,85,1525,274,1
1689,1,3,2133,21,676,33,0
1690,2,3,16253,37,1504,0,1
1691,2,3,4612,5,220,17,1
1692,1,3,22358,93,1472,279,1
1693,3,1,16885,71,309,3,0
1694,1,3,15628,52,399,63,0
1695,4,3,18251,7,423,0,1
1696,3,1,30843,5,1612,274,1
1697,4,4,4344,28,1618,80,0
1698,1,2,31601,12,607,48,0
1699,2,2,5459,78,997,119,1
1700,5,4,2327,34,1132,33,1
1701,3,1,2053,47,448,49,1
1702,4,3,2116,79,11,1,1
1703,3,2,18290,87,839,58,0
1704,5,1,4980,57,1175,152,1
1705,3,2,28168,65,1519,121,0
1706,5,4,17261,30,222,19,1
1707,5,4,18705,96,1663,166,1
1708,2,3,16469,99,806,88,0
1709,4,3,4556,58,419,0,1
1710,3,3,29704,35,724,94,0
1711,1,2,29681,12,1794,269,1
1712,1,3,2464,88,333,16,1
1713,1,3,26677,63,1545,77,0
1714,1,2,1541,17,1880,0,0
1715,2,2,19805,64,693,90,0
1716,4,2,31916,92,17,0,0
1717,4,3,7483,99,1121,145,0
1718,2,1,18831,82,1412,14,1
1719,5,1,25882,31,383,53,1
1720,4,2,14479,23,1319,92,0
1721,2,4,13719,72,1584,174,0
1722,1,4,18652,5,1211,12,0
1723,1,1,5046,73,1118,22,1
1724,3,2,24676,47,1109,44,0
1725,4,2,27528,25,894,116,1
1726,1,2,26356,48,35,1,0
1727,4,3,16226,36,994,188,1
1728,3,4,15367,58,34,1,0
1729,3,1,17637,12,597,89,0
1730,5,4,488,99,250,47,1
1731,4,1,8273,78,1916,306,1
1732,3,2,6458,22,1753,262,0
1733,1,4,11036,60,1028,61,1
1734,3,1,25449,60,685,75,0
1735,3,1,5830,79,335,6,1
1736,1,2,29231,3,679,129,1
1737,5,1,25001,10,1986,238,1
1738,3,2,5562,38,1097,120,1
1739,1,1,24555,60,1488,14,0
1740,4,1,26103,9,1381,0,1
1741,1,1,22695,32,622,118,0
1742,2,3,9331,77,202,32,0
1743,1,2,22186,32,505,55,0
1744,2,1,28459,59,424,16,1
1745,4,1,24251,16,1492,29,1
1746,1,1,25476,52,177,21,0
1747,2,4,26062,32,1007,130,1
1748,5,4,24472,13,839,8,0
1749,2,2,2872,89,668,113,0
1750,1,2,29606,88,1864,279,1
1751,5,4,3276,57,1107,33,1
1752,1,2,20950,10,745,74,1
1753,5,1,17866,92,302,18,0
1754,2,4,12678,98,746,104,1
1755,5,2,2963,37,1034,62,0
1756,1,2,24158,49,324,0,1
1757,1,1,7632,72,82,11,0
1758,4,1,28763,32,302,12,1
1759,5,3,14739,78,1942,291,0
1760,3,2,29328,0,478,23,1
1761,1,2,7500,42,1215,121,0
1762,2,4,27306,41,442,83,0
1763,2,3,16737,73,1387,97,1
1764,3,1,3279,94,1639,131,0
1765,1,2,15325,37,810,56,1
1766,4,1,22008,60,952,161,1
1767,5,1,6539,41,1114,133,0
1768,1,1,17128,12,330,9,1
1769,1,4,5062,74,1150,11,1
1770,2,2,3787,41,938,56,1
1771,3,2,24952,97,1313,118,1
1772,4,4,13181,13,1056,52,0
1773,4,1,7779,53,355,49,0
1774,4,1,12775,37,262,36,1
1775,2,2,27822,97,1169,210,0
1776,2,2,26440,49,1933,154,1
1777,4,1,4851,99,1595,47,1
1778,1,2,2417,32,635,76,1
1779,2,3,19109,97,939,178,0
1780,1,1,30388,26,1809,0,1
1781,4,3,31218,92,1755,193,1
1782,5,1,16050,50,1672,284,1
1783,2,2,5928,25,772,100,1
1784,3,2,2107,59,708,106,0
1785,5,1,26920,40,1264,12,0
1786,3,3,4914,88,5,0,0
1787,4,2,437,48,1029,61,0
1788,4,3,9428,55,589,106,1
1789,3,3,23232,66,1621,48,1
1790,5,3,241,40,863,112,0
1791,5,3,4660,92,1101,121,0
1792,2,2,3901,25,565,11,1
1793,1,3,30880,77,484,29,0
1794,4,4,24408,84,1939,58,1
1795,3,2,30740,39,1391,83,1
1796,2,3,4044,95,1856,167,0
1797,1,4,25827,92,660,105,1
1798,1,1,28523,87,764,7,0
1799,5,4,13752,95,1506,256,0
1800,4,1,16535,75,395,55,1
1801,4,1,729,10,1442,43,1
1802,3,1,7489,47,233,13,1
1803,5,3,16200,28,673,67,1
1804,3,2,15334,62,1160,0,0
1805,3,3,22077,16,1314,183,0
1806,2,2,21788,74,425,51,0
1807,5,1,19638,57,1829,182,1
1808,5,3,3372,31,155,4,1
1809,4,2,18426,30,1841,165,1
1810,1,3,27510,46,994,79,1
1811,2,4,31277,59,1223,73,0
1812,4,1,20724,23,1445,57,1
1813,4,4,19790,22,108,16,1
1814,4,4,29368,98,340,17,0
1815,1,4,10286,7,590,41,1
1816,4,4,24068,86,609,103,1
1817,1,1,4147,62,730,109,0
1818,2,2,6112,85,1875,187,1
1819,1,3,1585,65,329,26,0
1820,3,2,1303,44,1432,85,1
1821,4,3,27826,24,1505,60,1
1822,2,1,3778,13,759,60,0
1823,2,1,11993,79,466,0,1
1824,5,1,23188,99,241,31,1
1825,3,1,1243,80,39,0,0
1826,1,1,11372,71,1740,313,1
1827,3,1,15198,51,286,34,1
1828,1,3,20323,90,945,0,1
1829,1,3,20073,46,92,0,1
1830,5,4,15875,93,89,2,1
1831,5,2,26150,28,1835,110,0
1832,4,3,26242,33,542,16,0
1833,2,2,15538,42,213,19,1
1834,1,4,11290,97,1586,285,1
1835,4,4,20126,71,1393,125,0
1836,3,4,29978,12,1486,178,0
1837,5,4,4204,75,134,22,0
1838,2,4,9881,36,476,90,0
1839,3,2,20832,80,909,136,0
1840,2,3,436,54,903,171,0
1841,5,3,10398,7,895,170,1
1842,1,3,2824,2,327,55,0
1843,2,2,4798,71,575,57,1
1844,5,3,1439,88,693,27,1
1845,5,4,18279,20,882,114,1
1846,5,1,17871,38,1166,81,0
1847,1,4,12444,50,1369,246,1
1848,1,1,24557,10,1636,278,0
1849,3,4,13343,5,1888,245,1
1850,4,1,339,59,128,11,0
1851,2,2,9152,51,1602,272,0
1852,5,2,17051,77,590,47,0
1853,2,4,22405,43,471,56,0
1854,3,4,13843,10,673,80,1
1855,5,2,26348,9,1650,0,1
1856,3,2,26074,72,212,21,0
1857,1,2,23187,23,488,48,0
1858,4,2,14303,21,617,12,0
1859,1,4,3681,66,616,30,0
1860,1,3,7225,14,1657,231,1
1861,1,3,20608,59,1168,70,1
1862,3,2,22582,70,1586,63,1
1863,4,4,25709,80,93,9,0
1864,1,4,20407,42,1122,67,0
1865,1,4,18663,76,957,0,0
1866,4,1,30059,28,550,27,0
1867,1,3,21216,94,443,66,1
1868,5,2,19547,64,955,85,0
1869,2,3,10372,8,1903,19,0
1870,2,3,23462,98,1817,90,1
1871,5,3,12369,58,752,15,0
1872,1,2,15489,53,218,32,1
1873,1,3,9095,24,1974,59,0
1874,1,2,17289,61,1238,37,1
1875,4,3,14123,77,779,124,1
1876,5,1,3439,37,1494,149,1
1877,2,4,31347,87,1490,223,0
1878,3,2,15283,29,353,10,1
1879,3,2,31163,76,1577,63,0
1880,4,1,10615,8,1177,188,0
1881,1,1,16357,28,1105,22,0
1882,4,2,3520,13,1684,0,0
1883,4,2,15641,71,335,26,0
1884,5,2,29583,41,164,11,1
1885,5,1,14564,20,1209,84,0
1886,5,4,6565,23,1142,114,0
1887,1,2,15946,54,1730,17,1
1888,5,1,6654,79,817,73,1
1889,2,2,31385,69,673,114,0
1890,5,2,26658,34,1111,166,1
1891,1,4,2157,96,16,2,1
1892,4,3,14358,38,256,33,0
1893,4,1,3670,60,715,50,1
1894,3,1,24707,34,1302,182,1
1895,1,4,11207,38,1752,35,1
1896,2,2,16110,37,666,0,0
1897,2,3,10773,14,946,75,1
1898,4,2,8944,1,528,58,0
1899,2,2,19161,83,1390,139,1
1900,1,1,27457,35,988,148,0
1901,1,4,14259,67,16,0,1
1902,3,3,13794,8,230,4,1
1903,4,4,27477,83,598,0,0
1904,3,4,10893,98,1048,125,1
1905,2,2,24696,38,940,122,1
1906,5,1,15583,72,443,17,1
1907,3,2,639,79,1494,89,0
1908,4,3,31288,16,1025,194,1
1909,1,4,12169,28,583,99,0
1910,4,3,4467,83,1889,226,0
1911,2,3,12346,18,169,13,1
1912,4,2,12660,83,830,0,0
1913,4,2,18234,49,204,32,0
1914,3,4,27331,81,1608,32,0
1915,3,2,972,87,1176,105,0
1916,1,1,12520,21,711,42,1
1917,3,1,20301,28,1265,0,1
1918,3,2,18639,43,1263,227,0
1919,5,2,26054,2,1929,308,0
1920,3,3,30296,88,1557,46,0
1921,1,3,13060,1,1909,133,1
1922,2,3,23726,67,76,9,0
1923,1,4,31507,33,1520,136,0
1924,3,3,2424,94,1162,185,0
1925,1,2,4222,48,918,0,0
1926,4,4,1862,96,761,136,0
1927,1,1,22774,99,1607,128,1
1928,3,2,2685,96,1394,97,1
1929,2,3,9829,3,1811,36,0
1930,4,2,24216,31,1832,274,0
1931,3,4,20598,72,938,178,1
1932,5,1,3751,73,1669,116,0
1933,1,4,17833,19,767,99,0
1934,1,3,11151,72,87,6,1
1935,5,2,5390,74,1800,180,0
1936,3,4,10615,64,505,85,1
1937,1,3,21332,5,871,156,1
1938,5,1,3247,68,487,77,0
1939,4,1,20721,49,850,153,0
1940,3,1,1774,94,1239,74,1
1941,3,1,17654,51,1991,199,1
1942,4,4,1996,91,1280,51,0
1943,4,3,6830,59,1330,119,1
1944,4,1,23140,90,963,57,0
1945,3,3,10697,99,1688,185,1
1946,1,4,16163,8,1477,147,0
1947,2,3,17167,96,922,18,1
1948,3,3,6535,97,1827,310,0
1949,4,3,26274,13,376,37,1
1950,5,3,5908,88,1020,91,0
1951,5,4,15540,56,1624,113,1
1952,2,3,19818,53,1001,100,1
1953,2,4,8087,64,1629,0,0
1954,4,1,27263,63,869,0,0
1955,4,1,9059,2,291,23,1
1956,2,3,24871,18,49,0,0
1957,5,2,21840,98,1329,93,1
1958,4,4,6492,88,1998,39,0
1959,4,1,27148,98,1347,228,0
1960,1,4,18832,69,1654,165,0
1961,1,2,24979,59,251,40,1
1962,2,1,22049,49,521,26,1
1963,5,2,29201,49,887,97,1
1964,4,1,25163,87,1579,173,1
1965,2,4,9363,77,1255,12,0
1966,5,1,22212,78,1039,51,1
1967,2,3,18073,93,1914,57,0
1968,1,4,8468,51,602,36,0
1969,3,3,10480,27,1143,171,1
1970,4,1,5422,99,1878,244,0
1971,5,3,12808,8,768,107,1
1972,4,1,1747,42,1102,176,0
1973,1,2,31670,45,1197,203,1
1974,5,2,133,30,1115,200,1
1975,4,2,16253,53,1351,27,1
1976,2,2,9238,15,622,18,1
1977,1,2,5641,13,463,41,1
1978,5,2,17507,28,995,19,0
1979,2,1,17310,34,367,11,1
1980,1,4,19812,45,1013,60,0
1981,4,3,21938,61,540,54,0
1982,4,1,3479,8,416,8,1
1983,5,4,27193,80,1887,132,0
1984,2,1,26442,56,1342,241,0
1985,2,2,31074,16,419,33,0
1986,5,4,23771,13,222,37,0
1987,4,4,22408,68,862,8,0
1988,5,4,24691,61,114,18,1
1989,5,2,21571,90,940,65,1
1990,5,2,12673,53,1941,58,0
1991,3,4,13042,4,1911,0,0
1992,2,2,9235,67,1052,10,0
1993,4,4,23420,56,484,38,0
1994,3,1,15748,69,1002,40,1
1995,4,1,16980,15,1032,20,0
1996,5,3,5741,32,1051,21,1
1997,4,3,3019,99,867,147,1
1998,4,2,24295,46,1678,184,1
1999,1,1,13391,30,892,133,0
2000,1,4,16506,90,1392,153,1
2001,4,1,13930,14,292,8,0
2002,3,4,21989,67,1281,115,0
2003,2,4,21414,44,696,76,1
2004,2,2,3365,68,1994,338,0
2005,5,1,11846,14,1812,199,0
2006,1,2,4039,35,694,117,1
2007,5,3,15094,21,826,74,1
2008,4,4,29085,78,595,101,0
2009,5,4,29890,90,1460,14,1
2010,3,3,11582,78,720,93,0
2011,3,2,29568,44,1402,28,1
2012,1,2,14497,2,1013,101,0
2013,4,1,13148,78,1618,177,0
2014,5,2,18160,62,249,29,0
2015,2,2,10882,43,1790,17,0
2016,4,3,3011,26,684,116,0
2017,1,2,25303,81,1772,17,0
2018,2,1,24388,96,1900,152,0
2019,2,3,26570,10,1542,123,1
2020,1,4,3851,91,1836,220,1
2021,2,2,3207,17,1766,0,1
2022,5,3,25400,38,1907,57,1
2023,4,2,1962,67,1373,219,0
2024,2,3,1,11,314,12,1
2025,4,4,24276,73,878,166,1
2026,1,1,15869,94,259,25,1
2027,4,3,25880,18,1954,214,1
2028,1,2,456,39,1567,125,1
2029,1,4,23694,73,580,46,0
2030,3,3,19419,18,437,61,1
2031,3,1,3351,77,167,5,0
2032,1,4,9277,23,1493,223,0
2033,2,2,11513,96,1598,303,1
2034,4,3,24363,89,701,42,1
2035,5,3,19710,2,380,57,1
2036,5,1,26418,98,850,161,1
2037,2,1,26665,40,789,149,0
2038,3,4,8397,62,646,6,1
2039,1,1,15177,66,1318,210,0
2040,4,2,13677,97,774,23,1
2041,2,2,2491,11,1809,217,0
2042,2,3,12989,80,1369,41,1
2043,2,4,22586,53,1030,30,1
2044,2,3,12940,19,1653,82,0
2045,2,4,30680,8,1165,81,0
2046,1,4,10169,40,1405,14,0
2047,2,2,23776,35,74,5,1
2048,3,3,10990,45,1692,169,0
2049,2,3,4562,37,1919,191,0
2050,3,1,14091,67,519,10,0
2051,4,4,6126,68,336,63,1
2052,2,3,12943,40,1036,124,0
2053,5,4,15917,29,743,126,1
2054,5,1,16727,13,1191,95,1
2055,2,2,6702,84,378,41,0
2056,5,1,15235,4,678,54,1
2057,4,4,23888,14,1754,105,0
2058,2,4,11698,29,715,85,0
2059,5,3,7490,9,1715,0,1
2060,4,2,25554,24,1326,13,0
2061,2,3,4899,7,661,85,1
2062,1,2,4988,85,734,29,0
2063,2,4,27448,63,1596,95,0
2064,4,2,23733,55,825,90,1
2065,5,4,12464,99,396,63,1
2066,3,2,29876,15,50,7,1
2067,1,1,15508,58,1175,105,0
2068,4,3,26149,63,416,12,0
2069,4,2,30600,10,916,100,1
2070,5,4,30444,45,347,20,0
2071,1,2,10728,30,1154,11,1
2072,3,3,13725,19,1715,85,0
2073,3,2,7362,69,347,3,0
2074,5,3,14757,34,750,45,0
2075,3,1,6953,85,1514,287,1
2076,1,1,25377,30,1315,118,1
2077,3,3,24415,11,1686,219,1
2078,2,4,7988,74,514,77,1
2079,4,4,2529,45,1058,10,0
2080,2,4,13476,43,1376,247,0
2081,3,1,6813,50,1620,243,0
2082,1,1,30723,89,285,42,1
2083,1,2,17520,88,512,97,0
2084,3,1,19321,56,1006,110,1
2085,1,2,22388,44,1295,246,1
2086,2,3,452,75,785,117,0
2087,4,3,1086,32,728,36,0
2088,5,1,29210,39,1183,141,0
2089,1,2,26788,73,430,4,1
2090,3,3,5463,53,1633,0,1
2091,2,3,30434,96,96,0,1
2092,5,3,25970,35,765,114,1
2093,4,2,5486,25,1809,253,1
2094,3,1,31388,61,1226,61,1
2095,5,3,15814,23,1739,330,0
2096,2,2,2066,31,281,50,1
2097,1,1,26135,41,1834,146,0
2098,4,2,1832,54,957,143,1
2099,5,3,27965,92,1397,55,1
2100,1,4,10506,3,1991,318,1
2101,3,3,2774,48,330,9,1
2102,4,1,11759,34,1604,32,0
2103,2,1,29905,53,1609,257,0
2104,4,3,29957,50,192,32,0
2105,2,1,11199,76,784,23,0
2106,5,1,29572,17,712,106,0
2107,5,1,25060,95,139,18,1
2108,4,1,20837,27,690,0,0
2109,4,1,9342,62,685,20,1
2110,5,3,10143,18,383,72,0
2111,1,1,14737,65,824,115,1
2112,2,3,14130,82,1981,277,0
2113,2,4,22856,5,516,5,0
2114,1,4,5800,52,27,2,0
2115,2,3,15672,52,1297,233,0
2116,3,3,10832,81,36,6,0
2117,5,3,6350,54,585,64,0
2118,5,3,2026,6,1132,169,1
2119,5,4,14959,31,1057,158,1
2120,3,1,12148,20,1452,145,1
2121,2,3,21778,1,1420,198,1
2122,3,2,13507,59,508,50,1
2123,4,2,22016,33,979,58,1
2124,2,2,22768,69,907,9,0
2125,3,4,23775,9,1519,258,1
2126,1,2,19884,85,599,95,0
2127,4,4,15486,8,7,0,0
2128,3,1,15186,35,1476,29,0
2129,4,1,19597,6,827,99,1
2130,1,2,11384,33,689,89,0
2131,5,4,17999,70,317,15,0
2132,1,3,28849,45,1813,217,0
2133,2,2,27416,60,124,4,0
2134,1,1,26362,50,338,16,0
2135,4,2,19298,91,830,99,0
2136,5,1,2573,13,1938,232,1
2137,2,1,15428,32,1506,90,1
2138,1,2,13099,31,1520,243,0
2139,2,3,3079,85,1678,50,0
2140,2,2,11109,10,392,27,1
2141,1,4,484,78,969,184,1
2142,3,3,17485,62,1986,198,0
2143,4,1,9163,35,516,25,0
2144,1,4,13681,5,262,13,1
2145,4,1,17830,61,323,25,1
2146,5,2,1251,73,1874,243,1
2147,5,3,22065,28,644,64,1
2148,1,3,8989,82,911,145,0
2149,3,3,24250,69,1429,71,0
2150,5,4,31728,70,846,109,1
2151,5,1,9791,58,1155,46,0
2152,3,4,17407,56,319,19,0
2153,5,4,673,79,1939,329,1
2154,4,2,8537,93,1530,229,0
2155,1,1,28300,46,56,9,0
2156,3,2,10744,45,367,69,0
2157,5,4,3254,76,1928,250,0
2158,1,3,3779,37,1032,0,0
2159,2,1,241,45,1776,53,1
2160,1,3,24346,88,918,128,0
2161,2,1,28098,88,385,3,0
2162,5,3,22450,5,1867,18,0
2163,3,2,24467,78,504,50,1
2164,4,2,24533,55,835,91,0
2165,1,4,29996,58,1148,149,1
2166,3,1,13763,67,1688,118,1
2167,3,1,13724,22,1584,95,0
2168,3,4,25915,91,646,45,0
2169,3,3,16022,65,1862,260,0
2170,5,1,25463,95,1606,128,1
2171,2,3,4722,28,815,32,0
2172,1,4,26690,48,1852,333,1
2173,1,2,23036,35,1530,198,0
2174,2,1,26912,0,1993,199,0
2175,1,2,18852,91,1550,155,1
2176,4,3,24268,76,1662,299,1
2177,4,4,17153,68,467,42,1
2178,4,2,15197,8,1831,347,1
2179,3,3,25022,68,870,121,1
2180,1,3,14768,15,315,25,1
2181,1,3,14887,52,1572,267,1
2182,2,2,18828,51,466,37,0
2183,5,4,23471,3,1489,163,1
2184,5,2,2309,32,659,79,0
2185,3,4,31790,87,1290,103,1
2186,2,3,19897,12,1156,115,0
2187,4,4,16540,84,1966,157,1
2188,3,4,9112,18,27,5,1
2189,3,4,11203,14,1845,313,0
2190,2,1,21432,32,559,67,1
2191,4,4,10250,94,773,7,0
2192,5,2,17573,73,1025,174,1
2193,2,3,11399,71,1424,128,1
2194,2,1,26089,39,450,31,1
2195,5,4,4636,84,1653,165,1
2196,2,3,23967,64,305,39,1
2197,2,2,3398,36,479,4,1
2198,5,2,1429,15,245,44,0
2199,3,4,268,55,238,21,1
2200,2,2,18436,57,1544,169,1
2201,2,2,30036,31,1284,141,0
2202,4,2,17284,47,665,86,1
2203,5,2,8030,86,147,27,0
2204,5,2,17147,31,949,170,0
2205,2,4,22928,97,197,5,1
2206,5,2,15101,71,624,81,1
2207,3,1,7424,7,704,105,1
2208,3,3,15076,59,126,3,0
2209,2,4,10798,32,16,0,0
2210,2,1,28937,76,1112,22,1
2211,5,1,9017,29,1116,133,0
2212,3,2,24947,94,160,30,1
2213,1,4,31303,14,652,71,0
2214,1,3,9674,85,1172,46,0
2215,5,2,26645,24,1595,95,0
2216,2,1,827,72,144,8,1
2217,4,1,31962,34,575,28,0
2218,3,4,14918,30,1422,14,1
2219,4,2,19313,5,1819,236,0
2220,5,4,47,39,1204,156,0
2221,5,2,17409,45,1194,143,1
2222,4,1,28008,84,1418,155,0
2223,1,3,3834,56,717,14,0
2224,4,4,22889,85,24,0,1
2225,4,1,15128,94,1231,209,1
2226,1,4,20430,35,16,0,0
2227,1,4,6876,35,1244,12,0
2228,5,4,8415,95,1800,90,1
2229,1,1,12470,24,1776,35,0
2230,1,1,30890,16,949,142,1
2231,1,3,29981,70,1770,318,0
2232,1,2,904,27,446,35,1
2233,5,4,26724,64,1774,17,1
2234,5,3,9408,99,1794,89,1
2235,1,4,15933,94,5,0,1
2236,4,3,29770,14,1495,74,0
2237,2,4,2505,77,1523,121,1
2238,5,3,25211,20,723,0,0
2239,4,4,8064,45,286,34,1
2240,4,2,25885,74,1057,21,1
2241,5,1,29710,63,1656,264,1
2242,2,1,9964,12,1713,68,0
2243,5,2,21331,21,765,68,1
2244,1,3,17385,37,1300,78,0
2245,4,2,5957,33,1815,217,0
2246,4,2,16252,30,1785,303,0
2247,4,3,30800,36,777,139,0
2248,4,3,14904,74,1934,212,1
2249,5,2,24264,47,1420,213,1
2250,2,3,6815,56,157,9,1
2251,2,3,11341,21,1887,320,1
2252,5,3,13839,97,389,42,0
2253,3,4,3294,31,1504,195,1
2254,2,3,23077,32,1589,63,0
2255,3,4,4585,9,299,38,1
2256,4,1,14668,64,1362,177,0
2257,5,3,26396,74,1865,298,0
2258,3,2,9856,1,1079,172,1
2259,4,2,27647,88,246,17,0
2260,2,4,20905,56,225,6,1
2261,4,2,7983,40,826,90,1
2262,3,3,14722,45,731,14,0
2263,3,3,10118,40,779,77,0
2264,4,4,21811,22,1156,184,1
2265,3,2,13262,83,1250,237,0
2266,1,4,10637,52,1442,100,1
2267,3,3,1892,73,747,0,0
2268,3,2,21923,52,1441,172,0
2269,2,1,13084,8,1107,177,0
2270,1,2,12096,60,801,96,1
2271,4,4,21728,66,725,123,0
2272,4,4,1962,16,650,91,1
2273,5,4,9432,38,748,134,0
2274,5,1,3719,61,506,86,1
2275,3,3,9048,68,911,36,1
2276,5,1,7399,92,374,11,0
2277,5,1,29717,68,1569,62,0
2278,1,3,28464,54,601,30,0
2279,2,1,25780,19,34,2,1
2280,3,3,27686,99,742,66,1
2281,5,3,5121,63,401,52,0
2282,2,1,12058,78,558,55,1
2283,3,2,26234,62,1606,176,1
2284,4,2,10578,39,1924,211,0
2285,1,4,1659,17,1321,92,1
2286,3,3,8026,97,167,30,1
2287,4,2,16353,85,336,47,0
2288,5,4,31327,6,1750,245,1
2289,2,2,14348,45,1208,120,1
2290,3,4,4624,35,1901,0,1
2291,5,2,18367,43,655,91,0
2292,4,3,19951,67,873,78,1
2293,3,3,15883,51,1856,74,0
2294,1,2,5376,30,1218,0,0
2295,1,3,27618,48,456,0,0
2296,5,4,26455,30,215,10,1
2297,4,2,29021,45,1311,65,0
2298,1,4,23886,64,17,3,1
2299,4,4,14573,62,176,26,1
2300,3,4,18813,62,1507,60,1
2301,1,3,28996,33,1985,138,0
2302,2,3,3427,34,572,0,1
2303,1,4,18033,49,1959,274,1
2304,3,4,9977,52,1194,107,0
2305,3,4,22887,37,437,83,1
2306,2,1,21446,84,1202,144,0
2307,4,2,29585,6,31,1,1
2308,2,1,17179,39,21,3,1
2309,3,1,7306,48,906,18,0
2310,3,4,31840,58,586,93,1
2311,1,2,21804,53,1201,120,1
2312,1,3,18658,84,469,9,1
2313,5,1,24998,74,1879,225,0
2314,2,2,26502,79,914,63,0
2315,4,1,5517,91,963,173,1
2316,3,2,726,67,608,79,0
2317,5,2,26314,96,863,138,1
2318,5,1,5566,8,1658,33,1
2319,5,2,12730,74,432,25,0
2320,4,3,13275,96,439,35,1
