item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_available
2,2,85,9500,907,27,0
2,3,52,10422,125,23,1
5,3,10,22759,1131,214,1
2,2,39,25514,698,83,0
3,1,85,1477,107,13,0
1,3,93,1577,498,69,0
1,2,34,5924,627,43,1
4,4,98,26712,1803,36,0
5,3,99,8817,1955,117,1
4,3,6,22941,238,33,1
5,2,43,31346,1199,143,1
5,1,33,19611,1052,126,1
5,4,69,10529,1879,357,0
5,3,47,13490,1822,346,1
3,3,96,9911,1914,153,1
4,4,98,22068,1940,252,0
3,3,58,3963,1817,54,1
4,2,11,18845,1187,11,1
4,3,10,1594,1490,14,1
5,3,14,8614,72,8,0
4,4,46,1513,1206,0,0
2,2,83,30265,1644,16,0
2,3,26,15822,288,14,1
2,4,14,536,339,57,0
1,1,95,4289,1604,272,1
2,1,55,17479,538,59,0
1,2,0,19894,215,36,0
4,3,36,27248,1984,138,1
1,2,10,3840,499,69,0
2,2,65,16648,1605,304,1
2,1,38,23301,289,52,0
3,1,74,20579,1982,0,1
5,4,69,28303,754,30,1
1,4,52,11300,372,48,0
1,4,9,22146,1954,97,1
4,4,48,22665,1201,84,0
3,1,27,30290,1951,78,1
2,1,93,22740,1587,238,1
2,4,31,21730,1538,246,1
5,3,21,6603,1753,157,1
3,2,84,8562,88,9,1
1,3,67,31971,1303,247,1
2,4,76,18946,1572,251,0
2,4,63,18538,887,8,1
1,3,71,5298,1694,304,1
2,2,87,10011,1978,257,1
4,1,41,15416,497,54,0
2,3,83,17329,874,17,1
1,4,73,10702,1422,142,0
3,2,76,23764,563,16,1
3,1,95,11840,808,8,1
1,4,38,8364,1372,13,0
2,3,42,11294,1989,39,0
3,3,63,20051,1936,38,0
2,4,58,6568,1125,213,1
1,2,53,4946,300,54,1
2,1,86,6524,606,109,1
1,3,56,28708,599,23,1
1,4,70,12728,1363,245,0
1,3,6,5227,43,8,1
4,4,75,7483,792,134,1
2,3,83,22948,1764,299,1
5,4,53,546,1915,325,1
4,2,8,17130,1774,141,0
2,4,87,25119,374,3,1
5,4,31,7569,255,20,0
4,2,1,649,696,125,0
1,4,46,29594,1812,181,0
4,3,81,20746,913,164,0
2,2,37,22592,1353,243,0
3,3,98,20813,1884,226,1
4,2,12,4366,786,125,0
4,4,80,4000,1722,189,1
3,2,95,22122,658,78,0
1,3,43,20617,1833,219,0
2,2,48,8190,1578,78,1
3,1,26,13488,961,144,0
2,1,51,3479,1524,76,0
2,1,98,2395,1055,147,0
4,3,26,14793,78,7,0
2,4,90,21774,991,188,1
1,3,68,15205,346,38,1
5,3,70,21049,1768,194,0
1,1,61,29000,1568,203,0
2,1,32,8993,320,6,1
5,2,97,16793,897,62,0
1,4,35,11015,1101,209,1
2,1,36,19447,1758,210,0
2,2,18,4036,1185,106,1
4,4,50,6222,1375,137,1
5,4,75,17277,1736,277,0
2,2,7,25773,1682,100,0
4,1,26,16520,1246,99,0
2,4,38,11100,846,42,1
5,3,59,7529,1968,98,0
4,1,49,14256,1532,183,1
5,2,95,30102,781,124,1
2,3,71,24728,399,27,1
3,3,67,6877,531,90,1
2,4,91,28281,1313,0,0
1,4,14,26948,1430,228,1
2,3,89,8389,36,4,1
4,2,34,26188,185,29,1
2,3,74,3319,733,51,0
2,3,38,23355,1077,161,0
5,2,50,25767,1796,179,0
5,2,97,6826,1136,56,0
2,1,90,23970,1045,156,0
3,3,34,31963,1785,124,1
2,4,2,7606,33,0,0
4,1,43,16577,322,61,0
5,1,50,3399,929,27,1
4,4,11,13955,1317,131,0
1,3,49,5106,1419,241,1
3,2,59,22967,144,10,1
1,3,84,17002,1874,149,1
2,2,5,1439,1197,131,1
5,2,73,14296,589,100,0
1,3,86,23254,63,2,0
2,1,56,20122,61,9,0
4,3,87,2044,25,4,0
4,1,0,26683,442,61,0
1,1,38,23765,1946,155,1
4,1,74,31243,1219,97,0
4,4,35,17749,895,71,1
4,1,80,24109,1832,18,1
5,3,78,16322,1983,178,0
1,1,43,8237,868,43,1
4,1,20,7970,1857,185,1
5,2,34,25257,1185,118,1
1,4,5,18471,1964,137,0
1,1,68,29498,846,50,0
1,2,4,7359,22,4,1
1,2,29,6369,1581,63,1
5,4,89,16640,270,27,1
5,1,45,21021,1273,152,1
2,2,19,6157,1553,155,1
2,1,70,20396,1917,38,0
4,4,18,30333,718,100,1
3,4,19,2064,1925,134,1
1,4,36,5235,514,5,0
2,1,49,6606,868,121,1
5,2,12,17894,1048,199,0
2,4,88,15635,646,58,1
1,3,47,15740,1560,78,1
3,1,58,3303,1172,117,1
1,2,83,18617,1688,0,0
4,2,31,4014,1082,151,0
3,2,30,5732,1887,245,0
2,3,74,16289,1879,131,0
5,3,63,6927,981,137,1
5,3,40,1360,1334,173,1
1,2,24,12863,247,14,0
4,2,21,10657,748,97,0
1,4,34,25135,911,163,0
1,2,37,15657,1492,149,1
1,2,69,5351,519,51,0
4,2,52,14921,946,47,0
1,1,18,6545,1571,188,0
2,4,54,1323,840,84,0
2,2,77,9847,157,0,0
2,4,26,24043,1436,14,1
1,4,35,17744,1040,31,0
3,4,83,10637,309,12,1
1,3,23,16170,767,107,0
2,4,84,16711,1409,126,1
2,3,36,19812,1689,202,1
2,3,13,11121,269,40,0
2,2,16,26621,334,16,1
4,1,46,29714,1219,146,0
1,1,96,11905,1969,157,0
5,2,34,23889,766,107,1
2,2,8,21540,1358,27,0
5,3,73,29564,1799,341,0
4,3,19,3137,1571,188,1
2,3,57,17976,1615,113,1
2,2,33,13748,1875,337,1
3,3,14,22109,69,9,1
4,1,58,155,1301,169,0
4,2,54,16937,789,47,0
3,4,57,15396,1687,67,1
2,1,43,14741,1881,18,0
4,4,54,1401,1329,119,1
3,3,7,3797,17,0,1
4,3,24,14064,1131,113,0
5,3,37,847,956,181,1
3,3,46,5878,979,97,0
3,3,44,12543,212,2,1
2,1,33,2269,1593,79,0
2,4,80,11819,20,0,0
1,2,73,11490,705,98,1
5,1,56,5034,1743,174,0
2,2,63,22352,63,10,0
1,3,0,8691,1408,14,1
5,2,79,16659,684,61,0
3,1,57,17420,463,64,0
1,1,81,3976,1513,15,0
2,3,45,3049,1977,79,0
1,4,93,23475,138,13,1
5,3,5,2631,1859,55,0
5,3,44,6306,1826,182,1
1,3,51,10952,1979,237,0
4,1,44,18057,1514,242,0
4,2,12,22458,932,9,0
2,1,88,11402,490,49,1
5,3,36,11218,4,0,1
5,1,48,26266,539,16,0
4,3,0,26330,1245,161,1
1,3,36,24746,1273,165,1
1,3,20,11971,470,56,0
1,1,42,23135,1372,192,0
2,1,0,15427,458,59,1
4,4,11,13976,1535,260,0
3,3,25,18124,498,4,0
1,3,60,26446,1246,87,0
3,2,13,10136,1133,169,1
3,3,20,5035,214,0,1
4,3,26,23082,977,117,0
3,1,47,24769,1984,138,0
4,4,85,22669,164,3,0
5,1,57,15961,1490,59,0
5,3,58,182,1140,159,1
3,2,50,1266,200,14,0
5,2,13,8782,1954,234,0
5,1,9,31668,1350,243,1
3,3,43,17940,1329,252,0
3,3,79,20623,144,1,1
3,1,15,14279,417,29,0
5,1,82,15597,1265,12,1
5,3,52,27444,151,4,0
5,3,80,10789,136,6,1
2,4,30,9025,1498,149,1
2,1,70,4547,639,38,0
1,4,10,23229,73,3,1
3,1,49,1426,1521,243,1
2,3,95,1382,1166,209,1
4,2,52,31425,1554,186,1
3,4,83,17039,1090,141,0
2,1,40,26514,672,94,0
2,1,46,28839,891,98,1
3,1,96,14207,1311,104,0
5,2,95,17527,505,35,1
5,3,15,2225,1981,39,0
3,2,19,3760,1714,51,0
4,2,37,9006,1687,253,1
1,1,94,25225,423,12,0
2,4,81,30968,957,28,1
2,3,80,22319,1168,175,1
4,4,4,11183,1109,77,1
5,2,67,9187,36,6,1
2,2,28,12707,76,10,1
3,2,47,19428,1465,205,1
4,4,30,29758,625,106,1
5,3,57,23996,716,107,1
1,2,36,23093,1984,198,1
2,1,15,26175,386,19,1
5,2,3,26008,214,14,1
4,1,10,13250,206,22,0
4,3,35,19036,956,152,1
2,3,97,24928,192,23,0
4,4,16,31020,715,100,1
3,4,28,11384,1057,42,1
4,4,69,27531,1479,88,0
5,4,68,2071,761,98,1
4,4,1,12751,1471,29,1
2,4,19,1581,45,6,1
3,2,24,15885,1897,322,1
2,1,51,31485,205,24,0
5,2,75,18974,1336,106,0
2,4,37,5772,973,48,0
4,3,31,29046,1287,51,1
5,1,46,15083,733,95,0
5,2,32,4663,1205,156,1
1,1,34,1028,46,0,0
5,1,39,4057,857,25,1
2,2,74,17949,1085,10,0
1,2,76,22075,603,66,1
4,3,51,20232,379,45,1
3,4,42,20779,96,14,0
2,1,97,20689,1792,286,0
4,3,28,18516,299,32,1
1,2,62,17069,553,16,0
2,1,23,30457,870,121,0
5,3,79,976,95,15,1
1,2,84,30019,1619,242,1
1,4,79,14915,1725,293,0
1,3,89,11375,1982,198,1
1,1,84,6223,1650,16,0
2,1,48,4423,1458,87,1
3,3,97,22179,1751,192,0
4,2,52,18208,1226,183,1
1,2,72,18802,1042,52,0
2,2,83,5888,723,72,1
2,1,97,20941,330,26,0
2,3,5,20569,444,48,1
3,3,41,17347,1441,43,1
5,4,43,9857,16,0,1
4,2,70,12849,1543,185,0
4,2,68,20562,630,63,0
1,4,17,16594,556,0,1
5,3,77,10282,968,125,1
5,4,56,9967,798,151,0
4,4,64,2589,1715,308,0
1,2,8,25993,748,97,0
1,4,47,31162,1847,332,0
1,2,77,14730,802,24,1
3,4,19,23837,1684,252,0
3,2,53,3019,1895,303,1
3,3,41,2662,1907,266,0
3,3,85,18409,505,25,0
5,4,58,7357,1712,17,1
5,1,12,27827,1347,121,1
3,4,94,25899,1393,125,1
5,2,90,8155,1342,187,1
5,2,4,28491,1586,269,1
2,3,79,28517,114,0,1
4,2,87,12525,551,44,0
5,3,17,14057,1102,66,0
3,1,3,14844,973,155,0
2,4,5,22726,1989,159,1
4,2,18,29356,1596,47,1
1,3,64,23525,1139,136,1
4,4,7,1893,107,10,1
4,4,40,30880,1283,243,1
1,2,35,11141,833,8,0
2,2,59,30136,37,3,0
5,3,47,28362,1239,0,0
1,1,6,1948,766,99,0
4,4,43,1297,1121,190,0
2,3,54,23002,1913,95,1
1,1,19,23885,187,28,0
4,4,65,2749,26,0,0
4,1,36,4492,293,49,1
1,3,1,22418,1319,250,0
5,4,45,25862,220,11,0
4,1,80,2002,1874,262,1
5,4,19,26168,414,8,0
3,3,90,24654,178,7,1
5,4,46,23432,1300,39,1
1,3,81,11444,647,103,1
1,1,7,23769,1786,232,0
5,4,26,19022,461,82,1
4,3,7,10432,1712,68,1
1,3,68,22558,17,0,0
1,1,23,4784,1127,56,1
1,4,64,3717,1052,63,1
2,4,0,3555,1988,159,0
4,3,24,28327,1642,197,0
4,1,14,11693,802,120,1
3,4,98,30009,575,80,0
5,4,68,26517,1319,237,1
2,4,23,5183,1207,60,0
1,3,31,19318,1075,0,0
2,2,22,6933,1916,210,1
4,1,74,7262,893,160,0
3,2,67,24563,1934,38,1
4,2,32,20239,383,53,0
3,3,88,26955,68,6,1
5,2,22,20746,319,47,1
4,4,49,14977,910,27,0
3,3,46,14328,410,24,0
2,4,65,11034,1986,139,1
4,1,59,22396,550,77,0
5,2,27,22227,1342,147,1
1,2,49,16851,1361,163,1
1,4,60,23564,1668,300,1
2,3,66,23040,1020,173,1
3,2,41,12540,175,17,1
2,1,18,31985,914,9,1
1,4,71,13960,1755,105,1
5,3,62,16765,643,70,0
2,3,7,5684,655,13,0
2,4,64,21651,1050,31,1
1,3,62,22566,1324,211,1
4,3,37,15528,1376,233,1
5,4,80,24625,530,47,1
3,2,56,7567,1092,76,1
2,1,90,16244,357,7,0
1,1,37,22783,662,72,0
4,2,57,9154,761,76,1
1,3,30,2847,56,2,0
5,3,99,30628,982,78,1
4,1,18,13007,1199,167,0
3,3,14,22078,1648,16,0
5,4,25,18540,1043,10,1
3,3,70,1179,722,36,0
1,3,72,7461,1973,236,0
4,1,59,4616,652,84,0
1,2,25,15029,508,10,0
3,4,3,8153,1835,311,0
2,3,26,30382,326,32,0
5,2,9,30532,1252,100,0
4,2,62,7053,1788,250,1
3,1,6,14506,1993,119,0
5,3,62,31506,441,13,1
2,3,60,10686,110,13,1
2,3,0,29532,1328,146,0
3,2,61,8520,1637,49,1
5,2,40,2203,1919,153,0
5,2,75,31935,1467,161,1
2,1,90,11032,1307,130,1
3,1,33,13266,1594,79,0
5,2,98,15938,1694,169,1
5,4,13,1564,1748,122,1
1,1,34,19376,1042,93,1
1,4,67,24790,1625,211,1
2,3,49,17987,1483,88,1
1,2,3,29443,1770,283,0
3,1,19,27394,990,168,1
2,1,53,20040,1387,69,0
1,1,80,12691,1375,82,0
4,3,92,8088,1469,0,0
3,2,54,16515,1230,36,0
2,2,47,31204,345,62,1
2,2,39,6307,978,39,1
3,4,70,965,1235,135,0
5,3,34,13988,497,79,1
2,4,88,13184,293,17,1
4,2,39,10717,1435,129,1
5,4,57,28763,1349,53,1
3,2,85,16972,124,6,1
5,4,1,27480,902,108,1
5,4,13,7434,1204,204,0
2,2,91,14411,1997,299,0
2,1,74,14518,159,9,0
1,2,5,11828,1111,77,0
4,4,89,31413,309,43,0
4,1,68,27650,1566,0,1
1,3,45,1276,1474,206,0
4,2,66,11184,520,41,0
5,3,4,31401,908,127,0
2,4,17,1795,914,91,1
4,1,32,24033,1238,74,0
5,1,34,9305,990,59,1
2,3,80,23956,1229,24,0
1,3,86,17478,326,6,1
4,4,81,14983,1894,170,0
1,2,89,23648,1697,33,0
5,3,76,23444,964,134,0
1,4,50,10178,1400,56,1
4,3,32,30915,1987,218,0
1,3,54,30691,855,85,1
1,3,4,14314,274,8,1
2,3,83,27238,1052,126,0
4,3,75,9680,470,32,0
4,3,35,28226,952,76,0
4,4,7,6196,1961,215,0
2,1,66,8808,416,8,0
2,4,50,7024,1538,92,0
4,4,20,14905,423,54,1
5,4,88,31492,591,29,0
1,3,16,11243,271,2,1
3,3,9,29583,404,72,0
4,4,58,19663,1432,71,0
1,4,28,1645,1917,172,0
5,2,64,6773,1353,162,0
3,1,3,12705,818,24,1
2,2,41,14156,13,0,0
1,4,35,31483,1876,337,0
3,4,92,5279,1819,200,0
3,4,9,25158,708,84,1
4,2,11,31401,237,28,0
2,2,86,24256,846,126,1
2,3,48,20058,461,73,0
5,3,60,3076,474,18,1
4,4,85,8638,237,28,0
2,1,71,25649,1788,196,0
1,4,80,17391,699,76,0
4,1,94,2869,47,5,0
4,1,2,6109,636,6,1
5,1,11,25909,1148,68,0
4,1,61,27214,1081,97,0
1,1,46,31776,325,6,0
3,3,47,12101,18,2,0
3,1,73,10542,540,97,0
5,1,74,11216,547,76,1
4,3,15,2488,889,35,0
4,2,29,29283,1088,32,0
2,4,48,3312,1200,24,1
2,3,8,26610,1440,216,0
5,2,31,17195,1687,151,0
4,3,9,5384,1989,278,0
3,3,41,778,346,55,0
5,2,70,7753,1173,70,0
2,2,7,1293,1593,223,0
5,1,29,22800,1113,66,1
3,2,48,2294,122,10,1
1,2,37,5999,1487,118,1
1,1,67,13793,1536,92,0
1,2,66,31459,1220,48,1
3,2,99,2181,1762,334,0
5,2,0,22071,1854,315,1
2,4,61,26239,1384,124,0
5,3,24,3234,1263,113,1
1,3,19,10442,1254,37,0
3,1,39,19258,1852,203,1
1,2,5,18725,837,117,0
4,2,20,18704,1901,361,1
5,4,33,26677,454,36,1
2,4,27,20302,1358,258,1
3,1,14,25954,1585,95,1
1,1,82,7110,513,51,0
1,3,12,24951,858,120,1
1,3,46,14012,428,81,1
3,1,67,30197,1482,163,1
2,1,54,6430,1396,237,1
2,2,20,19632,1133,22,1
1,2,15,27498,362,65,1
2,3,39,17327,1613,209,0
1,2,64,4412,1126,135,1
4,3,23,1864,1769,212,1
1,1,4,2132,998,0,0
2,1,19,12365,968,48,1
5,4,92,16157,122,14,0
1,3,23,19745,1327,199,0
3,3,20,28479,231,0,0
3,3,64,29216,485,48,0
3,4,52,22618,218,10,0
2,2,89,4346,942,141,0
1,2,24,28905,879,26,0
2,2,4,5068,389,23,0
2,4,35,10514,109,19,1
5,2,19,23833,1607,241,1
5,4,34,18566,1208,205,0
4,1,87,24531,1037,0,1
3,2,58,25076,1548,154,1
3,3,60,27185,485,82,1
2,3,0,4894,186,16,1
5,1,55,27935,1259,37,1
1,4,50,6482,454,31,1
2,4,32,795,292,37,1
4,3,76,20958,531,10,1
5,2,76,5836,1352,202,1
5,2,9,4386,970,164,0
4,2,57,20801,1762,52,1
1,3,12,5828,17,0,1
4,2,74,1354,578,98,1
4,2,0,18413,1284,154,1
5,3,7,5161,884,61,1
4,1,29,18594,145,7,0
4,1,32,25013,663,46,1
5,4,72,30801,495,79,0
2,1,67,1094,939,112,0
2,2,56,28086,1284,243,0
4,3,35,28846,827,41,1
3,2,24,27518,1494,44,0
1,2,52,13629,1450,130,1
5,4,14,7338,1432,186,0
5,3,59,13510,1774,195,0
2,1,12,10705,1775,195,1
5,2,38,20683,1342,187,0
4,2,81,1486,540,86,1
5,1,16,17390,1352,81,0
2,3,72,12546,286,45,0
3,3,50,4262,652,97,0
4,3,59,6790,168,23,1
5,3,89,24899,1556,46,0
4,2,6,14873,204,14,0
4,1,55,2098,831,66,0
1,1,66,31804,1683,100,0
3,2,7,26201,1922,172,1
4,3,40,26031,1636,212,0
4,4,22,10263,1571,219,1
4,4,89,16466,1580,300,0
5,4,21,2892,285,54,1
1,1,19,20123,1862,316,1
4,2,8,17552,1384,138,0
2,1,88,6540,474,75,0
3,2,32,17065,1717,34,1
2,3,39,26768,826,49,1
4,1,38,16228,172,20,1
5,2,13,30434,841,126,0
3,4,89,386,1282,243,0
1,3,14,19695,1063,31,1
4,3,97,782,1029,72,1
4,4,36,13947,142,17,0
2,4,63,27468,771,53,1
5,3,70,26949,1811,0,1
3,1,81,22558,1593,286,0
4,4,53,29450,1744,34,1
4,1,76,6064,933,149,1
5,3,81,28009,381,22,1
3,3,84,25807,1758,140,0
2,1,71,29037,1936,193,1
4,4,2,29583,1859,297,1
3,3,84,19039,264,39,1
1,3,31,3499,448,71,0
1,3,47,10408,663,79,0
1,4,5,12767,1491,134,0
1,4,57,11787,1820,91,1
5,4,25,19532,979,19,1
2,2,61,15918,210,6,1
3,3,51,28252,1005,50,0
5,4,50,25598,1504,240,1
2,4,34,16414,408,69,0
1,1,21,17647,1702,34,0
3,3,64,3585,1660,315,0
2,2,37,200,1604,240,0
2,4,2,5970,1374,82,1
3,3,75,26887,1972,157,1
1,4,35,24434,152,0,1
3,3,33,21497,1584,15,0
3,4,79,29115,1333,133,0
3,3,59,1333,1405,196,0
2,4,52,20173,974,185,0
3,4,80,397,465,9,0
3,4,10,22414,1520,106,1
1,1,24,25353,997,99,0
2,1,9,31187,1549,170,0
2,2,90,18942,1144,217,1
2,1,75,10247,60,0,1
1,3,11,19529,944,94,1
3,1,97,11035,859,154,0
1,4,57,9629,1117,178,1
4,4,38,1823,1860,334,0
5,4,26,6845,692,41,1
2,3,51,5805,1235,148,0
5,3,20,26096,1036,134,1
1,2,20,6680,1014,20,0
5,1,52,15582,124,21,0
1,2,76,28023,36,3,1
5,4,42,4882,1700,153,1
1,3,53,1309,342,30,0
1,2,50,7489,1207,217,0
3,3,57,16558,82,0,1
2,4,94,21311,1203,180,0
4,3,17,26874,840,33,0
3,3,99,14960,70,12,1
1,2,62,25945,428,64,0
5,4,14,14863,319,0,0
1,4,6,22785,642,25,0
3,4,95,28432,1651,214,0
3,4,18,1088,1702,34,1
1,1,6,27119,207,31,1
3,4,66,6570,613,30,1
4,3,51,27256,434,52,0
4,1,63,24242,1219,231,1
3,4,9,24578,1727,189,0
1,4,64,4157,928,92,1
4,4,11,24254,1280,12,1
2,1,76,28242,1724,172,1
5,3,72,2674,1934,96,0
1,4,0,4226,779,0,0
2,4,36,28355,1668,133,0
4,2,58,4790,743,118,1
2,4,79,23717,1975,79,1
4,3,33,18765,1302,169,0
1,4,57,20691,639,115,0
1,4,73,23059,863,120,1
4,3,14,2616,1825,219,1
3,3,8,26855,1015,40,0
3,4,30,15117,1807,72,0
5,4,31,7931,1781,195,0
2,2,94,10401,1013,192,0
5,1,94,6869,812,40,1
5,2,10,3257,1688,151,1
5,2,90,23678,950,180,0
2,4,25,29999,1394,41,0
1,4,42,10148,1007,40,1
5,3,28,4219,266,47,1
1,4,53,19398,1549,232,1
2,1,48,26475,1888,75,1
5,2,24,26856,1010,60,1
2,4,20,27011,470,84,1
1,1,16,5358,47,0,0
1,1,68,24817,367,33,1
3,2,99,14681,802,128,1
1,1,6,31311,727,36,1
2,1,83,28347,1258,138,1
4,2,1,24455,1589,47,1
3,3,14,20420,671,6,0
4,3,63,15465,136,8,1
1,2,86,3671,1336,53,1
3,2,96,19852,799,111,1
2,3,61,13811,1392,236,1
1,4,31,26074,1568,172,1
5,3,88,21325,911,18,1
1,1,99,22584,1605,288,0
1,1,59,22756,615,12,1
3,4,83,27051,1828,54,1
1,3,6,29326,1494,74,0
5,1,51,23280,1632,130,0
4,4,68,20706,1567,235,1
4,1,37,23488,364,14,0
1,2,5,27005,1811,90,0
1,3,25,16281,1537,199,0
4,1,19,31598,1012,141,1
3,2,31,12081,1710,102,0
3,3,52,27017,780,46,0
4,3,16,1484,314,0,0
4,1,12,6077,552,44,1
3,2,47,22922,188,22,1
2,1,26,22856,992,138,1
3,2,28,21734,1666,233,1
2,4,87,26998,202,16,0
5,2,84,12576,913,146,0
2,4,23,4627,1849,277,1
4,3,12,19789,1945,19,1
2,3,80,27773,1808,216,0
2,1,13,21389,1529,259,1
1,3,88,15710,619,117,1
4,3,45,9430,1940,310,1
3,3,64,19453,1598,127,0
1,1,86,15321,1527,229,0
1,4,25,4219,737,0,1
1,1,83,11405,1503,225,0
1,2,46,19661,1418,85,1
1,1,33,20763,859,163,1
5,4,97,23015,1268,215,0
2,4,23,21456,1132,181,0
5,2,79,4313,1709,324,0
2,2,80,12293,1635,245,1
4,3,89,15168,156,28,0
4,4,84,16026,1292,77,0
4,2,49,30334,549,98,0
1,1,64,4857,476,66,1
3,3,88,15846,353,42,0
4,4,53,29251,615,86,0
4,1,69,20803,603,66,1
2,3,71,20360,1299,194,0
3,2,6,25106,738,36,0
4,2,46,19822,1083,205,0
4,1,25,27684,708,35,0
2,1,64,2836,1797,323,1
4,3,21,21022,1847,295,0
2,4,88,23596,1103,33,0
1,4,29,22781,1568,78,0
2,1,58,9180,1972,256,1
3,1,66,28219,407,0,1
2,2,22,26725,1407,126,1
5,3,67,12616,1199,119,0
1,3,11,17806,1503,30,0
3,1,18,9128,0,0,1
4,1,80,13040,1348,107,1
2,3,68,25623,957,153,0
3,1,66,13741,1830,128,1
4,1,30,31434,1749,227,0
1,1,54,31177,1802,324,0
3,3,87,23950,800,16,0
5,4,20,28844,1037,145,0
3,4,16,1402,1727,155,0
1,4,30,9200,1003,150,0
2,1,14,18022,1160,139,0
4,2,61,17285,16,1,0
1,3,22,10555,880,0,1
1,3,13,29177,526,26,1
1,4,65,1701,1649,230,0
1,1,54,867,831,66,1
1,3,59,7370,1365,54,1
3,3,36,5965,539,97,0
4,2,23,29224,480,43,0
2,1,59,29764,195,23,1
2,3,51,10631,1649,98,1
2,3,88,28808,1332,253,0
3,4,86,4114,287,8,0
4,2,43,20784,308,27,0
3,1,22,31563,376,30,1
2,3,39,23369,981,0,0
2,2,72,12874,1998,359,1
5,4,28,19226,1250,0,0
4,1,61,8341,1446,57,1
3,3,24,30977,1938,19,0
3,2,50,17535,467,37,0
3,3,78,8055,1457,0,0
5,4,12,21928,54,1,0
5,4,82,12412,334,40,1
5,1,81,28514,1768,335,0
2,3,95,23321,1437,201,0
5,2,61,16245,773,131,1
1,1,49,10991,697,48,0
2,4,72,8321,1379,206,0
1,3,97,30745,1659,49,1
1,1,68,29930,588,64,1
4,1,31,7939,1057,147,1
4,3,60,21260,984,49,0
3,1,38,13386,226,29,1
1,2,10,17335,1275,140,0
5,4,42,27137,1142,114,1
3,4,53,5029,676,81,1
1,2,55,20611,279,19,0
1,2,7,10794,140,11,1
1,4,37,13999,1721,258,0
1,3,28,1100,45,5,1
1,4,11,1224,1894,227,0
4,4,29,1008,258,36,0
4,3,39,1147,1250,137,1
3,3,86,8401,1847,277,1
1,3,73,12872,1322,0,0
5,3,86,23489,1618,307,0
2,3,44,1705,482,24,1
2,4,80,29544,520,62,0
2,4,87,14662,588,41,1
4,1,28,11167,327,52,0
4,1,48,23375,507,70,0
1,2,16,3049,1207,96,0
1,3,62,15480,1584,269,0
2,4,48,30402,1180,106,1
4,3,0,4030,1991,179,0
2,2,55,27803,1697,16,0
5,2,24,10974,1078,53,0
4,1,66,15805,1690,287,1
2,3,26,15344,847,101,0
4,4,0,13443,1637,0,1
4,2,2,4492,330,62,0
1,2,14,9753,148,25,0
4,4,74,23911,1814,326,0
4,4,84,20455,1115,144,0
1,1,29,21826,1245,99,0
1,4,43,24966,138,22,0
3,3,1,8352,212,21,0
5,1,95,13504,1871,243,0
3,2,52,19214,1083,151,0
4,2,49,6904,834,83,0
1,3,86,20449,1942,271,1
1,1,65,22831,1748,174,0
3,2,28,22905,1043,10,0
2,3,49,30767,1390,194,1
5,2,4,7773,637,25,1
2,3,98,14480,611,42,0
4,4,43,4681,1027,164,0
2,4,77,31398,750,0,0
2,1,96,28903,551,5,0
5,4,81,1706,366,0,1
3,1,17,23728,1777,142,1
4,1,60,18665,1209,217,1
1,4,64,22805,527,63,0
5,2,57,1177,1209,157,0
4,2,61,9691,840,50,0
3,1,53,24691,1569,266,1
2,4,77,23355,1017,101,0
3,4,68,27534,1127,90,0
3,1,36,30001,734,51,1
4,4,72,22980,1758,281,0
1,3,97,27468,816,73,1
2,3,67,13406,1410,197,1
1,3,45,7466,1996,179,1
4,3,40,3434,1856,37,1
1,3,41,21182,1912,0,0
2,1,5,11388,444,17,0
2,4,77,15535,1339,187,0
1,1,46,21424,1242,24,1
1,4,13,2642,1156,69,1
1,2,23,1908,1651,231,0
2,4,86,29986,14,1,0
1,1,51,17672,224,6,1
3,2,17,30197,377,71,0
5,4,96,22895,1682,134,1
1,4,92,30156,597,47,0
3,3,32,8846,942,178,1
3,1,25,23387,1395,0,0
1,3,14,8269,428,77,0
1,2,10,8088,779,54,1
3,2,35,13794,430,12,1
2,2,90,18972,1287,38,1
5,1,83,30890,1553,186,1
1,2,62,28643,1306,248,0
5,3,90,13059,1352,0,1
5,3,79,4993,1675,150,1
4,1,71,18688,1066,31,1
3,1,57,18501,374,37,0
3,2,49,19719,128,11,1
5,2,45,4851,235,35,1
4,3,61,19208,540,37,0
1,2,96,10261,1350,40,1
4,4,74,19676,1044,156,0
5,1,33,18138,782,39,1
4,4,51,8053,1248,187,1
1,3,71,12057,794,39,1
2,4,9,28350,260,39,0
3,4,46,19003,1129,203,1
5,1,5,524,687,41,1
3,2,81,4554,1106,165,1
5,2,69,14242,883,97,0
5,2,18,1753,375,60,1
3,2,76,24770,241,4,1
4,3,64,22480,1681,285,1
1,4,7,23291,372,40,0
4,3,9,20683,1925,38,1
2,4,46,9400,1231,221,1
5,4,46,17851,850,42,0
5,2,94,340,33,3,1
3,3,97,23426,1370,54,0
5,1,71,24013,1699,220,1
1,2,47,8310,1926,173,0
3,2,4,21769,1757,263,0
3,1,88,27491,382,64,0
5,3,71,19434,1995,339,0
1,4,85,17806,1564,0,1
3,4,83,19482,652,0,1
4,3,20,3429,1629,48,0
3,4,26,16025,905,99,1
1,3,51,12369,398,11,0
3,2,10,22065,534,101,1
2,1,24,3164,315,6,1
4,2,84,24924,1740,295,0
1,4,85,25460,514,66,1
1,2,69,30939,1339,107,0
5,2,74,4432,972,48,0
1,3,22,16838,1999,19,0
1,2,71,17146,776,62,0
