item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_available
2,3,94,20223,211,18,1
3,1,11,20643,411,8,1
1,3,63,16872,1240,161,1
4,1,25,15720,116,11,1
3,2,43,16571,552,93,0
2,4,42,20910,1278,140,1
3,4,73,8185,989,19,1
2,1,75,30271,705,133,0
4,1,41,12354,1617,194,0
1,3,31,17884,1993,0,0
1,2,55,2207,743,22,1
2,4,74,14917,1169,105,0
2,4,98,12592,1478,236,0
5,2,75,28135,1397,83,1
5,2,91,10517,1238,0,0
3,4,49,15737,513,92,1
5,2,95,31514,1860,204,0
3,2,13,28552,1506,271,1
2,2,90,9831,567,79,0
1,3,14,31037,1174,11,1
5,4,14,4900,717,50,1
2,4,91,24659,1968,373,0
3,4,49,13155,583,93,1
4,1,11,4824,573,22,1
1,1,55,4961,1413,226,0
3,3,79,31905,381,11,1
2,4,68,29863,607,60,0
1,2,94,30013,1606,128,0
5,1,36,16232,1135,215,0
2,2,56,1875,694,69,1
1,3,62,31066,1880,263,0
3,3,55,3426,452,76,1
5,2,54,16215,1753,280,1
4,4,88,18887,951,152,1
3,4,5,26214,924,46,0
1,1,15,4425,609,109,1
1,4,10,25389,419,62,1
1,1,34,22993,770,30,0
4,1,74,22916,1498,104,1
1,2,69,5260,482,9,1
3,4,56,20413,1893,94,1
4,3,90,10489,1749,209,0
5,1,25,30809,1659,99,1
2,2,82,21471,789,63,0
1,3,8,3076,1023,173,0
2,4,43,31930,1560,218,0
4,1,14,12627,109,11,1
4,1,41,17838,474,71,0
4,1,84,17943,490,78,0
3,4,41,5946,30,5,1
3,1,63,7447,1781,338,1
1,1,25,12502,1519,227,1
3,2,29,28862,557,83,0
4,3,30,3714,142,14,0
3,2,64,10285,484,24,0
2,4,76,8164,684,6,1
1,4,54,24056,671,73,1
4,3,74,27870,691,96,1
3,4,88,2719,979,156,0
4,4,47,19593,490,44,0
2,3,89,5925,1341,227,1
4,1,81,31600,149,28,0
4,1,68,2342,63,3,1
4,2,20,20009,230,6,1
1,1,41,9882,799,151,0
5,3,27,1949,887,0,1
2,4,12,27102,852,136,1
2,1,70,25341,1934,19,1
5,3,9,24138,648,77,1
3,1,21,16096,933,149,1
3,2,91,1764,1924,230,1
5,1,3,8623,324,16,1
2,2,18,19603,177,15,1
5,4,97,1502,461,27,0
2,4,2,4653,979,186,0
4,2,88,30935,1979,257,1
2,2,28,16836,458,18,1
3,4,31,15444,1441,115,0
3,1,53,13034,1935,367,0
3,3,57,11572,470,32,0
1,3,89,1370,609,60,1
4,3,15,7654,1333,146,0
4,3,81,23727,1795,125,1
2,2,96,18062,1117,22,0
1,1,42,81,341,27,1
2,4,59,10100,343,6,0
2,4,99,30390,1969,78,0
4,2,60,10910,1981,237,0
5,1,81,18394,1556,46,0
2,3,3,11582,1977,276,0
2,4,28,18828,500,80,0
2,4,1,10316,1197,131,0
4,2,19,13808,1637,311,1
2,1,81,27348,857,102,1
4,2,83,3921,1606,144,1
4,2,65,4606,545,38,0
2,1,5,19608,1092,196,1
3,3,99,9188,1797,251,1
3,2,61,5515,447,8,0
3,3,23,26437,1469,44,0
3,1,95,12134,462,41,1
1,1,2,25854,200,10,0
3,3,63,25767,96,17,0
4,2,72,20627,25,1,1
1,4,27,15906,1578,189,1
1,4,99,11176,1227,171,1
3,3,31,30856,780,109,1
3,2,82,25806,1131,22,1
4,1,90,13496,1875,243,0
3,3,54,16085,854,25,0
2,1,67,19462,784,62,0
3,3,31,5989,1133,0,1
2,3,97,1470,69,0,0
5,3,49,28606,539,86,0
4,3,16,19118,1208,84,1
3,1,65,11377,1952,78,0
1,2,30,13656,108,7,0
4,3,50,10640,318,12,1
3,4,5,22591,1955,58,0
1,3,37,28010,1729,121,1
2,4,84,19883,1857,241,0
2,3,75,9954,1299,129,1
4,1,99,9855,671,87,1
4,2,96,8120,843,67,1
1,3,57,16685,834,100,0
1,4,19,27453,1344,188,0
1,3,3,16599,496,39,0
5,3,72,30501,315,15,0
5,4,10,27836,227,29,1
3,2,64,12433,1434,258,1
1,2,18,10807,1172,93,0
2,3,68,1035,326,13,1
5,3,26,10996,309,3,0
1,3,19,8272,929,27,0
4,1,78,11531,1634,81,0
5,3,12,26969,695,90,1
5,3,65,22244,486,82,1
1,1,62,30452,624,81,1
3,1,55,24587,1518,136,1
4,1,37,26442,1230,98,0
2,3,47,16884,1659,66,0
2,3,30,29107,673,33,1
2,3,70,1205,1685,134,0
3,2,59,18717,37,3,1
5,1,80,14609,78,0,0
1,1,54,27348,193,15,1
5,3,63,3967,1252,237,0
3,1,49,24086,1157,69,0
5,3,51,8755,6,0,1
1,1,92,15069,1680,0,0
4,1,37,6933,208,6,0
2,2,63,24051,244,14,0
2,2,6,4264,43,2,1
4,3,68,28282,1942,58,1
4,1,35,21287,1447,115,0
5,3,84,30211,1179,188,0
4,3,67,6126,1758,17,0
4,4,2,4797,1999,319,1
3,1,96,4879,1437,86,1
5,1,27,5705,106,9,0
5,3,63,21107,495,14,1
2,2,75,22363,337,64,1
2,2,39,6264,666,93,0
5,2,22,2843,1767,265,1
2,4,73,8969,1478,118,1
1,2,5,28753,446,8,0
4,4,93,24864,1061,84,0
4,4,26,27607,1892,227,0
3,2,87,4191,939,18,1
5,2,52,16166,1950,234,0
5,4,39,10630,410,77,0
4,2,79,15716,1448,72,0
1,3,14,7548,634,88,0
3,4,1,21438,124,23,0
1,1,12,533,265,21,1
5,2,95,1649,167,21,1
4,1,4,1607,1997,279,0
4,2,33,130,801,64,0
2,4,80,15707,809,8,1
3,2,76,5913,854,34,0
1,4,49,28580,310,37,1
4,4,30,24980,1140,114,1
5,2,70,31269,790,142,1
4,1,40,10927,48,0,0
1,3,96,18428,1985,297,0
4,3,24,1167,357,64,0
5,3,93,12530,774,69,0
2,1,61,22081,1057,190,1
4,4,80,9912,495,94,1
1,1,24,16255,1064,63,0
4,3,11,1893,1092,163,0
3,1,5,31135,734,7,1
1,3,96,16037,168,26,0
1,4,59,28571,845,126,1
3,3,48,24323,930,167,1
2,4,70,6350,608,97,0
4,2,18,19430,719,79,1
2,3,5,14082,546,103,0
3,3,30,8060,1419,113,1
3,2,65,3107,1345,134,1
4,3,66,24865,1811,0,1
1,1,67,990,278,11,0
2,1,38,6964,1618,48,0
3,2,72,3822,216,2,0
4,4,24,23166,356,35,1
4,4,54,16713,1469,29,0
3,1,77,26070,1560,296,1
3,1,40,3971,475,47,0
5,2,34,4705,517,31,1
3,2,48,29589,919,36,1
5,2,2,10185,1784,303,0
4,3,83,21347,642,32,0
2,1,69,23741,1093,54,1
1,4,23,13410,1267,88,0
4,4,39,10206,1200,168,0
3,2,3,17700,63,4,0
2,2,97,4561,50,3,1
3,1,18,25671,576,40,0
4,1,81,22733,285,19,0
1,3,37,21760,584,23,1
5,1,92,5691,1155,46,0
3,1,32,29011,1511,135,0
2,3,64,24858,1999,99,1
4,2,85,25574,758,0,1
2,1,82,23237,969,184,0
5,3,31,15218,77,0,1
4,3,95,17228,655,124,0
2,2,82,17214,479,57,0
5,1,81,22750,364,54,0
1,1,58,31574,1555,186,0
5,4,52,21269,197,9,1
5,2,21,4694,744,52,1
4,4,92,4394,1664,183,0
5,1,7,13922,1687,101,0
4,3,29,19476,1120,168,0
2,3,44,31326,1983,376,1
2,1,66,17013,376,45,0
2,2,29,21317,1799,17,1
3,3,94,17137,51,8,1
5,1,96,15476,38,6,1
5,1,15,20754,324,25,1
1,1,10,10100,1993,139,1
3,4,74,31041,1301,234,0
3,1,58,29112,1480,148,1
1,3,91,23122,1224,232,1
1,2,79,9275,1164,174,1
3,4,3,1636,1243,186,1
3,4,49,3433,815,8,1
2,2,82,1585,50,4,1
2,4,12,21986,1915,210,0
2,3,89,17750,576,74,0
3,1,6,1048,832,116,1
2,1,66,30480,1547,108,0
4,4,10,24197,834,91,0
1,1,87,29086,1057,200,1
2,3,78,26416,1285,12,0
1,2,78,19037,498,89,1
5,1,12,19867,257,0,1
4,2,90,3753,274,46,0
5,3,80,9885,1769,194,0
5,4,77,4040,453,18,1
4,4,28,25155,931,0,0
1,2,76,17704,1932,57,1
3,4,26,7204,1797,305,0
5,4,54,31703,193,36,1
1,1,91,14207,627,50,0
5,1,99,6726,1933,38,1
1,3,15,25321,410,57,1
5,2,40,6993,1490,104,1
1,4,4,21565,630,18,1
1,1,44,23598,337,0,0
2,2,17,31428,459,18,1
1,3,21,28179,819,40,1
1,2,89,13256,1350,121,1
3,3,32,27956,752,67,0
3,1,90,8402,584,40,1
4,2,62,23338,1261,138,1
4,3,1,20792,1235,12,0
3,1,55,1144,1964,157,1
3,2,54,22485,1234,123,1
5,4,79,9695,1850,259,1
5,4,16,1844,727,72,1
5,4,41,24563,1558,15,1
2,2,87,27715,1932,154,0
3,1,55,5901,59,10,1
1,3,87,759,715,71,1
5,3,62,28414,1117,212,1
1,1,58,28995,1546,170,1
2,3,92,17324,461,64,1
1,1,31,23692,1781,320,0
5,1,4,8367,1079,107,0
2,3,13,1093,1623,194,1
4,4,65,339,1957,313,0
5,1,89,21763,340,37,1
5,2,29,24039,1755,333,1
3,1,47,1837,290,11,0
5,1,21,24395,302,24,0
3,3,90,25373,453,9,0
2,1,84,31596,1418,28,1
5,1,10,15863,652,13,0
4,1,76,23338,1558,93,1
3,3,92,31942,860,8,0
1,4,19,8302,1857,74,1
5,4,31,21777,353,10,1
2,4,78,21626,733,0,0
5,1,64,14896,479,47,0
5,3,21,21,948,56,0
2,4,40,944,548,87,1
2,2,34,10993,429,60,0
5,1,38,15917,483,38,0
2,4,37,26,803,104,1
1,2,27,11253,1360,40,0
5,3,46,8630,1931,19,1
5,4,67,10185,1701,289,1
1,3,70,19012,1200,36,1
5,3,52,18667,1360,258,0
3,4,98,22979,360,61,1
5,1,39,26023,910,45,1
3,3,8,1070,1154,196,1
1,2,86,25933,1258,163,1
4,2,82,24407,1542,262,1
1,1,80,64,1845,313,1
5,4,66,17460,1051,42,0
2,2,54,26697,243,0,1
4,3,3,28670,1149,11,0
5,1,44,23032,805,128,0
3,1,0,1742,1034,72,0
2,2,65,14693,1859,167,1
4,2,89,6735,1669,0,0
4,2,74,21090,611,24,1
1,1,19,16123,954,133,1
2,1,49,11460,1182,106,0
4,2,3,25888,1703,153,0
3,3,48,10011,773,0,0
2,4,32,31087,1655,132,0
2,4,49,23710,725,123,0
5,2,97,25540,902,18,0
2,1,72,18026,689,89,1
3,3,26,17826,1401,42,1
1,2,88,27743,1208,157,0
5,4,86,21012,993,139,1
2,3,12,13997,1189,214,0
1,1,71,19923,716,0,0
3,2,45,28959,1704,68,0
2,1,77,10230,1682,235,1
5,1,79,20722,485,77,0
5,2,61,26525,1890,170,0
3,3,39,7862,1725,69,1
2,2,48,26842,1109,166,1
2,3,43,17137,1672,117,0
2,2,76,20989,890,142,1
4,3,39,22694,1219,207,0
1,4,50,22501,1437,143,1
1,3,67,15450,1225,147,1
1,3,42,8905,879,167,1
2,1,82,9769,356,49,1
5,2,24,24633,608,18,1
5,3,30,28694,489,19,0
5,4,56,2742,1795,197,0
3,3,49,10473,676,128,1
2,1,39,2921,1471,161,1
5,4,49,28845,928,9,0
5,2,58,8997,1040,114,1
1,2,19,25655,1742,87,0
5,3,87,13877,667,26,0
3,1,85,16433,1275,178,0
3,2,75,18797,1312,39,0
3,4,16,28554,1275,0,1
2,3,40,25056,475,66,0
3,4,9,9931,1737,52,1
1,2,31,8258,1777,159,0
5,3,19,3283,1474,221,0
2,4,26,24417,438,17,1
3,3,52,23681,167,5,1
2,3,72,18307,1954,78,0
4,2,15,2378,527,94,1
1,2,28,10446,1863,353,1
2,1,56,12434,1415,198,0
3,2,30,14081,1355,203,1
3,1,1,1176,1296,155,0
5,2,89,887,1115,178,0
4,3,85,7873,715,7,0
2,2,88,26997,413,20,0
1,3,32,21982,901,108,0
1,4,58,23806,75,9,1
2,4,6,16202,740,81,0
3,2,29,13295,1540,231,1
3,1,12,19840,1317,105,1
3,3,56,282,911,100,1
4,3,63,837,806,145,0
2,3,2,16929,595,83,0
4,2,58,11483,252,20,0
1,1,6,11909,760,22,1
3,3,63,7689,311,55,0
4,3,3,17011,1769,70,1
4,3,99,9278,291,8,0
2,4,78,20615,822,49,0
1,1,47,31917,1995,139,0
5,2,38,1423,974,58,0
3,2,84,31467,1800,342,0
1,4,48,3725,374,48,1
5,1,62,18486,1966,176,0
5,2,86,28006,1328,92,1
1,3,47,11655,1159,220,1
1,2,7,6440,1105,22,0
3,2,53,20840,1193,167,1
2,1,16,20651,875,122,0
2,1,13,7691,1870,56,0
5,2,52,25648,648,90,1
1,3,47,25794,1694,152,0
5,2,72,8496,1877,93,1
5,4,52,21561,1115,133,0
2,3,43,28036,360,50,1
1,4,13,757,1804,90,1
1,1,69,10390,1615,242,1
1,2,66,7280,598,65,1
2,2,29,18771,130,23,1
2,4,3,28894,1240,86,0
4,2,45,2409,1278,153,1
4,3,76,21647,1903,266,0
1,3,6,20564,1771,301,1
3,2,67,4054,1053,21,0
5,2,20,21717,1140,182,0
5,3,29,9077,408,32,0
2,2,88,26127,1992,39,1
4,3,78,6387,1387,83,0
2,3,13,13697,629,113,0
3,2,41,12027,475,52,0
2,3,64,6613,1337,213,0
2,1,31,23167,1563,78,0
5,1,56,6842,993,129,0
5,3,52,29870,1520,182,0
1,1,13,30807,1735,69,1
5,3,33,12267,1526,76,0
1,2,18,8086,1607,160,0
4,1,28,30936,279,27,1
1,4,21,16578,975,39,1
2,3,16,13860,1175,94,0
5,4,80,29505,1909,171,0
3,1,56,27994,982,9,0
3,1,66,14571,621,37,0
2,2,36,9206,1464,248,1
1,1,97,12585,1594,111,1
2,2,3,3978,1363,122,0
5,4,8,3007,544,48,0
3,2,11,24949,1040,145,1
1,4,32,25952,1595,143,0
1,1,54,9588,1287,141,0
2,4,13,18536,1286,90,0
2,1,44,6347,1001,80,1
5,4,74,26536,337,23,1
2,4,87,26190,1576,157,0
3,2,7,10530,1458,247,1
1,1,9,8988,41,4,0
1,3,99,27422,1122,0,1
1,4,32,15401,1798,215,0
3,2,43,11273,1816,217,1
3,1,95,6140,1765,35,0
2,3,99,6197,539,26,1
5,4,96,9860,1321,105,0
1,2,98,18170,1404,0,0
1,2,96,5577,479,14,1
2,4,6,10864,1553,170,0
3,1,20,5652,1230,147,1
3,2,57,2123,1790,35,1
5,4,68,13543,185,3,1
3,1,40,6911,1108,88,0
2,1,43,29413,382,57,1
3,4,92,10966,1037,103,1
2,3,37,1673,1998,219,0
1,1,43,25410,1456,145,1
5,1,74,25702,1190,0,0
4,1,37,8783,1050,0,0
4,2,48,9461,953,66,0
1,1,56,7959,1714,0,1
4,3,6,24597,100,1,0
3,1,1,25307,1814,36,0
1,1,65,27633,96,1,0
1,3,22,4780,1216,72,1
2,3,53,29326,271,21,1
4,1,16,145,804,40,0
2,3,41,16568,1363,13,0
1,4,10,4417,628,31,0
1,3,94,16441,697,48,0
4,3,66,21432,1382,96,1
2,1,75,26094,989,0,0
2,4,68,20439,381,45,0
1,1,47,14010,558,106,0
5,3,97,2595,12,1,0
3,4,99,20079,427,17,0
3,2,12,18605,676,94,0
1,2,11,15885,1809,126,0
1,2,66,9048,1117,78,1
4,3,35,26902,1418,155,1
3,1,82,9912,1563,296,1
5,3,56,3978,46,1,0
1,1,3,23204,10,1,1
4,3,54,8022,1541,277,1
4,3,99,20506,1596,127,1
3,2,11,2673,1118,78,0
2,3,72,20684,32,4,1
5,2,42,20359,889,88,1
5,3,52,3605,929,83,0
2,2,57,31507,129,16,0
2,3,83,26204,1361,190,0
2,4,33,3421,1501,60,1
2,1,62,8832,875,96,0
1,3,5,5944,548,98,0
2,3,55,13593,1804,90,1
1,3,51,30643,1992,79,1
1,4,68,22126,1960,19,0
5,3,17,25936,1619,48,1
5,1,77,20619,668,46,0
3,1,59,18725,1357,203,1
1,2,62,20746,1337,213,1
2,3,44,25071,270,5,1
3,4,68,29003,1342,147,1
3,3,94,4860,251,47,1
1,2,20,6448,1651,181,0
3,3,21,7529,1049,20,0
2,2,12,21798,1918,0,0
5,2,15,31315,1325,79,0
1,2,62,66,1563,62,1
2,4,85,26781,679,74,1
4,2,10,28175,415,29,0
2,3,41,29270,689,41,0
4,2,25,31233,683,0,0
3,1,36,8529,128,8,0
2,3,97,28158,1122,213,1
1,2,98,20751,622,37,1
4,1,5,26063,868,17,0
2,3,55,18833,642,44,0
1,1,5,16771,892,62,0
5,2,4,20713,1413,70,1
2,2,55,1649,1612,274,1
1,2,28,26671,997,69,1
2,4,40,13527,1679,100,0
2,2,75,22823,1785,178,0
3,2,67,5082,614,92,1
2,2,72,31003,279,36,1
2,4,29,5719,1453,14,0
3,2,4,31159,1778,195,0
3,1,3,11249,110,0,1
2,1,48,2271,473,80,1
3,4,99,22613,1471,73,1
3,2,18,29740,77,9,0
3,2,87,24934,1566,140,0
1,1,74,11127,1389,180,1
5,2,55,28415,106,12,1
5,3,3,8018,176,14,0
4,3,9,1881,1885,113,1
2,4,69,30532,841,142,1
5,1,27,7200,1702,119,0
5,4,74,13241,51,8,1
4,3,50,20389,1442,259,0
3,3,55,9494,1793,53,0
4,4,15,25690,1156,150,1
2,1,22,21929,1,0,1
1,3,48,23296,456,13,1
5,4,12,19862,350,24,0
2,3,10,30377,1494,268,0
5,1,19,25298,1637,163,0
4,1,21,21015,190,9,1
5,2,49,25931,139,1,0
3,3,49,9124,1815,36,0
2,3,92,29044,1752,210,0
1,2,72,9770,1700,221,0
4,2,0,23309,168,31,0
4,2,97,14709,497,44,0
5,2,92,26627,1943,310,1
2,4,67,14247,1664,299,1
4,1,0,13826,966,77,1
1,4,23,5797,1357,94,1
1,3,31,3112,1502,15,1
4,4,84,19590,680,74,1
5,3,2,26798,742,81,0
4,2,54,28288,710,78,0
3,3,26,12453,1638,147,0
5,2,84,26001,1600,144,1
3,3,82,24559,1958,234,1
3,1,58,23467,923,18,1
3,1,97,30685,1294,51,1
2,3,26,15488,534,32,0
3,4,71,9481,1776,248,0
2,4,42,31204,1664,166,0
2,3,55,19081,1010,90,0
4,4,90,31456,1201,204,1
5,3,48,14091,971,67,0
1,2,84,5869,643,0,1
5,3,72,27975,33,3,0
5,4,28,24357,1302,208,1
2,4,97,14334,811,56,0
3,4,19,29329,1271,152,1
5,2,83,18180,733,95,0
3,4,42,24700,634,0,0
3,1,33,17324,625,112,1
3,3,89,3747,962,48,0
2,4,40,20176,854,0,0
1,3,35,7927,184,29,0
4,2,14,7253,22,2,0
2,3,38,26690,1959,293,0
3,4,48,19757,76,0,1
1,2,23,8257,1717,171,1
3,2,8,25390,1665,183,1
5,3,3,9614,1637,229,1
1,4,22,11333,1322,171,1
4,2,81,19106,1430,114,1
4,4,73,25399,1396,251,0
1,1,81,12164,1432,85,0
5,2,33,29965,1015,81,0
5,3,15,27158,183,25,0
3,3,84,3929,1323,171,0
2,3,31,25430,1792,215,0
5,3,97,9486,1888,207,1
2,4,39,20910,879,52,0
2,1,82,21325,762,15,1
5,3,90,20869,230,2,1
4,4,61,30597,1956,156,0
1,3,63,28737,1428,142,0
3,4,79,4798,1187,201,1
1,4,13,24503,411,65,0
5,4,86,5628,653,78,1
3,1,61,2695,1988,198,0
4,2,12,28951,397,51,1
3,2,40,21467,1144,148,0
2,3,73,21833,1287,51,1
5,3,28,26889,1401,196,1
2,2,87,22664,1419,184,0
2,1,71,31832,557,38,0
3,1,18,15474,1303,39,1
1,4,6,11675,1341,174,1
2,4,84,931,24,1,1
4,3,19,8941,848,0,0
5,2,85,15879,412,45,0
2,2,34,31668,565,107,1
4,3,49,11259,1747,122,1
1,2,73,10320,1365,245,1
4,4,13,23360,182,29,1
1,3,26,754,568,85,1
1,3,89,21700,562,0,0
3,4,19,6885,927,0,0
2,1,48,29661,142,22,0
5,2,19,28026,1880,282,1
4,4,79,15186,913,100,0
4,2,29,18996,1187,213,0
4,4,22,20104,1710,273,0
1,1,23,11136,1936,348,0
2,4,74,20525,301,27,1
1,4,51,25769,1178,188,0
2,2,26,8518,1174,223,1
4,1,28,10442,1556,248,1
2,2,19,25482,721,108,1
2,4,18,24494,831,49,1
5,1,35,23027,620,80,0
3,4,56,16866,1287,180,0
4,2,3,19722,56,4,0
5,3,71,28554,720,86,0
2,2,3,18736,803,72,1
5,2,24,1801,848,110,1
2,4,61,11009,637,121,1
1,1,21,6269,990,118,0
3,1,98,3627,1229,135,0
3,2,30,30779,450,22,1
5,1,8,4686,1770,123,1
2,1,93,23490,1712,68,1
4,1,0,31634,374,56,1
3,3,73,19058,69,11,0
4,2,24,1254,918,91,0
5,4,27,9459,1561,62,0
1,4,14,12294,1205,0,0
4,1,56,17483,732,36,0
1,1,6,12748,1771,35,1
1,4,47,23557,1220,12,0
4,2,63,25405,478,19,0
1,2,33,12235,687,123,1
1,2,80,11529,905,171,1
5,4,41,1824,658,46,1
3,3,20,4772,1213,12,0
3,4,16,20550,22,1,0
3,3,61,11184,1850,296,1
4,2,28,23238,1341,227,1
5,1,99,6436,468,0,1
2,4,83,3887,1469,44,1
4,2,69,12257,1577,283,1
2,2,93,28424,1504,285,1
5,3,40,21362,334,63,0
5,4,62,5639,191,24,0
1,3,4,22197,955,95,1
1,4,38,28935,1998,159,0
4,1,75,9867,1711,290,1
1,4,42,15050,1994,219,0
1,4,37,3752,1039,145,0
4,4,45,15076,1879,0,0
5,3,60,12364,19,0,1
5,2,69,29097,991,59,1
5,1,65,52,1995,59,1
3,2,50,16869,770,146,1
2,3,26,22996,1096,32,0
4,3,25,8008,882,26,0
4,2,39,3270,591,29,1
3,1,49,25482,210,16,1
2,2,22,22499,173,32,1
5,4,29,14647,672,87,1
3,2,86,7188,1575,110,0
4,3,20,28177,316,34,1
2,4,8,9375,1735,156,1
5,2,20,31924,139,19,0
4,4,87,18664,158,25,0
4,1,75,29683,9,0,1
3,1,38,9854,1991,0,0
3,1,1,22693,1910,305,1
2,3,12,9654,726,108,0
2,3,19,14041,822,90,0
2,4,72,4425,1729,328,0
5,1,60,14915,15,0,0
3,3,43,27995,393,0,1
4,3,56,26300,432,8,1
3,3,9,27903,1313,236,1
1,3,20,17397,558,100,1
4,2,57,3642,1591,222,1
5,1,16,24411,164,24,1
2,1,31,5737,1026,71,0
5,3,60,31271,46,1,0
3,4,86,4907,833,58,0
5,3,97,27481,1958,97,1
1,3,3,25524,981,137,1
2,3,73,14234,886,62,1
2,3,13,17539,1985,59,0
4,1,16,26352,1120,123,0
3,4,69,11681,1389,208,0
2,2,93,13177,1500,225,0
3,4,23,3077,962,163,0
4,3,18,30565,1013,0,0
5,3,89,19295,910,109,0
1,4,36,26965,106,12,1
5,4,23,5460,1223,73,0
4,1,28,911,13,0,1
1,4,52,3817,1350,189,1
3,4,49,3590,1521,60,1
1,3,98,1317,1297,90,1
5,2,8,16972,978,107,1
1,1,6,11484,1755,315,0
5,3,78,22601,1836,201,0
3,1,81,18866,330,52,1
5,1,6,22498,736,125,1
4,2,79,2682,570,22,0
1,3,79,16264,797,111,1
4,3,24,10951,214,25,1
3,4,31,5363,1100,99,0
1,4,75,2449,361,57,1
2,2,32,21534,1349,175,0
5,1,3,1301,1563,265,0
2,4,2,9792,718,100,1
2,2,98,6496,715,114,1
2,1,21,18943,486,43,1
2,2,95,10783,810,64,1
3,1,33,30854,914,27,0
3,3,39,28344,1309,209,0
5,4,15,21058,27,5,1
3,4,57,26147,1082,140,1
3,2,24,26831,909,36,1
1,1,34,10424,718,50,0
2,3,70,19254,217,10,1
2,2,74,5185,643,96,0
3,2,96,20119,432,34,0
2,3,74,3374,1706,0,0
1,4,89,25049,914,36,0
2,2,3,16960,609,103,0
1,1,25,22992,1199,167,1
2,4,41,25143,434,60,1
5,3,82,2676,1059,74,1
3,2,85,3166,682,102,0
5,2,99,11285,1780,17,1
3,1,31,25230,1477,192,0
4,1,88,27325,1048,125,1
5,3,71,3209,1074,53,0
4,2,43,3864,1269,114,0
2,4,17,19052,390,19,1
1,4,85,20261,624,106,0
1,1,9,20783,651,52,1
5,3,55,18874,4,0,0
5,4,89,24259,824,140,1
2,3,63,1489,1112,55,0
1,1,85,12454,1785,321,1
1,3,7,21599,942,84,0
2,1,83,30936,1344,134,0
2,3,16,7878,497,19,0
4,1,83,27012,1113,211,0
1,1,9,20763,1418,155,0
5,3,67,6432,1930,38,1
4,2,91,16686,27,0,1
1,1,62,28685,1171,140,1
2,2,28,20980,941,37,0
5,3,70,22105,981,58,1
3,1,85,12062,1942,38,0
1,3,68,28568,293,14,0
1,2,95,188,874,148,0
4,2,92,15806,597,0,0
2,2,57,16312,1044,41,0
1,2,26,18811,774,139,0
1,4,74,24706,1479,29,0
2,4,58,610,1129,191,1
2,2,40,9355,340,47,0
1,1,57,31587,1566,93,0
2,1,47,17531,55,2,1
2,3,10,10851,1338,53,0
3,1,71,4769,367,22,0
5,3,39,22185,700,77,0
1,4,83,19476,640,102,1
4,1,49,9699,889,97,1
4,3,61,20052,433,69,1
1,1,66,4777,1286,154,1
4,1,60,28229,1141,34,1
3,4,60,21918,1986,79,1
2,1,93,16311,780,101,1
1,3,65,14215,97,0,0
3,2,66,29290,599,41,0
1,2,36,15091,518,10,0
2,2,79,9960,1559,296,1
2,4,38,25941,989,178,0
1,2,35,21225,1696,0,0
5,2,57,22523,0,0,0
3,3,14,24916,664,86,1
2,1,17,20229,788,55,1
1,4,53,17521,1380,55,0
1,4,96,24620,209,10,1
2,4,99,29842,1753,210,1
1,2,64,10020,406,28,0
4,3,87,10255,315,28,1
5,4,82,10524,1724,327,1
3,4,63,1500,1203,132,1
1,3,48,19977,1340,201,0
2,1,27,12418,1758,298,0
1,4,33,31211,25,3,0
2,4,87,20504,1392,55,1
4,2,23,21575,172,1,0
1,1,28,23419,1065,170,0
2,3,64,12751,448,13,1
5,4,50,18358,528,31,1
4,2,3,31871,1031,61,1
1,1,81,7886,1677,100,0
1,4,59,30575,1719,137,1
5,1,19,16959,675,40,0
1,1,71,7210,1716,171,1
4,2,71,18659,1338,200,0
1,1,28,4278,1613,96,0
1,2,9,853,995,109,1
2,1,24,15926,1213,133,1
3,3,4,21839,1442,201,1
4,2,24,17653,999,189,0
2,2,5,26172,327,0,0
1,4,22,18286,1407,168,1
3,2,16,30743,1429,57,1
4,1,89,30243,329,0,1
1,2,39,13331,1326,66,0
1,4,26,26937,1021,61,0
1,4,12,21173,1657,165,1
4,4,37,8088,329,3,0
1,1,89,29627,973,116,1
4,1,34,8499,488,43,1
3,3,47,5641,670,60,1
5,1,63,9731,459,32,0
2,2,5,16315,831,141,0
2,2,43,26029,1931,193,0
1,2,67,22876,1411,84,0
3,3,32,4902,1548,46,1
3,3,20,27243,799,95,1
5,3,20,4869,377,67,0
3,1,19,25801,1906,190,1
2,4,25,14857,1256,238,1
1,4,12,29540,1359,190,0
4,2,63,5647,1107,121,0
3,3,16,20831,1372,192,1
4,4,14,10770,1179,23,0
1,1,55,9263,1187,142,1
3,3,2,26057,1404,196,0
4,2,7,22415,1579,31,0
5,4,13,22317,1332,93,0
1,2,1,27792,868,156,0
3,3,61,3619,974,146,1
2,4,70,10177,985,157,0
2,3,34,14825,742,140,1
3,1,99,3147,1260,63,1
5,1,45,21889,457,45,1
5,3,85,1659,126,18,1
2,2,25,1408,961,163,0
5,3,56,2573,1878,112,0
4,1,84,29270,1215,36,0
5,2,76,31823,1057,190,1
2,1,84,17751,104,15,1
2,4,67,12496,695,55,0
3,4,63,29044,1570,157,0
4,1,3,24632,925,120,1
1,1,91,26919,1596,207,0
5,2,40,5824,1354,121,1
5,2,22,4793,1269,101,0
5,2,76,9945,332,23,0
3,1,86,16977,1111,77,1
3,2,37,7338,1087,141,1
5,4,34,26890,1087,76,1
3,4,59,13314,1664,0,0
2,4,22,28957,287,45,1
