item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
kids,3,28,14135,770,100,5030
clothes,3,54,10440,414,66,5031
furniture,3,72,5650,1683,235,5032
kids,1,63,28647,175,24,5033
kitchen itensils,2,55,19185,1931,308,5034
kids,1,34,21536,1094,164,5035
furniture,3,17,29468,886,168,5036
clothes,2,16,19214,176,17,5037
other,1,71,15569,1119,55,5038
clothes,1,35,16192,7,0,5039
clothes,3,52,17295,697,20,5040
clothes,2,60,19250,557,77,5041
clothes,3,20,22235,1144,11,5042
kitchen itensils,2,9,6461,126,18,5043
other,2,13,11775,12,0,5044
kids,1,10,2988,1480,14,5045
kitchen itensils,2,83,23456,490,34,5046
other,1,9,5022,400,44,5047
kitchen itensils,3,57,105,1999,379,5048
furniture,3,70,30754,786,133,5049
kitchen itensils,1,5,24396,478,33,5050
kitchen itensils,2,63,773,676,33,5051
furniture,2,72,14213,563,67,5052
kitchen itensils,4,82,22077,1279,217,5053
furniture,3,40,10804,729,58,5054
clothes,3,17,2972,1156,57,5055
other,1,67,11566,840,159,5056
kids,1,68,5824,1882,282,5057
furniture,4,79,18952,1794,269,5058
kitchen itensils,1,9,30869,1086,141,5059
clothes,4,32,12970,1707,34,5060
other,2,90,25177,473,42,5061
furniture,3,10,30512,1681,100,5062
other,2,66,27547,1390,83,5063
clothes,4,59,17326,1908,267,5064
kids,2,19,12424,809,72,5065
kitchen itensils,2,76,25736,831,16,5066
furniture,4,75,30344,820,41,5067
clothes,3,55,8457,106,14,5068
other,1,61,6005,1912,363,5069
kids,1,52,14340,994,59,5070
kitchen itensils,4,31,4153,559,106,5071
clothes,2,33,22265,646,71,5072
clothes,2,61,3442,188,30,5073
kitchen itensils,3,37,14642,243,9,5074
kids,1,0,31931,1852,111,5075
kids,4,26,14917,1513,181,5076
furniture,4,42,6625,935,65,5077
other,3,30,16158,484,38,5078
clothes,3,98,20513,568,45,5079
kids,1,9,14592,776,54,5080
kitchen itensils,3,62,27041,224,26,5081
kitchen itensils,1,25,21362,925,55,5082
clothes,1,17,25573,1823,291,5083
kitchen itensils,2,53,23370,555,66,5084
kitchen itensils,2,95,6138,711,42,5085
other,2,38,1661,355,3,5086
kitchen itensils,2,20,13409,584,52,5087
kitchen itensils,3,30,13927,1559,109,5088
furniture,3,79,19467,1792,17,5089
kids,2,4,15785,1687,320,5090
kitchen itensils,3,60,15661,1387,263,5091
kids,1,79,28749,220,35,5092
kids,3,44,28060,22,1,5093
kitchen itensils,1,57,19603,1141,114,5094
kids,4,87,21792,1252,150,5095
kids,2,12,9741,795,0,5096
other,4,95,3368,1415,226,5097
clothes,1,30,19825,445,22,5098
clothes,4,21,24255,316,41,5099
other,4,47,1927,1227,98,5100
kids,3,98,29133,28,0,5101
kitchen itensils,2,73,8478,1724,224,5102
kids,1,12,25151,241,19,5103
kids,1,9,8221,1867,205,5104
furniture,2,34,10204,842,126,5105
clothes,2,12,28896,95,8,5106
furniture,3,63,11526,1352,148,5107
other,1,47,16707,1888,283,5108
clothes,2,62,13744,1300,195,5109
clothes,4,18,15718,856,0,5110
clothes,1,37,24224,160,30,5111
furniture,3,12,7554,1769,336,5112
clothes,1,54,871,800,8,5113
kids,2,46,197,1170,23,5114
kids,3,55,27764,1138,216,5115
other,1,31,11363,1188,47,5116
clothes,2,74,11685,1315,26,5117
furniture,3,59,23284,1067,85,5118
kids,4,36,8279,214,19,5119
kids,1,19,22668,1844,36,5120
kids,3,7,16205,88,12,5121
clothes,3,98,15643,318,9,5122
other,2,77,7511,1059,137,5123
furniture,4,32,15368,1109,110,5124
kids,2,39,22383,719,57,5125
clothes,1,4,23438,645,122,5126
kitchen itensils,4,38,21206,1556,108,5127
other,1,47,24918,1042,197,5128
kids,3,32,13819,1554,0,5129
clothes,3,4,26534,1308,170,5130
other,2,32,14579,1142,79,5131
clothes,1,40,21914,1759,70,5132
other,3,95,12789,544,38,5133
clothes,1,38,3135,1315,65,5134
clothes,3,90,14600,798,79,5135
kids,2,70,31400,1313,210,5136
clothes,2,7,2314,1142,22,5137
furniture,1,26,20652,345,6,5138
furniture,1,45,8741,1262,100,5139
other,1,4,30507,466,18,5140
other,3,67,12944,1391,264,5141
furniture,2,28,5666,87,6,5142
kids,4,64,8392,1185,59,5143
kitchen itensils,2,79,9748,786,125,5144
kitchen itensils,3,99,6780,1644,49,5145
furniture,2,44,25047,553,49,5146
kitchen itensils,2,29,4778,1164,58,5147
kids,4,46,14420,769,30,5148
kids,3,43,180,1561,15,5149
kitchen itensils,2,71,11768,462,9,5150
clothes,4,34,24020,1303,78,5151
clothes,2,10,15964,1396,69,5152
other,1,73,29467,1691,304,5153
other,1,0,4113,1278,140,5154
kitchen itensils,1,73,24870,1919,211,5155
furniture,1,0,9643,1906,152,5156
kids,4,45,24420,1797,161,5157
other,4,66,23402,156,9,5158
furniture,3,45,12037,964,0,5159
kitchen itensils,1,46,1938,158,6,5160
kitchen itensils,3,49,15577,1793,125,5161
kids,2,19,30268,21,1,5162
kids,3,75,5686,557,89,5163
furniture,4,68,3031,12,2,5164
kitchen itensils,1,94,29675,767,115,5165
furniture,1,25,30,1055,126,5166
kitchen itensils,4,86,5267,1778,17,5167
other,2,33,30473,276,2,5168
clothes,4,6,23961,1712,154,5169
kitchen itensils,3,87,2535,1709,0,5170
clothes,4,51,22546,1327,39,5171
clothes,2,4,8198,1612,80,5172
kids,2,58,26626,1857,278,5173
furniture,4,24,17826,557,16,5174
kitchen itensils,1,31,30191,1750,122,5175
other,1,16,10280,65,1,5176
kitchen itensils,1,69,749,1133,33,5177
kitchen itensils,2,54,1337,74,7,5178
other,2,6,14691,335,63,5179
furniture,1,88,30468,547,38,5180
clothes,1,1,8314,1203,156,5181
kitchen itensils,2,9,26620,1442,28,5182
kitchen itensils,4,19,8556,912,100,5183
kitchen itensils,3,91,13080,131,2,5184
furniture,4,87,22962,1557,124,5185
kids,3,1,11952,1094,65,5186
furniture,1,2,31515,1033,82,5187
furniture,3,33,25779,888,150,5188
kids,1,54,28257,1563,0,5189
kitchen itensils,1,96,5151,535,85,5190
other,4,44,25536,1929,366,5191
furniture,3,65,13945,1086,21,5192
kitchen itensils,3,82,31687,1482,14,5193
clothes,1,59,14330,1933,289,5194
kids,3,16,6142,1065,138,5195
furniture,4,94,26088,496,49,5196
kitchen itensils,2,89,12735,1005,180,5197
other,3,37,13343,554,27,5198
kids,4,71,31747,1205,192,5199
kitchen itensils,2,67,4403,862,146,5200
kids,4,79,16364,826,49,5201
furniture,3,59,24438,885,17,5202
kids,4,51,13961,1489,178,5203
other,1,35,31394,1777,17,5204
kitchen itensils,4,41,29488,1684,117,5205
kids,3,8,22714,459,32,5206
furniture,4,44,12553,1428,157,5207
clothes,3,81,9478,648,0,5208
other,4,76,12311,1335,213,5209
clothes,3,22,18941,1697,322,5210
kitchen itensils,2,43,19360,914,91,5211
kitchen itensils,1,13,29295,746,7,5212
kids,4,75,30784,311,0,5213
kids,2,7,17673,774,23,5214
furniture,3,52,26488,1231,135,5215
clothes,4,20,10157,875,35,5216
other,2,67,31604,12,0,5217
clothes,1,29,30335,88,3,5218
furniture,1,85,15265,1174,93,5219
kids,3,52,13010,245,26,5220
kitchen itensils,4,81,15004,17,1,5221
clothes,1,58,893,1122,145,5222
furniture,2,28,10021,4,0,5223
clothes,4,8,26309,1186,83,5224
kitchen itensils,2,58,13215,967,96,5225
clothes,3,56,26721,1294,219,5226
furniture,4,22,27789,563,84,5227
other,2,25,14641,630,50,5228
clothes,3,91,21135,1903,171,5229
other,3,92,26458,675,40,5230
other,1,96,670,1512,90,5231
kids,4,5,8694,764,68,5232
kitchen itensils,1,54,27249,231,39,5233
kitchen itensils,1,81,22283,1743,191,5234
kitchen itensils,3,18,15450,276,38,5235
kitchen itensils,1,77,24173,982,176,5236
kitchen itensils,3,88,20506,62,1,5237
kitchen itensils,1,46,9515,1483,281,5238
clothes,1,57,7950,1013,0,5239
clothes,4,89,16164,1900,190,5240
furniture,2,7,17463,620,37,5241
other,1,75,12689,1752,192,5242
other,4,22,30743,82,10,5243
kids,3,47,5439,1860,130,5244
kitchen itensils,1,10,9096,820,114,5245
kids,1,83,7489,1262,164,5246
kitchen itensils,2,19,22225,609,79,5247
kids,2,93,24387,217,36,5248
kitchen itensils,4,69,8697,1788,250,5249
other,2,45,20310,746,96,5250
furniture,1,17,8832,1977,39,5251
kitchen itensils,3,23,15952,490,4,5252
kids,4,57,7142,1326,53,5253
furniture,3,52,21588,306,18,5254
kitchen itensils,4,64,27998,1314,0,5255
furniture,4,49,10615,359,64,5256
clothes,3,68,29390,1655,281,5257
other,2,28,24307,276,16,5258
kids,3,14,29509,354,35,5259
other,2,89,23237,1375,192,5260
kids,2,65,24547,659,92,5261
kitchen itensils,3,37,26429,1186,106,5262
kitchen itensils,2,95,1768,208,6,5263
kids,3,69,12533,606,0,5264
other,3,31,682,924,138,5265
furniture,2,0,31418,1901,152,5266
kitchen itensils,3,34,5660,861,94,5267
furniture,3,96,19141,1786,107,5268
kitchen itensils,2,0,7525,1824,18,5269
kids,2,73,1871,1542,185,5270
other,2,45,21619,1397,223,5271
other,3,96,8399,621,93,5272
kitchen itensils,3,16,6461,1009,50,5273
clothes,4,64,12267,219,13,5274
kids,4,53,31988,671,107,5275
furniture,2,71,17241,1812,54,5276
furniture,4,65,12649,1774,88,5277
other,3,51,13786,936,112,5278
other,1,80,13530,247,32,5279
kitchen itensils,1,60,14365,201,8,5280
kitchen itensils,3,33,9835,1719,51,5281
other,1,95,7829,867,138,5282
clothes,4,46,30935,1015,111,5283
clothes,4,17,15546,961,182,5284
other,3,77,17307,111,14,5285
kids,4,88,1313,104,19,5286
clothes,4,50,19267,1789,339,5287
clothes,1,28,15468,1847,92,5288
other,4,56,10410,504,50,5289
other,4,33,16646,697,76,5290
kids,4,86,29341,691,13,5291
kids,2,56,28843,1849,314,5292
clothes,3,65,2863,904,9,5293
clothes,4,31,12527,976,0,5294
kitchen itensils,1,95,25864,374,11,5295
clothes,2,53,3379,736,51,5296
furniture,1,22,26348,1205,228,5297
other,2,6,23365,19,1,5298
kids,3,61,12588,1680,50,5299
other,2,0,12144,645,90,5300
clothes,4,52,19387,1642,49,5301
furniture,4,83,6474,1698,322,5302
furniture,1,8,2976,1319,118,5303
other,3,89,18436,308,58,5304
furniture,4,40,15923,886,106,5305
kids,2,55,11106,1357,13,5306
other,1,76,27128,1353,189,5307
furniture,4,8,2452,997,159,5308
kids,2,95,4465,947,75,5309
furniture,4,37,14764,479,28,5310
furniture,2,0,18824,1528,30,5311
other,2,74,20096,1168,210,5312
clothes,2,73,27016,25,2,5313
kids,4,57,31886,952,9,5314
clothes,3,66,3771,1895,170,5315
kids,4,45,21491,907,99,5316
kitchen itensils,4,62,15093,310,37,5317
other,2,24,30680,514,56,5318
clothes,4,39,3025,933,158,5319
kids,2,8,13055,1231,196,5320
furniture,1,71,10120,792,79,5321
kitchen itensils,1,65,3673,1772,106,5322
kitchen itensils,4,7,3797,1971,118,5323
other,2,9,3644,1864,130,5324
kids,2,88,21031,741,118,5325
kids,3,39,30487,1457,72,5326
other,2,6,24411,1924,365,5327
kitchen itensils,2,57,19103,74,2,5328
furniture,3,50,18907,856,119,5329
clothes,4,79,17938,106,0,5330
other,2,65,30351,404,60,5331
kitchen itensils,2,52,20766,1922,38,5332
clothes,3,72,10296,1654,181,5333
furniture,2,59,5906,1735,173,5334
clothes,1,9,25496,627,87,5335
furniture,4,72,23685,1445,115,5336
clothes,4,99,17238,1697,305,5337
kitchen itensils,4,89,1615,1953,351,5338
furniture,2,33,2909,1095,54,5339
furniture,1,20,8476,1304,13,5340
kitchen itensils,4,2,11187,248,47,5341
other,1,58,28369,1576,63,5342
furniture,2,86,12663,706,84,5343
kitchen itensils,2,33,30215,729,80,5344
kitchen itensils,1,60,28749,203,16,5345
furniture,4,94,16010,1411,84,5346
kitchen itensils,3,43,8747,738,103,5347
clothes,3,68,29394,577,51,5348
kitchen itensils,2,68,23253,789,94,5349
other,1,38,18305,1569,188,5350
other,1,39,23658,556,88,5351
furniture,3,84,14700,1465,117,5352
kitchen itensils,4,7,19297,553,94,5353
kitchen itensils,3,96,23759,594,0,5354
other,1,11,28836,1343,255,5355
kids,4,59,28243,321,35,5356
kitchen itensils,1,96,4385,1224,146,5357
furniture,3,9,26195,792,134,5358
clothes,2,44,16284,875,35,5359
other,4,50,7390,1566,78,5360
kids,1,20,23925,589,11,5361
kids,3,83,1061,1904,323,5362
kitchen itensils,2,52,15784,1314,65,5363
furniture,3,15,24444,171,17,5364
other,3,50,2041,6,0,5365
clothes,4,81,17628,1992,219,5366
other,3,73,11856,1748,314,5367
kids,1,25,16240,1316,131,5368
kitchen itensils,4,3,22971,1914,248,5369
other,2,62,11166,1143,217,5370
kids,1,78,24071,1018,122,5371
other,4,95,24432,1018,152,5372
other,2,89,14091,925,101,5373
kids,4,27,28193,979,39,5374
furniture,1,9,19080,1514,272,5375
furniture,2,38,12732,1685,84,5376
clothes,4,85,17200,246,12,5377
kitchen itensils,2,56,23532,1891,208,5378
kids,2,39,6072,527,47,5379
furniture,1,67,4967,640,76,5380
kids,2,11,21484,754,105,5381
furniture,3,74,3168,1381,27,5382
clothes,2,7,26501,373,44,5383
other,3,64,17444,1192,154,5384
other,4,35,12892,824,8,5385
kitchen itensils,1,99,9378,1128,157,5386
furniture,4,99,11127,1440,187,5387
other,4,2,16730,1639,114,5388
furniture,3,8,10888,1554,295,5389
furniture,3,56,27499,1517,151,5390
clothes,3,1,16416,261,39,5391
kitchen itensils,4,58,2855,263,31,5392
kids,1,61,26703,665,79,5393
other,1,3,28863,1873,299,5394
kids,4,77,4994,1742,313,5395
kitchen itensils,4,38,9450,308,18,5396
kitchen itensils,2,6,5791,981,107,5397
clothes,1,21,27600,236,18,5398
furniture,1,8,20535,1471,220,5399
other,2,23,1020,708,42,5400
other,4,1,5284,1849,55,5401
furniture,4,49,20636,1173,35,5402
other,1,20,13661,921,82,5403
kitchen itensils,3,30,31548,1860,204,5404
kids,4,43,28797,1392,0,5405
kitchen itensils,3,19,99,339,64,5406
other,2,1,7300,730,0,5407
kitchen itensils,2,19,30957,1214,230,5408
kids,2,58,19484,1311,170,5409
kitchen itensils,4,3,26939,46,7,5410
clothes,3,20,5144,1738,330,5411
clothes,3,80,19032,177,26,5412
other,1,25,4820,140,22,5413
kids,4,43,12011,446,80,5414
other,3,56,15790,1690,202,5415
kitchen itensils,3,84,27162,377,30,5416
clothes,1,12,5238,72,5,5417
other,2,93,19503,898,161,5418
other,2,19,6759,1058,148,5419
kitchen itensils,2,23,2007,1526,106,5420
furniture,1,21,2509,1950,19,5421
furniture,2,29,7545,33,0,5422
other,2,41,20477,225,13,5423
other,3,66,19411,543,43,5424
kitchen itensils,1,40,23417,1839,331,5425
furniture,1,52,11221,585,81,5426
kids,2,0,28368,1138,11,5427
kitchen itensils,3,55,11793,1664,33,5428
other,2,0,7166,1070,171,5429
kitchen itensils,1,32,23711,428,81,5430
clothes,3,58,2466,1243,62,5431
kitchen itensils,4,78,31898,453,49,5432
clothes,3,36,15808,1021,20,5433
other,1,86,3070,1447,217,5434
furniture,3,78,26369,926,120,5435
kitchen itensils,3,7,30540,455,72,5436
furniture,4,95,21547,186,26,5437
kids,4,20,462,1758,70,5438
kids,2,48,27439,705,91,5439
kids,3,72,27877,5,0,5440
clothes,1,26,11915,1193,202,5441
clothes,3,93,21037,1464,29,5442
kids,1,56,14252,56,0,5443
clothes,1,47,4705,1681,100,5444
kids,2,0,8956,1580,142,5445
kitchen itensils,1,42,7096,1186,71,5446
kitchen itensils,2,10,31151,521,93,5447
kitchen itensils,1,0,30102,1095,164,5448
furniture,1,78,1680,1259,188,5449
other,2,90,2081,874,0,5450
other,1,84,25071,179,32,5451
clothes,4,42,10013,1509,15,5452
kids,2,41,20457,756,136,5453
other,1,60,7862,949,85,5454
clothes,3,22,6999,1581,142,5455
clothes,4,0,23794,1312,26,5456
furniture,2,9,23220,1483,133,5457
other,4,71,29983,1105,209,5458
kids,1,81,8388,195,3,5459
furniture,4,2,15344,783,0,5460
furniture,3,90,23063,715,107,5461
clothes,1,80,27430,1357,54,5462
clothes,1,88,14578,1084,162,5463
kids,3,95,30695,318,22,5464
furniture,3,34,233,1454,58,5465
kids,1,21,20606,1841,147,5466
clothes,3,17,20191,1844,184,5467
kitchen itensils,4,62,22931,880,0,5468
kitchen itensils,3,85,19548,62,10,5469
furniture,1,11,15682,1373,178,5470
other,1,25,23177,137,12,5471
kids,1,66,4648,1648,247,5472
kitchen itensils,3,48,7284,1926,288,5473
furniture,3,30,13675,1411,155,5474
kids,3,39,14851,1346,255,5475
other,4,11,8160,1241,148,5476
kitchen itensils,1,75,10408,647,58,5477
kitchen itensils,4,93,24084,1254,188,5478
furniture,3,14,21430,959,28,5479
kitchen itensils,1,44,11726,1663,16,5480
other,1,43,18678,1645,296,5481
furniture,1,33,9683,249,2,5482
furniture,2,11,15176,1087,65,5483
kids,3,78,8622,708,92,5484
kids,3,21,629,1933,38,5485
kitchen itensils,1,67,9254,547,27,5486
kids,3,46,14312,1441,216,5487
furniture,2,22,18533,1342,134,5488
kids,4,83,14530,733,95,5489
kids,3,83,21541,1224,97,5490
other,1,55,15606,524,15,5491
kids,2,36,29787,213,34,5492
other,3,79,12822,320,19,5493
kitchen itensils,3,22,4401,309,58,5494
other,1,88,14855,285,42,5495
furniture,1,7,9146,1020,71,5496
furniture,3,17,19029,1576,204,5497
kitchen itensils,4,76,3700,1749,262,5498
kids,3,45,27651,712,92,5499
kitchen itensils,4,68,16583,160,30,5500
kitchen itensils,1,65,2832,745,74,5501
furniture,3,58,19742,515,72,5502
kids,2,17,27241,370,11,5503
clothes,2,18,18434,987,39,5504
clothes,4,98,21203,1763,70,5505
kitchen itensils,4,82,10525,1277,191,5506
furniture,2,89,26751,796,127,5507
furniture,2,6,458,1683,252,5508
kitchen itensils,3,11,599,1628,130,5509
other,3,24,4086,1605,16,5510
other,1,11,7262,1065,10,5511
furniture,3,76,15351,971,126,5512
kids,1,11,20084,985,68,5513
kitchen itensils,2,98,17443,976,68,5514
kitchen itensils,2,35,18008,10,0,5515
other,4,49,17976,876,52,5516
furniture,1,18,21666,1131,124,5517
kitchen itensils,1,83,23856,1134,68,5518
furniture,3,14,30996,1162,151,5519
clothes,3,37,11044,1868,261,5520
other,1,8,23574,357,10,5521
clothes,3,30,25716,1483,163,5522
furniture,1,32,14731,1572,125,5523
other,1,37,7008,1281,51,5524
other,2,82,20594,1271,38,5525
kitchen itensils,3,98,6373,301,30,5526
kids,4,71,8324,851,51,5527
other,4,3,31955,1618,32,5528
kids,4,84,15752,1819,18,5529
kitchen itensils,4,91,25867,540,64,5530
furniture,2,28,11164,436,56,5531
other,1,33,31550,838,8,5532
furniture,3,76,29820,1626,178,5533
clothes,1,13,10582,1497,119,5534
clothes,4,77,7449,872,0,5535
kitchen itensils,4,69,21856,1319,52,5536
clothes,4,89,1199,822,24,5537
clothes,3,74,24675,1843,36,5538
clothes,2,5,21716,119,13,5539
furniture,3,54,18212,301,45,5540
kitchen itensils,4,99,9696,114,13,5541
furniture,3,19,11020,105,2,5542
furniture,2,86,444,902,171,5543
furniture,1,18,31426,1165,209,5544
kids,1,86,28161,1756,175,5545
clothes,2,4,25487,1928,347,5546
clothes,4,64,31344,1664,216,5547
clothes,4,42,1812,1639,196,5548
kitchen itensils,2,59,30405,1810,144,5549
kitchen itensils,1,22,26554,347,20,5550
other,1,15,9887,790,0,5551
other,4,20,25445,489,48,5552
kitchen itensils,3,2,6358,1268,202,5553
other,3,66,15386,1187,213,5554
furniture,1,90,17459,1891,321,5555
kids,3,35,18931,145,15,5556
kitchen itensils,2,61,13705,189,5,5557
kitchen itensils,4,35,22291,1922,38,5558
kitchen itensils,3,50,19002,760,22,5559
kids,1,69,4697,1408,211,5560
kitchen itensils,1,43,9453,55,3,5561
clothes,1,61,26616,425,68,5562
furniture,4,42,14900,580,98,5563
clothes,4,51,6141,221,15,5564
other,2,55,29766,1901,171,5565
other,2,56,27424,1210,0,5566
other,4,19,24608,282,2,5567
kids,3,50,28893,5,0,5568
kids,3,27,8039,54,4,5569
kids,3,45,26117,875,78,5570
clothes,1,39,1003,685,41,5571
kitchen itensils,3,84,30997,1450,101,5572
clothes,2,95,15184,1145,0,5573
other,3,72,12557,1887,358,5574
other,2,38,13855,316,12,5575
kids,2,8,29986,718,122,5576
furniture,3,92,20457,1287,38,5577
kids,2,91,184,1688,50,5578
kitchen itensils,4,34,4993,880,123,5579
kitchen itensils,3,49,22415,1407,154,5580
kitchen itensils,1,32,30383,345,58,5581
kids,3,39,15786,575,69,5582
kitchen itensils,4,74,20974,569,108,5583
other,4,99,30629,1025,82,5584
kitchen itensils,1,2,23209,1245,161,5585
furniture,1,86,5623,802,16,5586
other,3,62,10205,376,48,5587
kitchen itensils,4,71,8968,400,8,5588
furniture,1,14,22263,534,85,5589
furniture,2,96,7782,182,34,5590
kitchen itensils,2,1,8590,501,95,5591
furniture,2,26,30672,1650,247,5592
furniture,1,27,7803,298,17,5593
kitchen itensils,1,72,16133,32,0,5594
kids,4,87,21407,1211,24,5595
kitchen itensils,1,66,28859,71,4,5596
furniture,4,44,24974,1740,156,5597
other,3,96,28349,1128,214,5598
clothes,3,41,5701,21,1,5599
furniture,2,58,15930,193,13,5600
kids,3,67,12545,1071,192,5601
other,3,24,26316,1442,129,5602
kitchen itensils,2,94,3015,1585,31,5603
clothes,1,36,24199,1592,111,5604
kids,4,9,6840,1766,123,5605
kitchen itensils,1,14,20232,1324,185,5606
other,2,67,1669,1798,53,5607
furniture,4,63,6067,1021,193,5608
kids,1,87,21440,212,23,5609
other,3,92,20363,1662,216,5610
kitchen itensils,4,84,31594,1358,54,5611
kitchen itensils,4,14,1087,1170,23,5612
kitchen itensils,4,18,4883,1625,48,5613
clothes,1,11,10740,954,162,5614
kitchen itensils,4,57,28256,755,113,5615
kids,4,99,22017,335,46,5616
kitchen itensils,4,34,5323,1105,187,5617
kids,4,30,30649,258,15,5618
clothes,4,5,16617,812,113,5619
other,2,24,3395,808,0,5620
clothes,1,17,3193,527,89,5621
furniture,1,42,22234,1366,136,5622
furniture,1,65,29635,1207,60,5623
kids,1,79,22131,1605,240,5624
kids,4,24,4779,1992,258,5625
kitchen itensils,2,87,13874,1772,212,5626
kids,2,98,28373,1101,187,5627
furniture,1,9,13074,1515,15,5628
furniture,4,24,31923,1068,117,5629
other,4,75,3597,1043,187,5630
kids,4,31,3174,950,95,5631
kitchen itensils,1,8,8772,871,165,5632
kids,1,43,28804,988,0,5633
furniture,4,54,7170,663,86,5634
clothes,4,83,29034,1837,165,5635
clothes,3,42,13131,955,76,5636
other,4,1,28712,1249,199,5637
kids,3,61,10296,828,41,5638
furniture,4,30,22558,1797,287,5639
kids,2,53,20711,887,150,5640
other,1,68,4242,1338,53,5641
kids,4,49,5840,493,39,5642
kids,2,86,17203,1008,40,5643
other,4,7,24167,1300,39,5644
kitchen itensils,4,43,17820,116,12,5645
furniture,4,85,29202,108,10,5646
kids,4,24,23821,259,5,5647
kitchen itensils,1,69,7660,781,15,5648
other,2,40,5697,673,60,5649
other,1,31,12822,642,96,5650
clothes,4,41,26669,1780,0,5651
kids,1,91,224,666,6,5652
furniture,3,17,10364,1686,118,5653
kitchen itensils,3,12,8345,260,5,5654
other,3,87,12763,330,59,5655
kids,3,56,5669,1264,214,5656
furniture,3,10,28473,1559,93,5657
kitchen itensils,3,9,14143,1899,208,5658
other,4,67,11839,1801,0,5659
kitchen itensils,4,58,24379,359,7,5660
furniture,1,59,15508,1228,208,5661
kitchen itensils,2,61,4422,27,0,5662
kitchen itensils,2,60,29403,1851,185,5663
kitchen itensils,2,66,27130,1097,0,5664
kids,3,74,27750,1728,155,5665
clothes,3,80,11964,1057,21,5666
other,2,28,22886,703,28,5667
kitchen itensils,4,64,26361,1433,71,5668
kitchen itensils,3,69,20903,364,14,5669
kids,1,85,19620,1660,99,5670
kitchen itensils,3,53,10487,1349,229,5671
clothes,2,76,19011,986,88,5672
kitchen itensils,3,90,25580,1415,70,5673
kids,1,18,31115,872,69,5674
kids,3,93,7873,103,1,5675
other,1,9,21245,38,0,5676
clothes,2,67,19886,78,11,5677
kids,3,26,15237,454,59,5678
kids,1,40,13730,1892,170,5679
kitchen itensils,4,26,18084,1648,32,5680
furniture,3,59,17243,1114,178,5681
other,2,74,22196,1108,166,5682
kitchen itensils,4,13,400,170,28,5683
other,2,86,3894,1166,93,5684
kids,4,92,28889,925,92,5685
clothes,3,34,9734,1498,164,5686
kitchen itensils,2,79,4871,1236,49,5687
clothes,3,76,30482,1731,103,5688
kitchen itensils,4,2,2879,338,57,5689
kitchen itensils,3,58,9228,378,52,5690
kids,3,29,22705,1246,0,5691
furniture,2,26,22564,224,35,5692
furniture,2,1,25383,1746,157,5693
kids,2,39,82,277,49,5694
clothes,4,61,11549,1036,10,5695
other,4,90,18374,741,125,5696
kitchen itensils,1,71,454,856,154,5697
kids,3,18,18267,778,147,5698
kitchen itensils,4,90,6781,1308,209,5699
other,3,81,7114,457,0,5700
kitchen itensils,2,93,9423,1007,100,5701
other,1,87,24424,595,17,5702
kids,2,58,4545,1279,63,5703
furniture,3,1,2630,1140,193,5704
clothes,3,81,5241,1311,196,5705
kitchen itensils,1,4,25752,469,70,5706
kids,3,97,12518,521,0,5707
clothes,2,78,5162,803,80,5708
kitchen itensils,2,31,298,1282,64,5709
clothes,3,38,24970,1779,0,5710
kids,3,35,30860,960,144,5711
kids,1,27,13664,262,31,5712
other,3,63,23032,1368,27,5713
kids,4,95,28563,1516,45,5714
kids,3,44,17452,1525,183,5715
kids,4,17,9060,594,53,5716
other,3,66,28057,721,79,5717
kids,3,47,22273,1668,266,5718
kitchen itensils,2,17,5321,1678,302,5719
furniture,4,92,22144,756,15,5720
kitchen itensils,3,5,9061,724,86,5721
furniture,2,82,27699,59,5,5722
clothes,3,34,6061,74,5,5723
furniture,4,5,10490,1306,248,5724
kids,1,94,21110,596,65,5725
furniture,3,20,28834,763,144,5726
other,1,8,1463,991,9,5727
clothes,1,14,1331,1747,157,5728
kitchen itensils,2,74,7704,914,27,5729
clothes,4,96,26696,722,28,5730
furniture,4,46,3955,1474,162,5731
furniture,3,80,871,1502,120,5732
other,3,27,8619,615,79,5733
other,4,87,6031,64,7,5734
other,2,17,10264,993,79,5735
clothes,4,43,10374,1299,142,5736
kitchen itensils,1,22,7575,422,12,5737
kitchen itensils,1,25,8204,1901,114,5738
other,3,20,17845,1629,211,5739
kids,1,4,5761,1271,50,5740
clothes,4,39,26226,547,87,5741
kitchen itensils,1,7,10595,953,28,5742
other,4,68,31279,1081,21,5743
other,3,64,7872,130,23,5744
kids,3,8,30631,338,54,5745
other,4,18,17430,1887,301,5746
clothes,4,63,14034,47,7,5747
furniture,1,51,28326,1665,66,5748
kids,3,61,14377,1627,244,5749
other,4,51,17184,1587,301,5750
clothes,4,70,9777,180,21,5751
kitchen itensils,3,16,16461,708,106,5752
other,3,52,9076,292,40,5753
kids,1,40,21307,1544,293,5754
clothes,4,20,30047,411,53,5755
kids,3,88,16250,100,12,5756
kitchen itensils,1,54,9050,1199,155,5757
other,3,0,8464,1160,127,5758
kitchen itensils,3,14,14969,1146,137,5759
kitchen itensils,4,54,7494,571,79,5760
clothes,1,60,29887,494,93,5761
clothes,2,44,16741,188,13,5762
kitchen itensils,3,3,18794,1094,142,5763
furniture,4,5,19181,820,16,5764
furniture,2,15,29611,585,35,5765
kids,4,80,20690,1720,258,5766
kitchen itensils,4,79,24367,1712,205,5767
furniture,1,5,9321,1489,148,5768
clothes,3,44,20164,1527,229,5769
kitchen itensils,2,79,7842,257,2,5770
